,Bottle,Liquid,Tassels,Logo,Hoody,Outline,Background,Teeth,Eyes,Headgear,Mask,Rarity score,Token Id
10153,Flammable Crimson,Sparkling Water,White,None,Light Shoulders Violet,Spikes Aquamarine,Black,None,None,None,None,10.306295817732458,10153
10154,Caution Aquamarine,Lemonade,Black,High Voltage Toxic,Plain Crimson,Toxic,Grid Crimson,None,None,None,None,22.212738979072753,10154
10155,Radioactive Violet,Orange Soda,White,Caution Cantaloupe,Dark Stripes Violet,Acid Violet,Black,None,None,None,None,17.84112910659431,10155
10156,Caution Violet,Lemonade,Black,High Voltage Cantaloupe,Violet Dreams,Crimson,Grid Crimson,None,None,None,None,22.11001131116777,10156
10157,Caution Aquamarine,Rosé,White,Caution Cantaloupe,Dark Stripes Crimson,Aquamarine,Black,None,Rose Tinted Glasses,None,None,37.556923882825025,10157
10158,Biohazard Cantaloupe,Cola,Black,Radioactive Aquamarine,Dark Stripes Aquamarine,Acid Violet,Fuzz Crimson,None,None,None,None,24.740510046667826,10158
10159,Flammable Aquamarine,Purple Grape Juice,White,Flammable Crimson,Plain White,Violet,Grid Aquamarine,None,None,None,None,21.163735181650598,10159
10160,Clear,Lemonade,Tied White,Biohazard Aquamarine,Plain Crimson,Glow Cantaloupe,Strobes Crimson,None,X Aquamarine,None,None,47.534842656748395,10160
10161,Flammable Cantaloupe,Sauvignon Blanc,White,None,Bolts Violet,Glow Aquamarine,Grid Crimson,None,None,None,None,16.881377873801494,10161
10162,Hopium Aquamarine,Rosé,Black,Radioactive Aquamarine,Light Stripes Crimson,Glow Aquamarine,Black,None,None,None,None,18.76305403929982,10162
10163,Clear,Passion Fruit Juice,White,Flammable Crimson,Dark Hatch Crimson,Cantaloupe,Grid Cantaloupe,None,X Violet,None,None,39.20867552250936,10163
10164,WAGMI Cantaloupe,Lemonade,White,gm Black,Plain Black,Crimson,Black,None,None,None,None,13.39373708142039,10164
10165,Clear,Sparkling Water,White,Caution Crimson,Poly Cantaloupe,Acid Violet,Bolts Toxic,None,None,None,None,17.45993184561407,10165
10166,Radioactive Violet,Toxic Waste,Black,Biohazard Cantaloupe,Dark Hatch Crimson,Acid Violet,Strobes Cantaloupe,None,None,None,None,25.37581734743642,10166
10167,WAGMI Toxic,Sauvignon Blanc,Black,None,Light Shoulders Crimson,Glow White,Black,None,X Toxic,None,None,32.52050322170805,10167
10168,Flammable Cantaloupe,Cola,Black,High Voltage Violet,Dark Shoulders Cantaloupe,Aquamarine,Stripes Crimson,None,None,None,None,22.285732342027885,10168
10169,Caution Cantaloupe,Rosé,Tied Black,rekt Cantaloupe,Light Stripes Aquamarine,White,Fuzz Aquamarine,None,None,None,None,32.45603988438741,10169
10170,Biohazard Aquamarine,Limeade,Black,Caution Aquamarine,Bolts Crimson,Violet,Black,None,None,SnapBack Cantaloupe,None,41.46576517765169,10170
10171,Radioactive Crimson,Cabernet Sauvignon,Black,None,Light Shoulders Toxic,Acid Violet,Bolts Violet,None,X Cantaloupe,None,None,40.03318952385989,10171
10172,Clear,Water,White,Biohazard VIolet,Plain Crimson,Violet,Fuzz Aquamarine,None,Nounish,None,None,37.25953315159565,10172
10173,WAGMI Cantaloupe,Sauvignon Blanc,Black,Biohazard Cantaloupe,Dark Hatch Violet,Crimson,Strobes Violet,None,X Cantaloupe,SnapBack Aquamarine,None,69.8626380211415,10173
10174,Clear,Water,Black,gm Aquamarine,Dark Shoulders Crimson,Crimson,Black,None,None,rekt Beanie Violet,None,34.18017995907256,10174
10175,WAGMI Violet,Cola,Tied White,Radioactive Toxic,Plain Black,Glow Cantaloupe,Fuzz Aquamarine,None,None,None,None,32.98590424146235,10175
10176,Clear,Sparkling Water,White,Caution Toxic,Bolts Aquamarine,Acid Violet,Fuzz Cantaloupe,Sharp Cantaloupe,None,None,None,44.86635936312322,10176
10177,Clear,Water,Tied White,mfer Inverted,Poly Toxic,Aquamarine,Black,None,None,None,None,17.559865565509952,10177
10178,Caution Toxic,Sauvignon Blanc,White,rekt Toxic,Plain White,Acid Toxic,Violet,None,None,None,None,23.678016893044333,10178
10179,Clear,Orange Soda,Tied Black,None,Plain Violet,Violet,Stripes Crimson,None,None,None,None,18.127647666953383,10179
10180,Clear,Orange Soda,White,rekt Cantaloupe,Light Shoulders Crimson,Cantaloupe,Stripes Crimson,None,None,None,None,15.943225444568753,10180
10181,WAGMI Crimson,Watermelon Juice,Black,None,Plain Violet,Crimson,Stripes Crimson,None,None,None,None,16.362305786598316,10181
10182,Radioactive Aquamarine,Lemonade,White,None,Dark Shoulders Violet,Spikes Aquamarine,Grid Aquamarine,None,None,None,None,16.546151751821185,10182
10183,WAGMI Toxic,Cola,White,None,Poly Toxic,Shiny Crimson,Grid Toxic,None,Nounish,None,None,41.75256961108754,10183
10184,Clear,Rosé,Black,Biohazard Crimson,Dark Hatch Violet,Spikes Crimson,Grid Aquamarine,None,X Crimson,None,None,41.303816908348686,10184
10185,Caution Crimson,Sauvignon Blanc,Black,None,Plain Aquamarine,Aquamarine,Accents Aquamarine,None,None,None,None,13.504626308158638,10185
10186,Biohazard Cantaloupe,Sparkling Water,Black,Flammable Toxic,Poly Crimson,Glow Cantaloupe,Black,None,3D Glasses,None,None,39.27628479206758,10186
10187,Flammable Toxic,Water,White,Flammable Violet,Dark Stripes Toxic,White,Bolts Cantaloupe,None,None,None,None,22.729075881508436,10187
10188,Caution Toxic,Purple Grape Juice,Black,69 Aquamarine,Plain Aquamarine,Acid Aquamarine,Stripes Violet,None,X Crimson,None,None,44.32881027940834,10188
10189,Radioactive Aquamarine,Purple Grape Juice,Tied Black,Radioactive Aquamarine,Bolts Crimson,Crimson,Stripes Cantaloupe,None,None,None,None,30.128386277714526,10189
10190,Radioactive Cantaloupe,Sauvignon Blanc,White,gm Violet,Robotic Aquamarine,Spikes Crimson,Stripes Crimson,None,None,None,None,23.39956548906514,10190
10191,Hopium Aquamarine,Lemonade,Black,gm Crimson,Plain White,Glow Aquamarine,Accents Toxic,None,None,None,None,23.529333078844132,10191
10192,Copium,Sauvignon Blanc,White,69 Violet,Dark Stripes Crimson,Shiny Cantaloupe,Bolts Aquamarine,None,Rekt,None,None,47.1537786239503,10192
10193,Biohazard Aquamarine,Lemonade,Black,None,Light Hatch Aquamarine,Crimson,Black,None,X Aquamarine,None,None,30.081993815650026,10193
10194,Clear,Lemonade,Tied White,Caution Aquamarine,Plain Cantaloupe,Shiny Aquamarine,Stripes Aquamarine,None,None,None,None,25.029667681946428,10194
10195,Flammable Violet,Purple Grape Juice,White,Flammable Toxic,Robotic Crimson,Cantaloupe,Strobes Violet,None,None,None,None,21.331354634370676,10195
10196,Caution Violet,Sauvignon Blanc,Black,Flammable Cantaloupe,Plain Violet,White,Black,None,None,None,None,14.534691274590262,10196
10197,Radioactive Cantaloupe,Sparkling Water,Black,gm Crimson,Plain Cantaloupe,Aquamarine,Black,Sharp Crimson,None,Headphones Crimson,None,66.86174738947108,10197
10198,Radioactive Crimson,Water,White,Flammable Crimson,Robotic Cantaloupe,White,Crimson,None,None,SnapBack Violet,None,48.32406375874025,10198
10199,Flammable Crimson,Limeade,White,Biohazard White,Plain Aquamarine,Cantaloupe,Fuzz Cantaloupe,None,None,None,None,21.523309059007133,10199
10200,Flammable Aquamarine,Cabernet Sauvignon,Tied White,Caution Crimson,Plain Violet,Cantaloupe,Accents Aquamarine,None,None,None,None,30.701508955774752,10200
10201,Clear,Sauvignon Blanc,Black,Radioactive Aquamarine,Light Hatch Cantaloupe,Aquamarine,Fuzz Aquamarine,None,None,None,None,14.66447484632602,10201
10202,Clear,Watermelon Juice,Black,None,Plain Aquamarine,Aquamarine,Black,Bloody,None,rekt Beanie Aquamarine,None,55.86793088148016,10202
10203,Clear,Champagne,White,High Voltage Cantaloupe,Strawberry Laces,Cantaloupe,Stripes Toxic,None,X Crimson,None,None,38.01647893397181,10203
10204,Clear,Lemonade,Tied Black,gm White,Dark Shoulders Aquamarine,Cantaloupe,Aquamarine,None,None,None,None,23.2021119244673,10204
10205,Clear,Limeade,Black,69 Aquamarine,Light Stripes Violet,Aquamarine,Fuzz Cantaloupe,None,Beady Crimson,None,None,37.86242676016533,10205
10206,Caution Cantaloupe,Water,White,gm Crimson,Plain Cantaloupe,Shiny Violet,Bolts Aquamarine,None,X Violet,None,None,44.80727246097283,10206
10207,Radioactive Aquamarine,Sauvignon Blanc,Tied White,Flammable Cantaloupe,Bolts Aquamarine,Violet,Black,Silver Grills,None,None,None,51.50284091034104,10207
10208,Radioactive Violet,Watermelon Juice,White,gm Violet,Plain Aquamarine,Aquamarine,Cantaloupe,None,Sun Eyes,Earphones Aquamarine,None,69.50040540478551,10208
10209,WAGMI Cantaloupe,Rosé,White,Caution Cantaloupe,Plain Cantaloupe,Acid Aquamarine,Bolts Toxic,None,None,None,None,24.653959973423444,10209
10210,Caution Crimson,Blood,White,Flammable Violet,Strawberry Laces,Glow Toxic,Stripes Crimson,None,None,None,None,26.300405936214172,10210
10211,Caution Aquamarine,Rose Champagne,Black,None,Special Aquamarine,Crimson,Stripes Toxic,None,None,None,None,16.051399395227907,10211
10212,Flammable Crimson,Sparkling Water,White,Radioactive White,Light Stripes Crimson,Glow Violet,Grid Toxic,None,None,None,None,23.940240803255314,10212
10213,Flammable Cantaloupe,Sparkling Water,White,Radioactive Cantaloupe,Light Hatch Cantaloupe,Aquamarine,Bolts Cantaloupe,None,None,None,None,21.7206706839354,10213
10214,Biohazard Violet,Toxic Waste,Tied White,Caution Toxic,Plain Black,Glow Cantaloupe,Black,None,None,None,None,26.5787535986198,10214
10215,Hopium Aquamarine,Lemonade,White,High Voltage Cantaloupe,Light Shoulders Violet,Glow White,Black,None,X Crimson,None,None,39.13569174778441,10215
10216,Clear,Lemonade,Black,None,Plain Aquamarine,Toxic,Black,Sharp Cantaloupe,Beady Cantaloupe,None,None,52.07282654215199,10216
10217,Flammable Crimson,Sparkling Water,White,gm Cantaloupe,Plain White,Acid Violet,Strobes Aquamarine,None,None,None,None,22.588485780440703,10217
10218,Clear,Lemonade,Tied Black,gm Violet,Plain Crimson,White,Black,None,None,None,None,16.086449936547396,10218
10219,Radioactive Cantaloupe,Limeade,White,gm White,Dark Shoulders Crimson,Cantaloupe,Strobes Cantaloupe,None,None,None,None,21.685525985061403,10219
10220,Paper Bag Aquamarine,Purple Grape Juice,White,High Voltage Violet,Plain Cantaloupe,Spikes Violet,Bolts Aquamarine,None,None,None,None,23.475226686910986,10220
10221,Caution Violet,Sparkling Water,White,rekt Toxic,Plain Toxic,Violet,Black,None,None,None,None,14.799643246445745,10221
10222,Clear,Rose Champagne,Black,High Voltage Crimson,Plain Cantaloupe,Violet,Stripes Violet,None,None,None,None,14.961868282333857,10222
10223,Radioactive Cantaloupe,Cabernet Sauvignon,Tied White,Radioactive Violet,Plain Aquamarine,Acid Crimson,Accents Toxic,None,None,None,None,33.4481989026913,10223
10224,Radioactive Toxic,Sauvignon Blanc,Black,None,Light Hatch Cantaloupe,White,Strobes Aquamarine,None,None,None,None,15.629645567917748,10224
10225,Hopium Crimson,Sparkling Water,White,69 Cantaloupe,Light Stripes Aquamarine,Glow Violet,Fuzz Toxic,None,X White,None,None,47.175398076268216,10225
10226,Flammable Toxic,Toxic Waste,White,Radioactive Black,Robotic Violet,Toxic,Black,None,X Toxic,None,None,40.29542867719249,10226
10227,WAGMI Aquamarine,Toxic Waste,Black,None,Light Hatch Crimson,Acid Aquamarine,Black,None,None,None,None,11.636477357773511,10227
10228,Biohazard Crimson,Rosé,White,High Voltage Violet,Plain Aquamarine,Acid Violet,Stripes Violet,None,None,Conical Crimson,None,49.57837343911275,10228
10229,Biohazard Aquamarine,Lemonade,Black,None,Poly Violet,Acid Cantaloupe,Fuzz Aquamarine,None,None,None,None,16.110854973574227,10229
10230,Flammable Toxic,Cola,Black,Flammable Violet,Cybernetic,Acid Violet,Aquamarine,None,None,None,None,25.72187949791806,10230
10231,Caution Aquamarine,Purple Grape Juice,White,69 Violet,Plain Violet,Acid Toxic,Grid Aquamarine,None,3D Glasses,None,None,45.22901203129138,10231
10232,Flammable Violet,Purple Grape Juice,White,Caution Violet,Plain White,Acid Crimson,Black,None,None,None,None,16.19195582019556,10232
10233,Caution Cantaloupe,Purple Grape Juice,Black,None,Light Shoulders Aquamarine,Crimson,Fuzz Aquamarine,None,None,SnapBack Cantaloupe,None,40.789900572008456,10233
10234,Flammable Crimson,Orange Soda,Black,gm Aquamarine,Plain Crimson,Crimson,Grid Crimson,None,X Toxic,None,None,44.13416786498699,10234
10235,Caution Cantaloupe,Sauvignon Blanc,Black,gm Aquamarine,Plain Black,Violet,Black,None,X Crimson,None,None,35.19417153803722,10235
10236,Hopium Aquamarine,Lemonade,Black,None,Bolts Crimson,Aquamarine,Crimson,None,None,None,None,14.859123159085557,10236
10237,WAGMI Crimson,Passion Fruit Juice,White,Caution Aquamarine,Light Stripes Cantaloupe,Violet,Black,None,None,Headphones Toxic,None,42.91205754934901,10237
10238,Caution Violet,Lemonade,Black,gm Violet,Tiedye,Spikes Crimson,Black,None,Saturn Shades,SnapBack Violet,None,64.3725623289829,10238
10239,Clear,Cola,Tied White,None,Light Stripes Violet,Aquamarine,Grid Violet,None,None,None,None,18.18441599289785,10239
10240,Radioactive Crimson,Lemonade,Black,High Voltage Crimson,Light Shoulders Cantaloupe,Aquamarine,Strobes Crimson,None,None,None,None,21.331399619963204,10240
10241,Clear,Limeade,Black,Flammable Violet,Bolts Aquamarine,Silver,Black,None,None,None,None,11.349919461558343,10241
10242,Radioactive Crimson,Cabernet Sauvignon,Black,None,Plain Black,White,Stripes Toxic,None,None,None,None,14.553598154300648,10242
10243,Clear,Blood,Black,Caution Cantaloupe,Dark Stripes Aquamarine,Acid Crimson,Aquamarine,None,Laser Eyes,None,None,41.63903467349072,10243
10244,WAGMI Aquamarine,Sparkling Water,White,Radioactive White,Plain Cantaloupe,Violet,Strobes Aquamarine,None,None,Headphones Crimson,None,46.56150843557425,10244
10245,Flammable Violet,Water,Black,None,Bolts Crimson,White,Strobes Cantaloupe,None,None,SnapBack Cantaloupe,None,40.91696911241878,10245
10246,Flammable Aquamarine,Purple Grape Juice,White,None,Light Stripes Cantaloupe,Acid Cantaloupe,Violet,None,None,Headphones Toxic,None,41.87665815229668,10246
10247,Caution Crimson,Cabernet Sauvignon,Black,High Voltage Cantaloupe,Plain Toxic,Cantaloupe,Black,None,X Toxic,None,None,37.221687679186495,10247
10248,Caution Toxic,Rose Champagne,Black,None,Robotic Toxic,Glow Aquamarine,Black,None,None,None,None,12.177182416104523,10248
10249,Flammable Toxic,Sparkling Water,Black,69 Toxic,Light Shoulders Toxic,Aquamarine,Bolts Violet,None,X Crimson,None,None,44.00441994030443,10249
10250,Flammable Crimson,Lemonade,White,gm White,Light Stripes Cantaloupe,Acid Toxic,Grid Aquamarine,None,None,None,None,22.82640101940775,10250
10251,Radioactive Violet,Lemonade,Tied White,69 Violet,Robotic Toxic,Shiny Crimson,Black,None,None,None,None,26.546334992833188,10251
10252,Clear,Sparkling Water,White,Caution Aquamarine,Dark Shoulders Crimson,White,Black,Sharp Crimson,None,None,None,36.426520851902325,10252
10253,Flammable Violet,Champagne,Tied White,gm White,Poly Aquamarine,Shiny Cantaloupe,Stripes Aquamarine,None,Beady Cantaloupe,None,None,56.3528575999583,10253
10254,WAGMI Toxic,Sparkling Water,Black,Flammable Aquamarine,Light Hatch Violet,Spikes Cantaloupe,Stripes Violet,None,None,None,None,23.499606885325452,10254
10255,Clear,Cola,White,Caution Cantaloupe,Plain Toxic,Acid Cantaloupe,Black,None,Sun Eyes,None,None,32.58000034755132,10255
10256,Flammable Violet,Limeade,Tied White,None,Cyberskelly Cantaloupe,White,Fuzz Violet,Sharp Cantaloupe,Saturn Shades,None,None,75.29017248784497,10256
10257,Clear,Water,Tied Black,None,Plain Aquamarine,Crimson,Black,None,None,None,None,9.660030543634798,10257
10258,Caution Cantaloupe,Watermelon Juice,Black,Flammable Aquamarine,Robotic Crimson,Glow Cantaloupe,Violet,None,Nounish,None,None,48.132370852412286,10258
10259,Flammable Aquamarine,Sparkling Water,White,None,Poly Violet,Cantaloupe,Stripes Crimson,None,None,None,None,13.610059423805627,10259
10260,Biohazard Cantaloupe,Cabernet Sauvignon,Black,gm Toxic,Light Hatch Aquamarine,Cantaloupe,Strobes Cantaloupe,None,X Violet,None,None,44.91541543668009,10260
10261,Caution Cantaloupe,Lemonade,White,Flammable Crimson,Bolts Violet,Spikes Crimson,Grid Toxic,None,None,None,None,23.513105341919584,10261
10262,Radioactive Crimson,Cabernet Sauvignon,White,Caution Aquamarine,Dark Stripes Aquamarine,Crimson,Stripes Aquamarine,None,None,None,None,22.74800168682665,10262
10263,Hopium Cantaloupe,Lemonade,Black,rekt Aquamarine,Plain Black,Acid Cantaloupe,Black,None,None,None,None,16.054073369144557,10263
10264,Clear,Toxic Waste,White,Radioactive Cantaloupe,Dark Shoulders Violet,Acid Crimson,Black,None,None,None,None,11.75272117990101,10264
10265,Radioactive Toxic,Cola,Black,mfer,Light Stripes Cantaloupe,Violet,Strobes Aquamarine,None,Beady Cantaloupe,None,None,46.0886874444664,10265
10266,Flammable Cantaloupe,Water,Black,None,Poly Cantaloupe,Cantaloupe,Black,None,None,None,None,7.810835424858932,10266
10267,Biohazard Violet,Purple Grape Juice,Black,Biohazard Aquamarine,Poly Violet,Toxic,Accents Violet,None,None,None,None,23.729403831532032,10267
10268,Clear,Purple Grape Juice,Black,gm White,Dark Shoulders Violet,Cantaloupe,Strobes Cantaloupe,None,None,None,None,14.453572979740969,10268
10269,Radioactive Crimson,Purple Grape Juice,Tied Black,Radioactive White,Poly Crimson,Shiny Cantaloupe,Crimson,None,None,None,None,33.46712569457515,10269
10270,Clear,Champagne,Black,69 Toxic,Dark Hatch Aquamarine,Violet,Grid Cantaloupe,None,3D Glasses,None,None,39.944039215002,10270
10271,Hopium Crimson,Sparkling Water,White,69 Violet,Plain Toxic,Toxic,Stripes Cantaloupe,None,None,rekt SnapBack Toxic,None,48.62143113795804,10271
10272,Caution Crimson,Really Toxic Waste,Black,None,Cyberskelly Aquamarine,Acid Cantaloupe,Black,None,None,None,None,12.701691692130987,10272
10273,Clear,Sauvignon Blanc,White,gm Toxic,Bolts Toxic,Spikes Cantaloupe,Crimson,None,None,None,None,17.292304771768812,10273
10274,Biohazard Violet,Cabernet Sauvignon,White,gm White,Cyberskelly Aquamarine,Glow Toxic,Stripes Crimson,None,X Crimson,None,None,47.38084210447348,10274
10275,Clear,Purple Grape Juice,Black,None,Dark Shoulders Aquamarine,Aquamarine,Stripes Violet,None,None,None,None,7.202555264247041,10275
10276,Caution Violet,Rose Champagne,Tied White,None,Plain Cantaloupe,Spikes Aquamarine,Fuzz Violet,None,None,None,None,25.97048646607621,10276
10277,Biohazard Aquamarine,Watermelon Juice,Black,Caution Toxic,Dark Shoulders Crimson,Shiny Violet,Strobes Violet,None,X Aquamarine,None,None,47.4646621507835,10277
10278,Flammable Violet,Lemonade,Tied White,69 Crimson,Strawberry Laces,Toxic,Toxic,None,None,None,None,32.66422450561019,10278
10279,Flammable Crimson,Limeade,Tied White,High Voltage Aquamarine,Plain Black,Aquamarine,Candles,None,None,None,None,30.804257026667432,10279
10280,Radioactive Violet,Lemonade,Black,gm Black,Cyberskelly Cantaloupe,Spikes Crimson,Black,None,None,None,None,16.784053961195212,10280
10281,Flammable Violet,Sparkling Water,Black,None,Light Stripes Violet,Cantaloupe,Strobes Crimson,None,None,None,None,14.05885661406221,10281
10282,Clear,Sauvignon Blanc,White,Radioactive Black,Plain Crimson,Aquamarine,Hatch Rainbow,None,None,None,None,14.669840991822861,10282
10283,Radioactive Aquamarine,Lemonade,White,None,Bolts Aquamarine,Spikes Aquamarine,Black,None,None,None,None,9.249174210014417,10283
10284,Clear,Lemonade,White,Biohazard Crimson,Iced,Aquamarine,Accents Crimson,None,Beady White,Headphones Cantaloupe,None,63.16156184779055,10284
