,Body,Accesories,Face,Eyewear,Eyes,Mouth,Head,Role,Fur,Special,Rarity score,Token Id
214,Red Jersey,None,Scars,Hard Thunder Glasses,Happy,Cheeky,Top Hat,Generalist,Built (Dark),None,53.88256007233843,214
215,None,None,None,Hard Thunder Glasses,Angry,Bored,Pink Beanie,Generalist,Shadow,None,31.802153393098266,215
216,None,None,None,Thug Life Glasses,Cheeky,Smug,None,Operator,Brown,None,27.077414691450002,216
217,None,None,None,Round Reading Glasses,Angry,Happy,None,Operator,Classic,None,25.308978776347157,217
218,Blue Ball Gown,None,Diamond Stud,Black Aviator Sunglasses,Intoxicated,Dragon Breath,Pink Snapback Hat,Generalist,Classic,None,49.024828881233915,218
219,White Ruffle Dress,Moon Necklace,Gold Earrings,3D Glasses,Happy,Smug,Flower Pink,Black Ops,Classic,None,92.39738607190876,219
220,Pink Leopard Blazer,Jade Stone,Blush,Round Reading Glasses,Angry,Leaf,Flower Pink,Field Agent,Classic,None,85.05484344211735,220
221,Winter Jacket,None,Scars,Eye Patch,Soulless,Golden Grills,None,Engineer,Frozen,None,59.49427018874515,221
222,None,Rifle,None,None,Bitcoins,Thug Life Joint,None,Black Ops,Tatted (Classic),None,47.94984634190929,222
223,None,None,None,Hard Thunder Glasses,Bitcoins,Smug,Red Snapback Hat,Field Agent,Cream,None,40.92067508222969,223
224,White Ruffle Dress,Jade Stone,Tear Tat,None,Ominous,Dragon Breath,None,Generalist,Purple,None,60.401182748554895,224
225,None,None,Blush,Thug Life Glasses,Cheeky,Cheeky,Pink Snapback Hat,Generalist,Dark,None,36.92363704107528,225
226,Blue Dress,None,Silver Earrings,Hard Thunder Glasses,Angry,Golden Grills,None,Field Agent,Frozen,None,52.41455007267173,226
227,Teal Puffer Jacket,Silver Chain,Silver Earrings,None,Bullish,Smug,None,Black Ops,Classic,None,65.04500329665956,227
228,Hippie Tie-Dye Shirt,Silver Chain,Silver Ear Piercing,Thug Life Glasses,Bitcoins,Leaf,None,Operator,Tatted (Cream),None,83.94078327257884,228
229,White Ruffle Dress,None,Blush,None,Jaundice,Cigarette,Black Devil Horns,Black Ops,Tatted (Sandy),None,50.80320244054995,229
230,Detective's Trenchcoat,None,Blush,Round Reading Glasses,Ominous,Diamond Grills,Yellow Snapback Hat,Engineer,Classic,None,62.206495264556416,230
231,Punk Jacket,None,Blush,Thug Life Glasses,Angry,Diamond Grills,None,Double Agent,Robot,None,53.43216098731085,231
232,Fireman Uniform,None,Blood Splatter,Round Reading Glasses,Jaundice,Angry,Black Borsalino,Generalist,Shadow,None,58.69352899505377,232
233,High Roller Kimono,None,Scars,Hard Thunder Glasses,Intoxicated,Happy,None,Generalist,Built (Classic),None,38.14141899031559,233
234,Bomber Jacket,None,None,Black Sunglasses,Angry,Happy,Pink Snapback Hat,Double Agent,Brown,None,53.60559022370614,234
235,Hippie Tie-Dye Shirt,None,Silver Ear Piercing,Hard Thunder Glasses,Intoxicated,Angry,Flower Pink,Operator,Classic,None,56.19782893733846,235
236,Ninja Gear,None,Blood Splatter,Eye Patch,Smug,Diamond Grills,None,Field Agent,Classic,None,54.35966792287395,236
237,Teal Puffer Jacket,None,None,None,Happy,Leaf,Bandage,Operator,Brown,None,38.67190965589265,237
238,None,None,None,None,Cheeky,Happy,None,Engineer,Classic,None,12.65634836482159,238
239,White Dress,ID Badge,None,Hard Thunder Glasses,Angry,Thug Life Joint,None,Black Ops,Tatted (Brown),None,68.21770495132813,239
240,Black Turtleneck,None,Fake Moustache,Black Aviator Sunglasses,Happy,Cigarette,Yellow Snapback Hat,Generalist,Dark,None,51.65384682108717,240
241,None,Pink Heart Necklace,Blood Splatter,None,Smug,Angry,Black Devil Horns,Generalist,Dark,None,54.91293660213198,241
242,Black/White Tracksuit,None,None,Round Reading Glasses,Jaundice,Cheeky,None,Generalist,Dark,None,29.853499504537606,242
243,None,None,Diamond Stud Earrings,Black Aviator Sunglasses,Cheeky,Dragon Breath,Laurel,Generalist,Classic,None,40.023255416183005,243
244,None,None,Covid Mask (Eucalyptus),Red Sunglasses,Smug,Cheeky,Red Snapback Hat,Operator,Dark,None,52.447890387486176,244
245,White Dress,None,None,Hard Thunder Glasses,Intoxicated,Dragon Breath,None,Generalist,Tatted (Classic),None,26.05978208314092,245
246,Winter Jacket,None,Gas Mask,None,Angry,Golden Grills,None,Generalist,Tatted (Brown),None,34.02102677524857,246
247,None,None,Gold Ear Piercing,None,Bitcoins,Dragon Breath,Yellow Beanie,Double Agent,Brown,None,38.752027923656826,247
248,None,None,Silver Ear Piercing,None,Intoxicated,Thug Life Joint,Red Snapback Hat,Generalist,Dark,None,25.349278698294214,248
249,None,None,Scars,Black Aviator Sunglasses,Jaundice,Leaf,Black Headphones,Generalist,Built (Dark),None,44.797705400650464,249
250,Red/White Tracksuit,None,None,Thug Life Glasses,Angry,Bored,Blue Snapback Hat,Double Agent,Flaming,None,59.11053971868247,250
251,White Ruffle Dress,None,None,None,Bullish,Dragon Breath,Princess' Crown,Generalist,Classic,None,29.53648804501282,251
252,High Roller Kimono,None,None,Round Reading Glasses,Happy,Leaf,Black Borsalino,Field Agent,Tatted (Pink),None,55.03688740292084,252
253,None,None,None,None,Happy,Smug,Red Devil Horns,Black Ops,Brown,None,26.10981842656333,253
254,Teal Puffer Jacket,None,Disposable Face Mask,None,Bored,Bored,Halo,Operator,Ghost,None,59.137339907894706,254
255,None,None,None,None,Bullish,Smoker's Pipe,Flower Blue,Operator,Brown,None,28.311831926341046,255
256,None,None,None,None,Bullish,Leaf,None,Field Agent,UV Light,None,18.09499601327674,256
257,Grey Puffer Jacket,None,Scars,Hard Thunder Glasses,Intoxicated,Angry,Red Hat,Black Ops,Built (Brown),None,60.5216452411917,257
258,Pink Dress,Jade Stone,Disposable Face Mask,Hard Thunder Glasses,Intoxicated,Cheeky,Yellow Beanie,Black Ops,Classic,None,83.69043009951966,258
259,Teal Puffer Jacket,None,Scars,Black Aviator Sunglasses,Bitcoins,Dragon Breath,None,Black Ops,Built (Classic),None,54.70328903796345,259
260,White Tank,None,Silver Earrings,Round Reading Glasses,Smug,Smug,King's Crown,Engineer,Classic,None,61.36903357794898,260
261,None,None,None,None,Angry,Dragon Breath,Red Devil Horns,Generalist,Dark,None,16.013193134322638,261
262,Red Jersey,None,Gold Earrings,None,Intoxicated,Cigarette,Halo,Operator,Pink,None,49.905691342578486,262
263,Grey Puffer Jacket,None,None,None,Bored,Smug,Top Hat,Operator,Classic,None,40.750558956602205,263
264,None,Moon Necklace,None,None,Angry,Smug,King's Crown,Operator,Tatted (Sandy),None,58.12905204480694,264
265,None,None,None,None,Bullish,Cigarette,Black Borsalino,Operator,Tatted (Classic),None,30.3303994524037,265
266,None,None,None,None,Intoxicated,Cigarette,None,Engineer,Cream,None,12.749748094678647,266
267,White Shirt/Blue Coat,None,Blush,None,Angry,Dragon Breath,Top Hat,Generalist,Dark,None,35.65583478245534,267
268,None,Silver Chain,None,Round Reading Glasses,Intoxicated,Thug Life Joint,Yellow Snapback Hat,Generalist,Brown,None,54.25224528828814,268
269,Red Jersey,None,None,None,Intoxicated,Happy,King's Crown,Generalist,Built (Dark),None,30.230719578759512,269
270,Black/White Tracksuit,None,Blush,Round Reading Glasses,Intoxicated,Smoker's Pipe,None,Generalist,Brown,None,33.76390718992363,270
271,Pink Dress,None,None,Black Aviator Sunglasses,Jaundice,Angry,Black Snapback Hat,Generalist,Brown,None,43.09606124830047,271
272,Black/Blue Tracksuit,None,None,Hard Thunder Glasses,Angry,Dragon Breath,None,Double Agent,Classic,None,34.734773519277724,272
273,None,None,Blush,None,Soulless,Leaf,None,Black Ops,Cream,None,25.05890991444214,273
274,None,None,None,Black Sunglasses,Intoxicated,Cigarette,Halo,Generalist,Built (Brown),None,30.88787519269241,274
275,Black Puffer Jacket,None,None,Hard Thunder Glasses,Intoxicated,Smug,None,Double Agent,Tatted (Cream),None,36.13946572735213,275
276,None,None,None,None,None,None,Space Suit Helmet,Operator,Built (Brown),None,35.85914104722534,276
277,None,Gold Chain,Gold Earrings,None,Smug,Leaf,Pink Snapback Hat,Engineer,Classic,None,63.406966256523354,277
278,Black Puffer Jacket,None,Gold Ear Piercing,Thug Life Glasses,Intoxicated,Cigarette,Black Borsalino,Operator,Pink,None,64.61857975083575,278
279,Grey Puffer Jacket,Rifle,Disposable Face Mask,Black Aviator Sunglasses,Intoxicated,Angry,Flower Blue,Field Agent,Built (Cream),None,91.25982682703588,279
280,Orange Jersey,None,Gold Earrings,None,Intoxicated,Happy,None,Operator,Tatted (Dark),None,38.38509524936553,280
281,None,None,None,None,Bitcoins,Cigarette,Flower Pink,Field Agent,Brown,None,26.79045746533698,281
282,White Tank,Double Katana,Silver Ear Piercing,Round Reading Glasses,Jaundice,Angry,Black Devil Horns,Field Agent,Built (Pink),None,95.93349942327572,282
283,Bomber Jacket,None,Gold Ear Piercing,Hard Thunder Glasses,Soulless,Cigarette,Flower Pink,Double Agent,Built (Pink),None,65.05233721228329,283
284,Fireman Uniform,None,Blush,None,Smug,Leaf,None,Generalist,Golden,None,27.077670663143614,284
285,None,None,None,None,Happy,Happy,None,Double Agent,Dark,None,12.823169072042731,285
286,Red/White Tracksuit,None,Diamond Stud,Round Reading Glasses,Intoxicated,Angry,None,Black Ops,Tatted (Classic),None,50.659624889180854,286
287,None,None,None,None,Happy,Happy,None,Generalist,Classic,None,3.2133369468332194,287
288,Black/Blue Tracksuit,None,None,None,Bullish,Leaf,Bandage,Generalist,Cream,None,33.483593535038835,288
289,Red/White Tracksuit,Jade Stone,Silver Ear Piercing,None,Smug,Leaf,Red Devil Horns,Operator,Cream,None,80.89172677728021,289
290,Black Puffer Jacket,None,None,None,Jaundice,Cheeky,Black Snapback Hat,Black Ops,Tatted (Shadow),None,44.48741326193989,290
291,None,None,Silver Ear Piercing,Hard Thunder Glasses,Happy,Cheeky,None,Generalist,Robot,None,28.405502969635325,291
292,Pink Leopard Blazer,None,None,None,Intoxicated,Diamond Grills,None,Engineer,UV Light,None,29.496588930811026,292
293,None,None,Blush,Red Sunglasses,Intoxicated,Cheeky,Flower Pink,Engineer,Robot,None,48.80457831002931,293
294,Winter Jacket,None,None,None,Cheeky,Angry,Pink Snapback Hat,Engineer,Dark,None,38.131463651519184,294
295,Pink Leopard Blazer,None,Tear Tat,Black Aviator Sunglasses,Bored,Angry,Yellow Beanie,Generalist,Radioactive,None,59.53760922740011,295
296,None,None,Silver Earrings,None,Angry,Cheeky,Black Headphones,Field Agent,Dark,None,36.940276671814225,296
297,None,None,Disposable Face Mask,Hard Thunder Glasses,Cheeky,Leaf,Yellow Snapback Hat,Operator,Brown,None,46.25226941971026,297
298,Yellow Ball Gown,None,Blush,None,Bored,Happy,Ice Crown,Generalist,Flaming,None,43.483245319427866,298
299,None,None,Silver Earrings,Red Sunglasses,Smug,Angry,None,Field Agent,Classic,None,38.81200892026608,299
300,Black/White Tracksuit,None,None,Black Aviator Sunglasses,Happy,Smug,Blue Snapback Hat,Generalist,Flaming,None,45.12464951839768,300
301,Black Puffer Jacket,None,None,Hard Thunder Glasses,Happy,Golden Grills,Black Borsalino,Operator,Cream,None,53.93591051920923,301
302,Black/Blue Tracksuit,None,Blush,None,Intoxicated,Angry,Red Devil Horns,Generalist,Built (Cream),None,37.36420292900923,302
303,None,Gold Chain,Tear Tat,Hard Thunder Glasses,Soulless,Smug,None,Generalist,Cream,None,56.98807524478686,303
304,None,None,None,None,Soulless,Cigarette,Red Snapback Hat,Operator,Frozen,None,30.974561614399477,304
305,None,None,None,None,Happy,Dragon Breath,None,Operator,Classic,None,12.502830139652813,305
306,Winter Jacket,Jade Stone,None,None,Angry,Smoker's Pipe,Pink Beanie,Generalist,Brown,None,58.0857633836547,306
307,None,None,None,None,Ominous,Bored,Red Snapback Hat,Generalist,Built (Pink),None,24.995559755049406,307
308,White Shirt/Blue Coat,None,Silver Ear Piercing,Hard Thunder Glasses,Smug,Angry,Red Snapback Hat,Generalist,Brown,None,49.632025925350106,308
309,None,None,Covid Mask (Eucalyptus),None,Soulless,Smug,Black Snapback Hat,Generalist,Dark,None,29.656764064483372,309
310,None,None,Covid Mask (Cat Mouth),Black Aviator Sunglasses,Smug,Happy,Pink Beanie,Generalist,Brown,None,39.71623566419328,310
311,Black Tuxedo,ID Badge,Blush,Hard Thunder Glasses,Soulless,Thug Life Joint,None,Generalist,Rainbow,None,68.35120135504164,311
312,Pink Ball Gown,None,None,Black Aviator Sunglasses,Jaundice,Leaf,Red Snapback Hat,Black Ops,Dark,None,51.97413502419632,312
313,Black/White Tracksuit,None,Blush,Thug Life Glasses,Cheeky,Dragon Breath,Fireman Helmet,Operator,Frozen,None,63.57435785187371,313
314,Space Suit,None,None,None,None,None,Space Suit Helmet,Black Ops,Tatted (Classic),None,48.717843493366466,314
315,None,None,Gold Earrings,Hard Thunder Glasses,Angry,Thug Life Joint,Black Headphones,Generalist,Tatted (Brown),None,42.48221863137607,315
316,Black Hoodie,ID Badge,None,Hard Thunder Glasses,Happy,Leaf,Flower Blue,Generalist,Brown,None,65.7089313032329,316
317,White Puffer Jacket,None,Blush,None,Bullish,Smug,None,Generalist,Tatted (Brown),None,27.72813098329448,317
318,White Puffer Jacket,None,Blush,None,Bullish,Dragon Breath,Halo,Generalist,Shadow,None,39.916410369209444,318
319,White Dress,None,Silver Earrings,None,None,Dragon Breath,Cyclops,Operator,Tatted (Cream),None,55.99440218829563,319
320,Red Jersey,None,None,None,Cheeky,Cheeky,Fireman Helmet,Black Ops,Pink,None,42.71242355084421,320
321,Wackdonalds Uniform,Katana,None,None,Bullish,Smug,None,Generalist,Classic,None,44.45327041782668,321
322,None,None,None,Round Reading Glasses,Cheeky,Golden Grills,Black Headphones,Generalist,Freakazoid,None,34.057659168947914,322
323,Orange Jersey,None,Tear Tat,Thug Life Glasses,Jaundice,Cigarette,Black Headphones,Operator,Dark,None,64.57856716837036,323
324,Black/Yellow Tracksuit,None,Silver Ear Piercing,None,Smug,Leaf,Pink Snapback Hat,Generalist,Built (Brown),None,42.96277774420783,324
325,None,None,Gold Earrings,Hard Thunder Glasses,Happy,Diamond Grills,Pink Snapback Hat,Engineer,Pink,None,52.45792148038614,325
326,Wackdonalds Uniform,None,Tear Tat,None,Intoxicated,Bored,Top Hat,Engineer,Classic,None,48.18420725290245,326
327,Leopard Blazer,None,None,Hard Thunder Glasses,Soulless,Cigarette,None,Field Agent,Dark,None,36.539832148925825,327
328,Grey Puffer Jacket,Moon Necklace,Disposable Face Mask,None,Happy,Cheeky,None,Generalist,Dark,None,54.81950583012222,328
329,White Turtleneck,None,None,None,Intoxicated,Cigarette,None,Generalist,Built (Brown),None,15.976532039683022,329
330,None,Katana,Blush,Round Reading Glasses,Happy,Leaf,None,Engineer,Tatted (Brown),None,63.210070961050654,330
331,None,None,None,None,Ominous,Diamond Grills,Blue Snapback Hat,Generalist,Frozen,None,24.83539563262199,331
332,None,None,Diamond Stud Earrings,None,Smug,Dragon Breath,Black Snapback Hat,Black Ops,Built (Brown),None,40.85400180113284,332
333,Purple Hoodie,None,Covid Mask (Cat Mouth),None,Bullish,Cheeky,Black Snapback Hat,Generalist,Brown,None,41.698052659050596,333
334,Hippie Tie-Dye Shirt,ID Badge,None,Hard Thunder Glasses,Smug,Angry,Yellow Snapback Hat,Double Agent,Classic,None,75.37032251121792,334
335,None,ID Badge,Diamond Stud Earrings,Hard Thunder Glasses,Jaundice,Smoker's Pipe,Black Headphones,Field Agent,Tatted (Sandy),None,82.47292308865958,335
336,None,None,None,None,Jaundice,Cheeky,None,Double Agent,Cream,None,18.542316609710166,336
337,Black/White Tracksuit,None,Covid Mask (Eucalyptus),Thug Life Glasses,Smug,Bored,Flower Blue,Generalist,Built (Sandy),None,60.795390740800556,337
338,None,None,Blush,None,Bitcoins,Leaf,Halo,Double Agent,Built (Dark),None,37.40406701367283,338
339,None,None,None,Hard Thunder Glasses,Angry,Cheeky,None,Generalist,Dark,None,12.97008610272046,339
340,None,None,Anbu Mask,None,None,Golden Grills,None,Black Ops,Dark,None,28.835848220517857,340
341,None,None,None,Eye Patch,Intoxicated,Cigarette,Halo,Operator,Built (Classic),None,40.74714206538976,341
342,None,None,None,None,Jaundice,Thug Life Joint,None,Double Agent,Classic,None,15.842950185752471,342
343,Wackdonalds Uniform,None,Gold Ear Piercing,None,Cheeky,Smug,Flower Pink,Generalist,Classic,None,40.20684856397762,343
344,White Dress,Silver Chain,None,Black Aviator Sunglasses,Bitcoins,Dragon Breath,None,Generalist,Cream,None,61.04495079858553,344
345,Red Jersey,None,Silver Earrings,Hard Thunder Glasses,Jaundice,Diamond Grills,None,Field Agent,Brown,None,50.77308013253427,345
346,Wackdonalds Uniform,None,None,None,None,Happy,Cyclops,Engineer,Purple,None,44.764186892858156,346
347,None,None,Blood Splatter,Round Reading Glasses,Happy,Dragon Breath,None,Black Ops,Tatted (Classic),None,40.16667113284527,347
348,None,None,Gold Earrings,Black Aviator Sunglasses,Angry,Dragon Breath,Laurel,Generalist,Dark,None,39.833039389040344,348
349,None,Diamond Chain,None,Eye Patch,Smug,Bored,Flower Pink,Generalist,Tatted (Shadow),None,65.22864748818746,349
350,None,None,None,3D Glasses,Smug,Cigarette,Red Snapback Hat,Black Ops,Tatted (Cream),None,44.006907877611376,350
351,None,None,None,3D Glasses,Happy,Golden Grills,Cream Borsalino,Operator,Built (Cream),None,46.47919793863314,351
352,Pink Ball Gown,None,Anbu Mask,None,None,Cheeky,Black Snapback Hat,Generalist,Brown,None,43.6666011934571,352
353,None,Rifle,Blush,Black Aviator Sunglasses,Happy,Bubble Gum,Laurel,Generalist,Classic,None,66.05589856215845,353
354,Letterman Jacket,None,Blush,None,Bullish,Angry,None,Operator,Pink,None,37.8144054610598,354
355,None,Pink Heart Necklace,None,Eye Patch,Intoxicated,Dragon Breath,Fireman Helmet,Double Agent,Tatted (Sandy),None,69.26860612913653,355
356,Detective's Trenchcoat,None,None,None,Smug,Smug,Pink Snapback Hat,Double Agent,Classic,None,37.8111273980486,356
357,Navy Dress,None,None,Hard Thunder Glasses,Intoxicated,Smug,None,Field Agent,Tatted (Sandy),None,36.649929237852405,357
358,None,None,None,None,Intoxicated,Cheeky,None,Generalist,Shadow,None,4.100969808125263,358
359,None,None,Blush,Hard Thunder Glasses,Angry,Cigarette,None,Field Agent,Built (Brown),None,33.03313336468142,359
360,None,None,Silver Earrings,None,Cheeky,Bored,None,Black Ops,Built (Sandy),None,30.457538296427096,360
361,Teal Puffer Jacket,None,Disposable Face Mask,None,Intoxicated,Happy,Halo,Generalist,Brown,None,36.960439635355556,361
362,Overalls,Moon Necklace,Tear Tat,None,Cheeky,Dragon Breath,None,Engineer,Built (Pink),None,68.0477456442749,362
363,White Shirt/Blue Coat,None,Blush,None,None,Bored,Cyclops,Generalist,Zombie,None,45.73521672842018,363
364,None,None,Blood Splatter,None,Intoxicated,Cigarette,Pink Beanie,Operator,Built (Classic),None,37.270619325588555,364
365,Floral Kimono,Katana,Blush,Hard Thunder Glasses,Bitcoins,Bored,Pink Snapback Hat,Engineer,Tatted (Brown),None,90.59929434786174,365
366,None,None,Silver Earrings,Black Aviator Sunglasses,Angry,Cheeky,None,Field Agent,Tatted (Cream),None,40.85061093134887,366
367,Teal Puffer Jacket,None,None,None,Ominous,Dragon Breath,Golden Laurel,Operator,Built (Dark),None,45.017892577157994,367
368,Blue Dress,None,None,Black Aviator Sunglasses,Angry,Cheeky,Backward Black Snapback Hat,Generalist,Brown,None,41.85491301793395,368
369,Red Jumpsuit,None,Diamond Stud,Round Reading Glasses,Soulless,Angry,None,Generalist,Classic,None,41.8015328744059,369
370,White Tank,None,Silver Ear Piercing,3D Glasses,Angry,Smug,Flower Blue,Double Agent,Brown,None,64.5852170793053,370
371,None,None,Silver Ear Piercing,Red Sunglasses,Intoxicated,Dragon Breath,Blue Snapback Hat,Generalist,Classic,None,38.51181994666497,371
372,None,None,Covid Mask (Cat Mouth),None,Soulless,Bubble Gum,Cream Borsalino,Generalist,Tatted (Sandy),None,35.57583832638912,372
373,Pink Fur Coat,None,None,None,Lazer Eyes,Leaf,None,Operator,Brown,None,29.019356268096058,373
374,None,None,Diamond Stud Earrings,None,Intoxicated,Leaf,Flower Pink,Engineer,Brown,None,33.66721737817004,374
375,None,None,Blush,Hard Thunder Glasses,Angry,Angry,Red Devil Horns,Generalist,Classic,None,33.15333262677747,375
376,None,None,None,Black Aviator Sunglasses,Cheeky,Cheeky,None,Field Agent,Freakazoid,None,29.73334095441697,376
377,None,None,Tear Tat,None,Smug,Angry,Flower Blue,Operator,Brown,None,36.589987959501144,377
378,Ruby Dress,Gold Chain,Covid Mask (Cat Mouth),Black Sunglasses,Intoxicated,Leaf,None,Double Agent,Tatted (Classic),None,80.22106578283467,378
379,Blue Ball Gown,None,None,None,Bullish,Golden Grills,None,Generalist,Built (Classic),None,22.499575349076576,379
