,Antenna,Hats,Faces,Heads,Body,Backgrounds,Rarity score,Token Id
1607,Purple 2,Artic bobble brown hair,Fired up ,Pink,Quirkbot mk1 5 ,Pinkish,22.19118356092194,1607
1608,Blue 2,Long purple,1 eye,Purple,Explorer map,Pinkish,29.00337829032823,1608
1609,Pink 1,Artic bobble ,Woooaaah,Blueer ,Lab coat,Mist in the artic,28.160530006746697,1609
1610,Goo,Bubble brains,Goggles full,Another green,White suit,Simply pink,16.362747303289524,1610
1611,Pierced,Green goo,FinchOne skull,Blue,Yellow skull tracksuit,Misty pink,30.618514383998473,1611
1612,Fire,Beanie brown,Proud,Pinkish,Astroquirkie comms,Honey melon,15.940929821793087,1612
1613,White 27,Sailor,Infected,Blue,Red bandana adventurer ,Turquoise,11.93842600628435,1613
1614,Orange 1,Head band ,Just two eyes,Quirkiebot MK2,Pink hoodie,Honey melon,16.29234136106541,1614
1615,Gold ring,Squiddie green,Blergh ,Light purple,Squiddie tee,The blues,12.710685730090177,1615
1616,Diamond rings,Artic bobble ,Blergh ,Qurikie bot MK 3,Blue camo puffa,Pinkish,22.191506653543197,1616
1617,Red 2,Studs,Nearly focused,Yellow,Astroquirkie,Honey melon,12.078788330128566,1617
1618,Fire,Blue pink long,Ooze eyes,Light purple,Mountianeer parka,Pinkish,20.29514019070809,1618
1619,Bones,Sheriff,Warpaint 2,Pinkish,Casual jacket ,Turquoise,17.907533652637053,1619
1620,Diamond rings,Yellow cap ,Water falls,Qurikie bot MK 3,Pink back pack,Dust,28.371129699379328,1620
1621,Green beams,Pink beanie,Just two eyes,Quirk green,Purple komono,Simply pink,29.424774325957387,1621
1622,Overgrown,Blossom brain ,Chuffed,Quirk green,Hawian shirt,Pinkish,19.593103771306293,1622
1623,Orange 1,Squiddie pink,Chuffed,Qurikie bot MK 3,Leather jacket gold chain,Mist in the artic,21.13796036306089,1623
1624,Bones,Mad science,White eyes shock,Quirk green,Green camo puffa,Turquoise,19.031050376650928,1624
1625,Bubbles,Paper plane,White eyes shock,Quirk green,Green backpack,Turquoise,10.67397096258091,1625
1626,Overgrown,Bear hug,Smile,Light purple,Quirkbot mk3,Blurple,23.033961590792817,1626
1627,Bomb,Pencil,Pink vision,Qurikie bot MK 3,Pink back pack,Honey melon,25.70284064791643,1627
1628,Graff bubble,Pink bobble,Water falls,Pink,Cherry blossom komono,Pinkish,24.29802328816435,1628
1629,Heart,Halo,Water falls,Light purple,Wizard robe,Mist in the artic,27.949944379278012,1629
1630,Blue 2,Sheriff,Tongue out,Yellow,Astroquirkie comms,Misty pink,25.07032510884799,1630
1631,Doughnuts,Nurse,Cutie,Qurikie bot MK 3,Pink raincoat,The blues,12.640420257868609,1631
1632,Red 2,Antlers,2D,Peach,Blue camo tee with chain ,Dust,25.983481005963675,1632
1633,Orange 1,Archaeology hat,Just two eyes,Blue pink paint splats,Pyjamas,Turquoise,26.685798404348425,1633
1634,Double green,Blue dreds,4D,Yellow,6 arm quirkbot ,Neutral,28.441367059202832,1634
1635,Green beams,Donut head,Chuffed,Peach,trash tee,Simply pink,28.722555297579135,1635
1636,Double green,Aviator ,Pink sunglasses,Pink,Big purple hoodie and chain,Misty green,30.47778681764528,1636
1637,Rings and rings,Pink bobble,Hockey mask,Another green,Pink camo puffa,Honey melon,29.424619799366035,1637
1638,Pink 1,Pirate hat,Wait,Yellow,Green backpack,Pale peach,9.480652371065371,1638
1639,Pierced,Horns,Happy lashes,Light purple,Hawian shirt,Pale peach,6.812026134142986,1639
1640,Purple 2,Blue pink long,Woooaaah,Greeeen,Dungarees,Purple with stars,43.258948706251466,1640
1641,Heart,Purple cap,White eyes shock,Qurikie bot MK 3,Wizard robe,Honey melon,23.38523266746839,1641
1642,Rainbow ring,Squiddie pink,Just two eyes,Greeeen,Pink hoodie,Turquoise,24.08750789024003,1642
1643,Overgrown,Beanie brown,Zipped,Light purple,Astroquirkie comms,Misty turquoise,32.02293840950179,1643
1644,Pink 1,Blone surf hair,Skull mask,Pinkish,Tan backpack,Misty green,23.314658146741454,1644
1645,Goo,Artic bobble brown hair,White eyes shock,Greeeen,Pink skull tee,Simply pink,21.769913935588285,1645
1646,Fire,Donut head,Spooky relaxed,Peach,Reflective space hoodie,Pinkish,18.750213362782883,1646
1647,Pierced 2,Blue graffiti bubbles,Water falls,Yellow,Pink back pack,Pinkish,13.202375324613575,1647
1648,Lightning bolts,Snakes,Cutie,Pinkish,Blue camo tee with chain ,Pinkish,16.151712130807972,1648
1649,Graff bubble,Archaeology hat,Happy lashes,Light purple,Astroquirkie,Pale peach,8.70813977131996,1649
1650,Goo,Turtle fren,Pink vision,Qurikie bot MK 3,Wool demim ,Purple with stars,37.57060786955805,1650
1651,Planets purple,Purple cap,Pink bandana,Purple,Green camo puffa,Turquoise,33.989205084899226,1651
1652,Pierced,Graffiti can,Spooked,Qurikie bot MK 3,Bones tee,The blues,12.921285413757897,1652
1653,Graff bubble,Sideway cap blue green,Skull mask,Another green,Tan backpack,Misty pink,29.07319421324937,1653
1654,Pierced,Rabbit ears,1 eye,Green pink paint splat,Yellow backpack,Dust,29.424535510894177,1654
1655,Double green,Thunder,Quirkie tongue,Qurikie bot MK 3,Kung fu ,Pale peach,9.831516036634872,1655
1656,Pierced,Pencil,Dead plain,Light purple,Kung fu ,The blues,15.098502984078834,1656
1657,Lightning bolts,Archaeology hat,Chuffed,Another green,Purple puffa,Honey melon,6.531189120274942,1657
1658,Overgrown,Blue graffiti bubbles,Green vision,Yellow,Prison overalls,Mist in the artic,40.5901398899758,1658
1659,Orange 1,Blue graffiti bubbles,Toxic mask,Purple,Aviator jacket,Dust,31.67182186292558,1659
1660,Orange 1,Pizza,Skull mask,Yellow,Artic parka,Misty turquoise,21.629481370116558,1660
1661,Bomb,Pink beanie,Tongue out,Blueer ,Quirkbot mk1,Pinkish,23.876669390729546,1661
1662,Purple 2,Archaeology hat,Nearly focused,Quirkie bot MK 1,Artic parka,The blues,11.376597391541212,1662
1663,Heart,Watermelon helmet,Buttons,Diamond,Bones tee,ultra rare rainbow,66.0818751323583,1663
1664,Graff bubble,Pizza,Wait,Another green,Explorer map,Blurple,16.151950938465387,1664
1665,White 27,Halo,Buttons,Greeeen,Leather jacket gold chain,Pale peach,22.682831005557617,1665
1666,Bubbles,Wizard hat,Emo,Blue,Purple puffa,Honey melon,15.73052680330086,1666
1667,Blue 2,Aviator ,Buttons,Golden,Green camo puffa,Simply pink,30.969307817295157,1667
1668,Pierced 2,Squiddie green,Fired up ,Pinkish,Explorer map,Turquoise,17.41601263271869,1668
1669,White 27,Horns,Long lashes,Blue,Wizard robe,Turquoise,16.854001405491083,1669
1670,Red 2,Pink bucket hat,4D,Yellow,Yellow backpack,Dust,22.823319734240435,1670
1671,Bones,Pink bucket hat,Misery ,Pink,Quirkbot mk1 5 ,Turquoise,29.705428757353925,1671
1672,Rainbow ring,Archaeology hat,What ,Another green,Hawaiian shirt surfboard,Neutral,22.612509351805357,1672
1673,Pierced 2,Yellow curls,2D,Light purple,Lab coat,Misty turquoise,32.303887828527316,1673
1674,Red 2,Aviator ,Pink sunglasses,Shiny,Green backpack,Mist in the artic,40.730726990224234,1674
1675,Gold ring,Sheriff,Smile,Quirk green,Lab coat,Simply pink,10.885034241224064,1675
1676,Pierced,Green mohawk,Reptile,Blue,Dungarees,Turquoise,10.323402300231548,1676
1677,Green beams,Wings hat,Green vision,Orange,Explorer,Pinkish,25.70272827238213,1677
1678,Orange 1,Mad science,Goggles full,Pink,Blue camo puffa,Neutral,29.003111379237662,1678
1679,Gold ring,Blue graffiti bubbles,2D,Purple,Aviator jacket,Mist in the artic,40.028423651546525,1679
1680,Orange 1,Aviator ,Need coffee,Quirkiebot MK2,Jpeg hoodie,Misty pink,24.859697351370297,1680
1681,Pierced 2,Paper plane,2D,Orange,Aviator jacket,Honey melon,14.957929948214785,1681
1682,Purple 2,Blone surf hair,Ooze eyes,Orange,Reflective space hoodie,Turquoise,4.915968741640852,1682
1683,Overgrown,Pink beanie,Goggles ,Yellow,Green trash hoodie,Purple with stars,39.32623272192408,1683
1684,Pierced 2,Nurse,Misery ,Pinkish,Explorer,Turquoise,12.359822038015725,1684
1685,Pierced 2,Party hat,Eeerm,Peach,Hawian shirt,Pinkish,16.783581419930634,1685
1686,Graff bubble,Cap blue,Lashes heart tattoo,Orange,Pink raincoat,Purple with stars,42.62686868873827,1686
1687,Pierced,Blue mega mohawk,What ,Greeeen,Tan backpack,Misty green,33.35711101976212,1687
1688,Blue 2,Sideway cap blue green,Focused,Another green,Artic parka,Mist in the artic,21.13765130091327,1688
1689,Purple 2,Light bulb,Dandy tash blue,Qurikie bot MK 3,Yellow scarf jacket,The blues,14.325779685176284,1689
1690,Purple 2,Purple curls,Quirkie tongue,Blueer ,Mountianeer parka,Neutral,24.929962827489653,1690
1691,Feather,Blue mega mohawk,Dandy tash blue,Golden,Red scarf jacket,The blues,41.15230564769256,1691
1692,Planets purple,Halo,3 eyes happy,Another green,Fur coat,Blurple,22.61281842174855,1692
1693,Lightning,Bubble brains,Toxic mask,Pink,Quirkbot mk3,Pale peach,38.13240838827384,1693
1694,Purple 2,Blossom brain ,Pink mist falls,Green pink paint splat,Pink hoodie,Mist in the artic,45.85730944951445,1694
1695,Pink 1,Artic bobble ,3 eyes happy,Purple,Purple puffa,Purple,32.44423612189789,1695
1696,Pink 1,Purple cap,1 eye,Peach,Blue camo puffa,Purple,29.003265914793925,1696
1697,Overgrown,Bubble brains,Eeerm,Quirk green,Casual jacket ,Misty pink,32.514389184674414,1697
1698,Graff bubble,Pizza,What ,Blue,Yellow backpack,Pale peach,6.952332306079691,1698
1699,Doughnuts,Cap blue,Mk1,Golden,Pink camo puffa,Misty green,54.846075548408024,1699
1700,Double green,Sock monkey,VR world,Blue,Tan backpack,Turquoise,9.761377018364021,1700
1701,Bomb,Pencil,Anxious,Light purple,Blue camo tee with chain ,Dust,29.564883795299846,1701
1702,Gold ring,Pizza,Green bandana,Yellow,Astroquirkie,Misty turquoise,24.368204450086456,1702
1703,Overgrown,Pencil,3 eyes what,Orange,Cherry blossom komono,Honey melon,19.452516662482726,1703
1704,Double green,Beanie brown,Dandy tash,Quirkiebot MK1 2 gold edition,Space hoodie,Pale peach,30.40776017334962,1704
1705,Green beams,Pink goo,Tongue out,Another green,Trash hoodie skateboard,Dust,28.932972360966815,1705
1706,Blue 2,Pink surfer,What ,Quirk green,Orange puffa,Blurple,14.115376665514724,1706
1707,Pierced,Sailor,Goggles full,Blueer ,Green backpack,Pale peach,14.115278334096311,1707
1708,Orange 1,Lightning beanie,Sunglasses blue,Another green,Blue tee with chain,Misty turquoise,21.067624665582517,1708
1709,Purple 2,Sideway cap blue green,Spooked,Greeeen,Reflective space hoodie,Simply pink,18.39892822990828,1709
1710,Orange 1,Lightning beanie,Eeerm,Peach,Hawian shirt,Pale peach,11.79769842745824,1710
1711,Pink 1,Lightning beanie,Hmm,Pinkish,Arrows,Turquoise,4.28343917560678,1711
1712,Green beams,Antlers,Nearly focused,Blue,Aviator jacket,Pinkish,21.770124669045945,1712
1713,Rainbow ring,Artic bobble brown hair,Anxious,Quirkie bot MK 1,Dungarees,Turquoise,23.736405390508168,1713
1714,Purple 2,Blue surfer,Green vision,Greeeen,Yellow backpack,The blues,15.94128102993064,1714
1715,Fire,Nurse,Happy lashes,Quirk green,Yellow scarf jacket,Mist in the artic,27.80931514512279,1715
1716,Bones,Crew cut yellow,Smile,Peach,Yellow backpack,Neutral,26.545239378299744,1716
1717,Rainbow ring,Archaeology hat,Pink sunglasses,Yellow,I hate mondays shirt,Neutral,25.702419211014067,1717
1718,Lightning bolts,Blue bucket hat,Rainbow face,Yellow,Blue tee with chain,Simply pink,18.32867681817331,1718
1719,Purple 2,Aviator ,Wait,Blue pink paint splats,Arrows,Turquoise,22.823446178446687,1719
1720,Lightning bolts,Blone surf hair,Spooky relaxed,Greeeen,Hawian shirt,Simply pink,16.924435421914946,1720
1721,Pierced,Pink bucket hat,Anxious,Quirkiebot MK2,Purple puffa,Misty pink,31.039769928577037,1721
1722,Lightning bolts,Turtle fren,Amazed ,Green pink paint splat,Arrows,Honey melon,31.250369633292806,1722
1723,Bubbles,Squiddie pink,Blank face,Blue,Casual jacket ,Turquoise,7.092736775524057,1723
1724,Gold ring,Blue graffiti bubbles,Sunglasses blue,Quirkie bot MK 1,Aviator jacket,Honey melon,20.294957560683578,1724
1725,White 27,Rabbit ears,Chuffed,Quirkiebot MK1 2 gold edition,Wool demim ,Just Green,59.480898188307805,1725
1726,Bones,Artic bobble ,Focused,Quirk green,Wool demim ,Turquoise,11.517072099884638,1726
1727,Pink 1,Blue bmx helmet,Pink sunglasses,Yellow,Pink skull tee,Purple,22.68299958328088,1727
1728,Goo,Antlers,Tongue out,Another green,Big purple hoodie and chain,Blurple,11.09581653815581,1728
1729,Doughnuts,Artic bobble brown hair,Hmm,Peach,Hawian shirt,Honey melon,15.87081888941535,1729
1730,Rainbow ring,Purple curls,Warpaint 2,Yellow,Cherry blossom komono,Simply pink,26.826188822660885,1730
1731,Ufo green,Mad science,Warpaint 2,Blue,Blue tee with chain,Dust,30.40735277159824,1731
1732,Rainbow ring,Rabbit in a hat,Blank face,Quirkiebot MK2,Kung fu ,Misty pink,41.292724169438166,1732
1733,Doughnuts,Blue bucket hat,Need coffee,Pinkish,Squiddie tee,Honey melon,19.31183123861146,1733
1734,Bones,Squiddie green,Need coffee,Yellow,Fur coat,Pale peach,18.11838619899188,1734
1735,Double green,Party hat,Skull mask,Qurikie bot MK 3,Quirkbot mk1 5 ,Honey melon,11.306360019244789,1735
1736,Purple 2,Nurse,Just two eyes,Golden,Stoneage ,The blues,32.725185541313195,1736
1737,Bones,Head band ,1 eye,Light purple,Blue camo tee with chain ,Pinkish,17.275481730371652,1737
1738,Blue 2,Crew cut yellow,3 eyes happy,Qurikie bot MK 3,Yellow rain coat,Blurple,17.556360904261663,1738
1739,Goo,Pink clip,Eeerm,Light purple,Space hoodie,The blues,12.71074191084131,1739
1740,White 27,Artic bobble ,4 eyes cheerfull,Quirkiebot MK2,Purple puffa,Turquoise,16.502955100542383,1740
1741,Gold ring,Sock monkey,Goggles ,Yellow,Red scarf jacket,Purple,30.477927283750038,1741
1742,Double green,Pink surfer,Hockey mask,Quirkiebot MK2,Astroquirkie,Purple,35.18304347435872,1742
1743,Fire,Head band ,Water falls,Quirk green,Space hoodie,Pinkish,11.306233608949283,1743
1744,Bubbles,Light bulb,Just two eyes,Qurikie bot MK 3,Trash hoodie skateboard,Pale peach,13.413129518112166,1744
1745,Bomb,Sock monkey,Blergh ,Blueer ,Pink hoodie,Blurple,29.916126772440055,1745
1746,Purple 2,Aviator ,What ,Quirk green,Reflective space hoodie,The blues,2.1063480537796595,1746
1747,White 27,Rabbit in a hat,Fired up ,Yellow,Red bandana adventurer ,Misty turquoise,32.584626532025,1747
1748,Purple 2,Beanie brown,Beaming ,Light purple,Arrows,Purple with stars,30.407830410689563,1748
1749,Feather,Blue bucket hat,Rainbow face,Light purple,Space hoodie,Honey melon,16.151936886943698,1749
1750,Blue 2,Long blonde,Warpaint 3,Quirkiebot MK2,Punk rock,Dust,31.25055225435241,1750
1751,Double green,Pencil,Beaming ,Blue,Pink back pack,Turquoise,8.427007722269925,1751
1752,Red 2,Rabbit in a hat,Focused,Quirk green,Purple puffa,Turquoise,5.89887029120654,1752
1753,Bubbles,Sock monkey,VR world,Greeeen,Punk rock,Neutral,31.882435602402552,1753
1754,Double green,Halo,Tongue out,Green pink paint splat,Quirkbot mk2,Blurple,29.986462465630858,1754
1755,Blue 2,Blue surfer,Woooaaah,Orange,Dungarees,Misty turquoise,25.562042839545953,1755
1756,Gold ring,Squiddie pink,3 eyes happy,Qurikie bot MK 3,Pink raincoat,Misty green,27.458128357308848,1756
1757,Purple 2,Long brown,Vamp,Quirk green,Pink camo puffa,Pale peach,11.868244840074677,1757
1758,Ufo green,Artic bobble ,Goggles ,Light purple,Punk rock,The blues,19.873842466228847,1758
1759,Graff bubble,Turtle fren,Tongue out,Pinkish,Squiddie tee,Mist in the artic,34.199762633880596,1759
1760,Bones,Aviator ,Water falls,Quirk green,Yellow tracksuit,Misty green,28.230598797032293,1760
1761,White 27,Green mohawk,Sunglasses blue,Blueer ,Explorer,Pale peach,19.452362144856284,1761
1762,Ufo green,Pink beanie blonde hair ,White eyes happy,Blueer ,Yellow backpack,The blues,28.652121273749476,1762
1763,Pink 1,Pink goo,Goggles full,Quirkiebot MK2,Stoneage ,Misty turquoise,34.76159124394639,1763
1764,Gold ring,Beanie brown,Spooky relaxed,Greeeen,Pyjamas,Misty green,33.56779500476439,1764
1765,Pierced,Head band ,Just two eyes,Blueer ,Pink skull tee,Honey melon,18.680060278178757,1765
1766,Bomb,Blue mega mohawk,Emo,Qurikie bot MK 3,Blue puffa,Honey melon,26.475226798778245,1766
1767,Fire,Pirate hat,3 eyes what,Another green,Wizard robe,Dust,26.54530963668774,1767
1768,White 27,Purple cap,2D,Purple,Astroquirkie,Turquoise,29.565066416359446,1768
1769,Lightning bolts,Mad science,Amazed ,Yellow,Yellow scarf jacket,Pinkish,15.800623684546686,1769
1770,Lightning bolts,Ice cream,Warpaint 1,Light purple,Quirkbot mk2,Mist in the artic,31.39073196064503,1770
1771,Green beams,Blue bucket hat,Need coffee,Another green,Quirkbot mk1 5 ,Just Green,49.86009422373766,1771
1772,Blue 2,Cap blue,Green vision,Another green,UFO engineer overalls,ultra rare rainbow,44.803875542751804,1772
1773,,,Quirky bare bones,Quirky bare bones,Quirky bare bones,Pinkish,68.25891006836717,1773
1774,Bubbles,Lightning beanie,Zipped,Blue,Tuesday office shirt,Misty pink,31.180076086871487,1774
1775,Bubbles,Sheriff,Happy lashes,Quirkiebot MK2,Green backpack,Pinkish,17.48617975520225,1775
1776,Red 2,Blone surf hair,Spooked,Blueer ,Blue skull tee,Honey melon,16.502786506058637,1776
1777,Graff bubble,Mad science,3 eyes what,Quirkie bot MK 1,Yellow tracksuit,Misty turquoise,40.590294416567154,1777
1778,Pierced 2,Donut head,Tongue out,Peach,Quirkbot mk1 5 ,Turquoise,14.39622774064892,1778
1779,Planets purple,Wings hat,Water falls,Blueer ,Squiddie tee,Misty green,44.66344296948451,1779
1780,Orange 1,Pink beanie,Zipped,Quirkie bot MK 1,Blue skull tee,Purple with stars,36.4469365901092,1780
1781,Overgrown,Rabbit ears,Mk1,Greeeen,Yellow hoodie,Neutral,32.093035273207576,1781
1782,White 27,Pirate hat,Ooze eyes,Another green,Trash hoodie skateboard,Misty pink,31.390633628447066,1782
1783,Orange 1,Artic bobble brown hair,Zipped,Quirkie bot MK 1,Astroquirkie,Simply pink,19.10116132267092,1783
1784,Bubbles,Blone surf hair,What ,Blue,Pink hoodie,Pinkish,7.022471316944744,1784
1785,Pink 1,Aviator ,Toxic mask,Pinkish,Quirkbot mk2,Mist in the artic,23.174281771765333,1785
1786,Double green,Green mohawk,Vamp,Peach,Purple puffa,Purple,29.845973693292827,1786
1787,Orange 1,Squiddie green,What ,Quirkiebot MK1 2 gold edition,Trash hoodie skateboard,Blurple,30.548136557290658,1787
1788,Pierced 2,Party hat,Smile,Orange,Yellow hoodie,Pinkish,8.77803998349251,1788
1789,Feather,Artic bobble brown hair,Hmm,Blue pink paint splats,Purple puffa,Pale peach,25.983256267757763,1789
1790,Diamond rings,Turtle fren,Need coffee,Peach,Explorer map,Pinkish,28.792497652623382,1790
1791,Bubbles,Yellow curls,Zipped,Pink,Yellow scarf jacket,Mist in the artic,39.67748974395973,1791
1792,Bomb,Party hat,VR world,Another green,Artic parka,Misty pink,34.83187073767668,1792
1793,Red 2,Antlers,Smile,Yellow,Dungarees,Dust,16.713723341664874,1793
1794,Gold ring,Pink bobble,2D,Dr qurkensteins monsta,Space hoodie,Turquoise,27.87955249676094,1794
1795,White 27,Pencil,Just two eyes,Green pink paint splat,Yellow skull tracksuit,Pale peach,36.02569508418962,1795
1796,Lightning,Pink surfer,4 eyes cheerfull,Quirk green,Pirate garbs,ultra rare rainbow,57.86557947357797,1796
1797,Heart,Pink beanie blonde hair ,Dead plain,Orange,Explorer,Honey melon,20.154581177132325,1797
1798,Feather,Pink beanie blonde hair ,Spooked,Quirk green,Yellow hoodie,Simply pink,16.924337097512556,1798
1799,,,Quirky ape,Quirky ape,Quirky ape,Turquoise,65.44992153800331,1799
1800,Gold ring,Pink beanie,Spooky relaxed,Light purple,Yellow hoodie,Pinkish,8.00555549653494,1800
1801,Fire,Pink beanie,Skull mask,Blueer ,Red bandana adventurer ,Honey melon,23.31477050941306,1801
1802,Pink 1,Pink beanie,Cutie,Yellow,Red bandana adventurer ,Misty turquoise,19.663074216921,1802
1803,Purple 2,Artic bobble ,Zipped,Blue,Trash hoodie skateboard,Pinkish,9.129339142942966,1803
1804,Double green,Pencil,Amazed ,Greeeen,Blue tee with chain,Pinkish,17.135007010334867,1804
1805,Fire,Pink goo,Tongue out,Another green,Cherry blossom komono,Honey melon,17.204963396242533,1805
