,Head,Face,Body,Skin,Background,Rarity score,Token Id
2864,Flat Cap Blue,Eyepatch,Puffer Orange,Light Gray,Purple,41.70735587576273,2864
2865,Flat Cap Black,Squad,Bronze Medal,Normal,Tangerine,20.134438147678427,2865
2866,Camo Helmet,Winking,Puffer Green,Baby Pink,Tangerine,46.43652670630245,2866
2867,Viking Helmet,Beard,Turtleneck Grey,Light Gray,Yellow,52.3653055557615,2867
2868,Backwards Hat Red,Winking,Big P,Dark Gray,Tangerine,35.19598276613956,2868
2869,Bucket Hat Green,Normal,Puffer Green,Baby Pink,Mint,42.01578178061931,2869
2870,Fish Green,Eyepatch,Heart,Baby Pink,Pink,66.24465628619713,2870
2871,Egg,Handlebar Bear,Lei Purple,Normal,Pink,33.43150889617071,2871
2872,None,Blushing,Turtleneck Blue,Normal,Yellow,15.45639527349396,2872
2873,Bucket Hat Green,Normal,Scarf Pink,Red,Pink,58.25974587979809,2873
2874,Afro With Pick,Normal,Kimono Pink,Olive Green,Mint,43.52366724492063,2874
2875,Camo Helmet,Winking,Huddle Shirt,Baby Pink,Blue,37.64630363377212,2875
2876,Biker Helmet,Winking,Christmas Lights,Dark Gray,Mint,33.345433136146674,2876
2877,Cowboy Hat,Cute,Overalls,Normal,Blue,10.229955925267232,2877
2878,Headband,Winking,Kimono White,Normal,Tangerine,11.189662780230499,2878
2879,Backwards Hat Red,Winking,Lei Purple,Normal,Tangerine,10.607039597363816,2879
2880,Mohawk Green,Cute,Lei Purple,Maroon,Beige,50.24056057629933,2880
2881,Backwards Hat Blue,Monocle,Suit Blue,Normal,Yellow,26.800076264854255,2881
2882,Grizzly Bear Hat,Scar,Puffer Blue,Normal,Pink,31.597941501603554,2882
2883,Beanie Orange,Aviator,Surfboard Necklace,Mint,Red,66.53588400503882,2883
2884,Bucket Hat Tan,Circle Glasses,Bath Robe,Mint,Yellow,56.803285301019436,2884
2885,Flat Cap Tan,Winking,Hoodie Pink,Dark Gray,Yellow,38.46885304801902,2885
2886,Flower Crown,Blushing,Tank Top Blue,Cream,Beige,48.766936514120616,2886
2887,Bucket Hat Green,Blushing,Shirt Red,Dark Gray,Purple,29.01017011936562,2887
2888,Flat Cap Blue,Normal,Turtleneck Blue,Normal,Blue,2.587572789718265,2888
2889,Beanie Gray,Winking,Lei Purple,Red,Tangerine,50.49762329331141,2889
2890,Beanie Gray,Goggles,Bronze Medal,Normal,Yellow,28.56499745681449,2890
2891,Grizzly Bear Hat,Blushing,Biker Jacket,Normal,Beige,14.308364454850292,2891
2892,Bowl Cut,Circle Glasses,Christmas Sweater Red,Dark Gray,Yellow,46.196804854567034,2892
2893,Crown,Cute,Puffer Green,Cream,Blue,47.94461847608455,2893
2894,Hat Blue,Winking,Tank Top Blue,Normal,Tangerine,10.469957349903805,2894
2895,Macaroni,Scar,Lab Coat,Olive Green,Tangerine,55.7580599005888,2895
2896,Sombrero,Aviator,Kimono Orange,Mint,Mint,56.90615241991599,2896
2897,Macaroni,Goggles,Turtleneck Grey,Normal,Tangerine,24.161288758486997,2897
2898,Cowboy Hat,Star Glasses,Kimono Brown,Light Gray,Tangerine,46.8650179139667,2898
2899,Polar Bear Hat,Eyepatch,Heart,Dark Gray,Blue,39.59983221819339,2899
2900,Viking Helmet,Star Glasses,Lei Blue,Light Gray,Purple,46.81365665796892,2900
2901,Headband,Clout Goggles,Scarf Blue,Dark Gray,Tangerine,41.87870724431719,2901
2902,Fish Orange,Blushing,Bronze Medal,Baby Pink,Red,56.49491724126744,2902
2903,Top Hat,Normal,Tribal Necklace,Normal,Yellow,18.180971260935326,2903
2904,Macaroni,Normal,Scarf Green,Normal,Beige,11.652332487105788,2904
2905,Camo Helmet,Hero Mask Red,Kimono Blue,Normal,Red,34.4938823501722,2905
2906,Macaroni,Clout Goggles,Surfboard Necklace,Normal,Yellow,26.817216608469362,2906
2907,Flat Cap Black,Blushing,Poncho,Red,Purple,49.212529503299244,2907
2908,Pirate Hat,Winking,Shirt Blue,Cream,Purple,42.54698393324175,2908
2909,Hat Blue,Blushing,Bronze Medal,Normal,Blue,3.375909007849497,2909
2910,Hat Blue,Handlebar Bear,Turtleneck Grey,Olive Green,Yellow,60.161718470379256,2910
2911,Backwards Hat Blue,Squad,Shirt Blue,Light Gray,Tangerine,44.75739013833469,2911
2912,Camo Helmet,Blushing,Silver Medal,Red,Pink,59.44202461009529,2912
2913,Viking Helmet,Winking,Turtleneck Blue,Baby Pink,Pink,53.39342532300579,2913
2914,Egg Gold,Eyepatch,Shirt Red,Dark Gray,Beige,45.11727755716473,2914
2915,Bowl Cut,Squad,Turtleneck Blue,Normal,Blue,14.32540453718382,2915
2916,Durag Blue,Squad,Poncho,Normal,Blue,12.74897120361742,2916
2917,Viking Helmet,Aviator,Tank Top Yellow,Light Gray,Pink,55.08973886484267,2917
2918,Pirate Hat,Blushing,Tribal Necklace,Baby Pink,Beige,48.664161944446136,2918
2919,Hat Red,Normal,Bow Tie Blue,Light Gray,Yellow,42.58121063274954,2919
2920,Headband,Squad,Christmas Lights,Dark Gray,Blue,34.185007203198445,2920
2921,Bucket Hat Tan,Mustache,Kimono Ice,Normal,Blue,20.52855227022377,2921
2922,Backwards Hat Red,Circle Glasses,Kimono White,Normal,Red,22.08782019365252,2922
2923,Santa Hat,Eyepatch,Christmas Lights,Maroon,Yellow,59.54485316659059,2923
2924,Camo Helmet,Scar,Overalls,Baby Pink,Tangerine,58.13975962913162,2924
2925,Headband,Eyepatch,Hoodie Pink,Dark Gray,Mint,37.372150705288405,2925
2926,Camo Helmet,Blushing,Shark Tooth Necklace,Normal,Beige,13.280250475632737,2926
2927,Rice Hat,Star Glasses,Kimono Red,Dark Gray,Purple,46.43670023470387,2927
2928,Rice Hat,Squad,Scarf Blue,Red,Yellow,66.0732798550271,2928
2929,Pirate Hat,Winking,Bath Robe,Dark Gray,Tangerine,34.11646125736506,2929
2930,Viking Helmet,Villain Mask,Apron,Olive Green,Tangerine,60.315952630294966,2930
2931,Hat Blue,Normal,Kimono Red,Normal,Tangerine,12.697615727531893,2931
2932,Mohawk Purple,Blushing,Turtleneck Blue,Dark Gray,Yellow,37.749078204949285,2932
2933,Sombrero,Winking,Kimono Gold,Normal,Mint,9.356199501622266,2933
2934,Egg,Blushing,Scarf Blue,Normal,Yellow,18.23240193177989,2934
2935,Flat Cap Black,Squad,Turtleneck Blue,Normal,Mint,15.010960393406329,2935
2936,Hat Blue,Scar,Turtleneck Pink,Normal,Beige,22.293494663209902,2936
2937,Flat Cap Tan,Monocle,Kimono Red,Normal,Blue,11.463860061546507,2937
2938,Biker Helmet,Star Glasses,Hawaiian Shirt,Normal,Blue,18.575064177946725,2938
2939,Camo Helmet,Winking,Shirt Red,Cream,Blue,36.72106448581117,2939
2940,Santa Hat,Normal,Bow Tie Blue,Normal,Yellow,18.78069236552993,2940
2941,Backwards Hat Red,Clout Goggles,Kimono Blue,Cream,Tangerine,56.87186402273004,2941
2942,Beanie Gray,Aviator,Hoodie Black,Maroon,Yellow,59.03082606350397,2942
2943,Beanie Gray,Star Glasses,Scarf Pink,Normal,Purple,20.56282716461867,2943
2944,Macaroni,Football,Bath Robe,Baby Pink,Blue,49.70947989229563,2944
2945,Hat Red,Winking,Apron,Normal,Yellow,15.130761547131321,2945
2946,Crown,Monocle,Apron,Olive Green,Red,62.21788472813083,2946
2947,Polar Bear Hat,Normal,Bow Tie Black,Dark Gray,Yellow,42.769729332469055,2947
2948,Mohawk Purple,Hero Mask Red,Turtleneck Green,Dark Gray,Tangerine,47.738884236187666,2948
2949,Hat Blue,Scar,Lei Pink,Cream,Blue,49.40109833546277,2949
2950,Pirate Hat,Cucumbers,Bow Tie Pink,Olive Green,Purple,55.41539187330756,2950
2951,Crown,Cross Eyed,Bow Tie Black,Mint,Blue,54.250282409027484,2951
2952,Beanie Orange,Goggles,Puffer Orange,Normal,Blue,16.844383179870334,2952
2953,Cowboy Hat,Handlebar Bear,Tank Top Blue,Normal,Purple,20.562850305305226,2953
2954,Biker Helmet,Eyepatch,Hoodie Pink,Olive Green,Beige,56.73478177316626,2954
2955,Jester's Hat,Eyepatch,Shirt Blue,Cream,Red,60.84711236493718,2955
2956,Sideways Blue,Mustache,Lei Pink,Leopard Gray,Yellow,76.35419405901854,2956
2957,Hat Blue,Scar,Vote 4 Pudgy,Dark Gray,Yellow,49.332500331048855,2957
2958,Flat Cap Blue,Hero Mask Blue,Christmas Sweater Blue,Normal,Mint,22.122176078046067,2958
2959,Hat Blue,Cute,Kimono Orange,Olive Green,Yellow,56.15215280978625,2959
2960,Hat Blue,Football,Poncho,Leopard Pink,Yellow,71.81346288146678,2960
2961,Headband,Blushing,Bow Tie Blue,Olive Green,Beige,43.59217655388819,2961
2962,Flat Cap Tan,Blushing,Scarf Blue,Normal,Purple,8.054000075718925,2962
2963,Bowl Cut,Scar,Swordman,Cream,Yellow,66.82723704717661,2963
2964,Flat Cap Tan,Cucumbers,Kimono Orange,Baby Pink,Yellow,63.228879571671506,2964
2965,Afro With Pick,Winking,Bath Robe,Olive Green,Blue,35.778625231709555,2965
2966,Hat Blue,Blushing,Puffer Orange,Normal,Purple,9.202017399686012,2966
2967,Bucket Hat Tan,Cross Eyed,Gold Medal,Cream,Yellow,62.217929074651856,2967
2968,Bucket Hat Green,Clout Goggles,Turtleneck Green,Baby Pink,Blue,46.0768301664299,2968
2969,Wizard Hat,Circle Glasses,Biker Jacket,Normal,Red,24.31542458355819,2969
2970,Bucket Hat Green,Cute,Bath Robe,Dark Gray,Blue,29.90124233936042,2970
2971,Beanie Orange,Winking,Bow Tie Pink,Normal,Yellow,15.644848422060115,2971
2972,Headband,Winking,Kimono Brown,Baby Pink,Blue,35.09312528634062,2972
2973,Viking Helmet,Normal,Ice Coat,Olive Green,Tangerine,48.33853399949843,2973
2974,Hatched Gold,Scar,Lab Coat,Dark Gray,Beige,48.88702110233643,2974
2975,Santa Hat,Clout Goggles,Crop Top,Maroon,Red,63.72579911363202,2975
2976,Durag Blue,Villain Mask,Turtleneck Grey,Mint,Purple,61.481166209632356,2976
2977,Rice Hat,Squad,Bow Tie Blue,Mint,Tangerine,61.65250408050487,2977
2978,Camo Helmet,Football,Hoodie Black,Olive Green,Mint,52.793802549048195,2978
2979,Party Hat,Winking,Bow Tie Black,Red,Blue,43.917837278019014,2979
2980,Cowboy Hat,Clout Goggles,Bath Robe,Baby Pink,Blue,47.87594141712514,2980
2981,Beanie Gray,Beard,Shirt Blue,Dark Gray,Beige,42.52986094108431,2981
2982,Mohawk Green,Winking,Crop Top,Dark Gray,Blue,27.81072598133506,2982
2983,Viking Helmet,Cute,Scarf Pink,Dark Gray,Beige,41.15900952695161,2983
2984,Hat Blue,Blushing,Lei Pink,Olive Green,Beige,44.56888493118801,2984
2985,Beanie Gray,Blushing,Puffer Green,Mint,Mint,45.6141103304165,2985
2986,Santa Hat,Cross Eyed,Bow Tie Blue,Normal,Red,28.462226737910374,2986
2987,Durag Blue,Blushing,Turtleneck Grey,Normal,Yellow,15.9019554861943,2987
2988,Wizard Hat,Cute,Kimono Orange,Normal,Tangerine,20.0658382147237,2988
2989,Flat Cap Blue,Aviator,Turtleneck Grey,Normal,Pink,27.05710813513101,2989
2990,Hat Red,Blushing,Tank Top Blue,Light Gray,Mint,31.75175726493527,2990
2991,Grizzly Bear Hat,Scar,Vote 4 Pudgy,Olive Green,Pink,64.13702465318293,2991
2992,Backwards Hat Blue,Circle Glasses,Apron,Normal,Beige,15.473566470756733,2992
2993,Cowboy Hat,Squad,Kimono White,Baby Pink,Pink,63.82859489515171,2993
2994,Hat Red,Blushing,Shirt Blue,Dark Gray,Tangerine,32.197267346093206,2994
2995,Rice Hat,Goggles,Shirt Blue,Maroon,Purple,55.87805579425987,2995
2996,Flat Cap Tan,Blushing,Vote 4 Pudgy,Normal,Purple,8.636584694982197,2996
2997,Beanie Orange,Cute,Turtleneck Pink,Light Gray,Blue,34.64770775861228,2997
2998,Egg,Cute,Hoodie Black,Mint,Beige,58.41396461499373,2998
2999,Afro With Pick,Blushing,Hoodie Black,Normal,Tangerine,11.789410874779344,2999
3000,Flat Cap Tan,Blushing,Tank Top Yellow,Maroon,Blue,36.44696361650906,3000
3001,Sombrero,Handlebar Bear,Lei Purple,Dark Gray,Mint,41.57031412014641,3001
3002,Party Hat,Squad,Scarf Green,Cream,Yellow,58.84234592498358,3002
3003,Hat Red,Monocle,Bath Robe,Mint,Beige,55.65527376207371,3003
3004,Biker Helmet,Winking,Tank Top Yellow,Light Gray,Blue,31.289178180845,3004
3005,Flat Cap Blue,Blushing,Turtleneck Blue,Normal,Mint,4.815229240909293,3005
3006,Party Hat,Normal,Bow Tie Blue,Cream,Red,55.32961496798639,3006
3007,Flat Cap Blue,Blushing,Turtleneck Blue,Normal,Pink,16.450232424366146,3007
3008,Ninja Headband,Goggles,Ice Coat,Olive Green,Tangerine,61.70390197096417,3008
3009,Panda Hat,Cute,Christmas Lights,Normal,Beige,21.16244800853277,3009
3010,Camo Helmet,Normal,Christmas Lights,Dark Gray,Purple,34.09931127525339,3010
3011,Camo Helmet,Blushing,Suit Red,Maroon,Purple,44.089136582883825,3011
3012,Flat Cap Blue,Cucumbers,Crop Top,Light Gray,Pink,55.38106877170357,3012
3013,Mohawk Green,Beard,Scarf Blue,Baby Pink,Beige,55.809469359287625,3013
3014,Wizard Hat,Clout Goggles,Christmas Lights,Baby Pink,Yellow,63.21175080110449,3014
3015,Flat Cap Black,Scar,Lei Assorted,Cream,Blue,51.64580064950065,3015
3016,Flat Cap Blue,Winking,Turtleneck Grey,Baby Pink,Tangerine,43.86624850770061,3016
3017,Viking Helmet,Blushing,Scarf Pink,Normal,Blue,5.192310996486511,3017
3018,Macaroni,Circle Glasses,Huddle Shirt,Maroon,Beige,46.539405392837466,3018
3019,Beanie Gray,Blushing,Vote 4 Pudgy,Normal,Blue,3.4615644451530043,3019
3020,Cowboy Hat,Cross Eyed,Lab Coat,Normal,Blue,12.200563151417937,3020
3021,Egg Gold,Winking,Fish Lover,Red,Red,62.869075062965905,3021
3022,Macaroni,Clout Goggles,Kimono Red,Light Gray,Red,53.80460265745137,3022
3023,Mohawk Green,Mustache,Suit Red,Normal,Red,33.20869794068092,3023
3024,Crown,Scar,Shirt Blue,Olive Green,Blue,50.20645534661241,3024
3025,Headband,Squad,Suit Red,Dark Gray,Blue,35.093198554963145,3025
3026,None,Normal,Big P,Dark Gray,Blue,29.8669963595536,3026
3027,Bucket Hat Green,Clout Goggles,Christmas Lights,Normal,Beige,20.922670240233582,3027
3028,Flower Crown,Winking,Scarf Green,Light Gray,Purple,35.91577689221314,3028
3029,Hat Red,Scar,Crop Top,Normal,Tangerine,24.298328587966793,3029
3030,Egg,Normal,Turtleneck Pink,Normal,Blue,8.105330487986736,3030
3031,Mohawk Purple,Hero Mask Blue,Huddle Shirt,Light Gray,Mint,46.231070111366975,3031
3032,Hat Blue,Eyepatch,Kimono Brown,Mint,Mint,52.29677310941329,3032
3033,Fish Gold,Normal,Shirt Red,Normal,Blue,7.933952125571069,3033
3034,Backwards Hat Blue,Scar,Tank Top Yellow,Maroon,Purple,54.67858081039558,3034
3035,Durag Red,Normal,Tank Top Yellow,Baby Pink,Purple,46.40235399451708,3035
3036,Flower Crown,Winking,Bow Tie Blue,Dark Gray,Blue,29.93553459362801,3036
3037,Panda Hat,Blushing,Tank Top Yellow,Normal,Beige,14.205545536551023,3037
3038,Beanie Gray,Eyepatch,Shirt Blue,Dark Gray,Blue,33.259766130002575,3038
3039,Party Hat,Circle Glasses,Bath Robe,Normal,Blue,6.82003231051584,3039
3040,Jester's Hat,Football,Surfboard Necklace,Normal,Beige,25.069377919227158,3040
3041,Bucket Hat Green,Goggles,Kimono White,Dark Gray,Tangerine,47.13919976605459,3041
3042,Grizzly Bear Hat,Eyepatch,Kimono Brown,Normal,Blue,12.080690654906414,3042
3043,Durag Blue,Cute,Christmas Sweater Blue,Light Gray,Mint,40.04526517424826,3043
3044,Fish Orange,Beard,Kimono Blue,Light Gray,Pink,59.51058405150687,3044
3045,Jester's Hat,Circle Glasses,Hoodie Pink,Baby Pink,Purple,48.54421039579341,3045
3046,None,Hero Mask Blue,Bow Tie Black,Cream,Beige,60.52159432096976,3046
3047,Beanie Pink,Circle Glasses,Bow Tie Pink,Olive Green,Pink,58.242592042408006,3047
3048,Headband,Clout Goggles,Turtleneck Grey,Olive Green,Blue,45.28860385739343,3048
3049,Polar Bear Hat,Star Struck,Scarf Blue,Maroon,Tangerine,62.200811868417404,3049
3050,Pirate Hat,Cross Eyed,Turtleneck Green,Dark Gray,Mint,38.94860139512106,3050
3051,Hat Red,Beard,Turtleneck Pink,Dark Gray,Mint,40.18229729166855,3051
3052,Mohawk Purple,Villain Mask,Tank Top Blue,Olive Green,Blue,51.268770958514686,3052
3053,Camo Helmet,Mustache,Lab Coat,Normal,Mint,19.91172359969449,3053
3054,Macaroni,Mustache,Tank Top Yellow,Light Gray,Blue,42.101527839806224,3054
3055,Sideways Blue,Circle Glasses,Bronze Medal,Normal,Blue,9.561715865394556,3055
3056,Wizard Hat,Normal,Swordman,Normal,Beige,15.95335723734167,3056
3057,Durag Red,Squad,Shark Tooth Necklace,Dark Gray,Red,52.313996358945325,3057
3058,Ninja Headband,Beard,Big P,Light Gray,Purple,49.57241692423304,3058
3059,Flat Cap Tan,Blushing,Shirt Blue,Normal,Beige,9.373349485537155,3059
3060,Beanie Gray,Blushing,Huddle Shirt,Baby Pink,Mint,41.14185761419537,3060
3061,Flat Cap Black,Circle Glasses,Turtleneck Green,Olive Green,Pink,54.147295749752466,3061
3062,Flat Cap Black,Cute,Silver Medal,Dark Gray,Yellow,45.682723758949415,3062
3063,Backwards Hat Blue,Goggles,Vote 4 Pudgy,Light Gray,Purple,48.08166216084276,3063
3064,Flat Cap Black,Beard,Scarf Blue,Cream,Purple,53.32491408008776,3064
3065,Macaroni,Circle Glasses,Lab Coat,Normal,Tangerine,13.982815564448082,3065
3066,Mohawk Purple,Cute,Tribal Necklace,Normal,Tangerine,18.64358505064577,3066
3067,Flat Cap Blue,Cucumbers,Hoodie Pink,Baby Pink,Mint,52.19402167291195,3067
3068,Beanie Orange,Clout Goggles,Overalls,Light Gray,Pink,54.07879222129822,3068
3069,Top Hat,Blushing,Crop Top,Normal,Tangerine,12.971826498415368,3069
3070,Flat Cap Tan,Handlebar Bear,Kimono Red,Light Gray,Pink,55.56953541314308,3070
3071,Ninja Headband,Eyepatch,Kimono Blue,Maroon,Tangerine,57.48871968351409,3071
3072,Beanie Gray,Circle Glasses,Kimono Brown,Cream,Pink,54.50717931210195,3072
3073,Camo Helmet,Squad,Tank Top Yellow,Mint,Beige,57.96849888095789,3073
3074,Beanie Gray,Squad,Christmas Lights,Maroon,Yellow,58.139782764107984,3074
3075,Headband,Clout Goggles,Kimono Blue,Light Gray,Red,52.999266854540494,3075
3076,Grizzly Bear Hat,Cute,Turtleneck Blue,Olive Green,Pink,58.156894185321065,3076
3077,Viking Helmet,Squad,Silver Medal,Leopard Gray,Yellow,70.25417566992506,3077
3078,Party Hat,Circle Glasses,Kimono Red,Red,Tangerine,55.38114589530395,3078
3079,Egg,Circle Glasses,Turtleneck Blue,Normal,Purple,14.017022979148807,3079
3080,Backwards Hat Red,Clout Goggles,Scarf Pink,Normal,Purple,18.84931929054265,3080
3081,Rice Hat,Beard,Shirt Blue,Dark Gray,Beige,45.64849127772615,3081
3082,Flat Cap Blue,Mustache,Lab Coat,Olive Green,Red,62.25215577446019,3082
3083,Cowboy Hat,Clout Goggles,Bow Tie Pink,Maroon,Blue,47.293368370609436,3083
3084,Fish Green,Mustache,Shirt Red,Dark Gray,Yellow,53.06793812547317,3084
3085,Sombrero,Blushing,Overalls,Light Gray,Yellow,41.53596980399239,3085
3086,Wizard Hat,Squad,Fish Lover,Normal,Tangerine,23.28737037197531,3086
3087,Backwards Hat Blue,Clout Goggles,Turtleneck Blue,Maroon,Beige,54.969823950350936,3087
3088,Beanie Gray,Cute,Suit Red,Maroon,Mint,47.75603807357775,3088
3089,Bucket Hat Green,Squad,Christmas Lights,Mint,Yellow,62.08086032006521,3089
3090,Sombrero,Blushing,Surfboard Necklace,Dark Gray,Mint,30.38095790788041,3090
3091,Flat Cap Tan,Normal,Bow Tie Pink,Normal,Yellow,17.341323925261044,3091
3092,Bucket Hat Green,Clout Goggles,Bow Tie Pink,Light Gray,Purple,43.009622786469365,3092
3093,Fish Green,Scar,Puffer Green,Red,Tangerine,65.23372121149326,3093
3094,Beanie Orange,Clout Goggles,Tank Top Yellow,Red,Blue,53.153622484577625,3094
3095,Beanie Orange,Eyepatch,Kimono White,Dark Gray,Yellow,48.85271920776906,3095
3096,Flat Cap Blue,Winking,Bow Tie Black,Baby Pink,Yellow,48.64698496576843,3096
3097,Fish Blue,Handlebar Bear,Turtleneck Pink,Light Gray,Beige,50.94317000923141,3097
3098,Rice Hat,Squad,Christmas Sweater Red,Maroon,Mint,53.1364860001479,3098
3099,Bucket Hat Tan,Circle Glasses,Christmas Sweater Red,Normal,Mint,12.509179937636283,3099
3100,Mohawk Purple,Circle Glasses,Overalls,Red,Mint,49.7437104491856,3100
3101,None,Monocle,Surfboard Necklace,Light Gray,Blue,36.943854235165944,3101
3102,Macaroni,Scar,Kimono Brown,Normal,Mint,17.39278544734898,3102
3103,Panda Hat,Winking,Pudgy Man,Cream,Tangerine,50.87463563163755,3103
3104,Macaroni,Normal,Bath Robe,Normal,Tangerine,12.01221604644991,3104
3105,Egg,Cross Eyed,Fish Lover,Mint,Purple,61.05276948093314,3105
3106,Party Hat,Clout Goggles,Suit Red,Maroon,Pink,64.89097220443162,3106
3107,Sombrero,Winking,Puffer Blue,Olive Green,Mint,40.713518726393225,3107
3108,Beanie Pink,Circle Glasses,Tribal Necklace,Olive Green,Mint,47.58470598983036,3108
3109,Macaroni,Eyepatch,Kimono Brown,Olive Green,Blue,44.7060346658556,3109
3110,Grizzly Bear Hat,Squad,Bath Robe,Cream,Purple,51.67993865446371,3110
3111,Backwards Hat Red,Beard,Huddle Shirt,Baby Pink,Red,62.09799873784433,3111
3112,Mohawk Green,Blushing,Ice Coat,Dark Gray,Yellow,39.95952104360216,3112
3113,Flat Cap Blue,Normal,Turtleneck Green,Normal,Yellow,14.548201993188444,3113
3114,Headband,Beard,Turtleneck Green,Light Gray,Purple,41.84443427125023,3114
3115,Macaroni,Circle Glasses,Huddle Shirt,Dark Gray,Beige,36.292677394406375,3115
3116,Durag Red,Cross Eyed,Bronze Medal,Light Gray,Blue,39.13713359342413,3116
3117,Hatched,Winking,Turtleneck Pink,Normal,Pink,22.087866465709002,3117
3118,Hat Red,Cross Eyed,Huddle Shirt,Baby Pink,Mint,49.829329249022216,3118
3119,Flat Cap Tan,Handlebar Bear,Bronze Medal,Light Gray,Mint,43.52368845436153,3119
3120,Durag Blue,Normal,Lab Coat,Cream,Mint,42.255609679258754,3120
3121,Mohawk Purple,Monocle,Big P,Maroon,Pink,61.12132120878253,3121
3122,Hat Blue,Handlebar Bear,Apron,Olive Green,Purple,53.34204285366012,3122
3123,Fish Blue,Clout Goggles,Puffer Blue,Normal,Beige,24.915186179094878,3123
3124,Cowboy Hat,Cute,Shirt Blue,Dark Gray,Blue,30.80935849576501,3124
3125,Flat Cap Blue,Cross Eyed,Tribal Necklace,Olive Green,Blue,45.665641261039966,3125
3126,Hat Blue,Clout Goggles,Bow Tie Black,Light Gray,Purple,43.72927422696989,3126
3127,Viking Helmet,Monocle,Tank Top Blue,Red,Red,65.98759935120104,3127
3128,Durag Blue,Eyepatch,Hoodie Black,Olive Green,Beige,53.564809463229956,3128
3129,Durag Red,Cucumbers,Scarf Pink,Olive Green,Tangerine,57.98561030457526,3129
3130,Backwards Hat Red,Cute,Scarf Green,Normal,Mint,11.549521276658515,3130
3131,Hat Blue,Circle Glasses,Vote 4 Pudgy,Dark Gray,Blue,28.633238764426327,3131
3132,Hat Blue,Handlebar Bear,Turtleneck Blue,Olive Green,Red,61.70380556616314,3132
3133,Jester's Hat,Blushing,Lab Coat,Normal,Yellow,16.9129271971629,3133
3134,Bucket Hat Tan,Clout Goggles,Hoodie Pink,Olive Green,Tangerine,56.22073539008117,3134
3135,Party Hat,Eyepatch,Scarf Blue,Mint,Beige,58.4311319512679,3135
3136,Camo Helmet,Cucumbers,Vote 4 Pudgy,Dark Gray,Tangerine,45.57990291541524,3136
3137,Fish Blue,Handlebar Bear,Christmas Sweater Red,Normal,Blue,20.065855572793172,3137
3138,Durag Blue,Winking,Crop Top,Normal,Blue,5.243535352834213,3138
3139,Bucket Hat Green,Normal,Bow Tie Black,Normal,Pink,18.489416446691997,3139
