,Eyes,Mouth,Hat,Clothes,Skin,Background,Rarity score,Token Id
966,Cyclops,Buck Teeth,Headphones,Overalls,Cheeze,Bubble Gum,41.31540135955412,966
967,Tired Cat,WhaWha,Beanie,Overalls With King Frog,Pink,Sunset,44.06633788838086,967
968,Anxious,Sad Face,Beanie,Turtle Neck,Yellow,Bubble Gum,15.311739161313348,968
969,Doh,Woo,Sweat Band,Pimp Coat,Lava,Yellow Orange,53.20124939589784,969
970,Cave Duck,Fangs,Jimmy Hat,King Frog Backpack,Pizza,Sky,67.87252621728625,970
971,Triangle,Buck Teeth,Jimmy Hat,Overalls,Spectrum,Paint Splatter,53.89335064005557,971
972,Anxious,Caveduck,Gold Fish,Puffycoat,Pizza,Tie Dye,44.68926430422669,972
973,Cyclops,Tongue Out,Biker Hat,Buff Tee,Cheeze,Ash,49.70648101996594,973
974,Cave Duck,Wonky,Comb Over,Pimp Coat,Blue,Ash,31.972794081852573,974
975,3 Eyes,Bubble Gum,Hair,Zebra Tee,Yellow,Toxic,31.471171030321543,975
976,Standard,Wonky,Backward Cap,00_None,Butter Milk,Toxic,15.25980786385939,976
977,Dazy,Basic Smile,Halo,White Tee Ripped,Dark Green,Yellow Orange,44.30853803234268,977
978,Hippy,Wonky,Chonies,Zebra Tee,Butter Milk,Ash,21.69598749990822,978
979,Cave Duck,Thinkin,Pants,White Tee,Grey,Pink,30.900168988872466,979
980,Cave Duck,Cheeky,Pants,Hawaiian Shirt,Butter Milk,Candy,27.249731297955844,980
981,Dazy,Caveduck,Headphones,Pink Tank,Light Green,Deep Purple,31.15967667363594,981
982,Curious,Caveduck,Pants,Hawaiian Shirt,Light Green,Pink,20.502192263534376,982
983,Curious,Bubble Gum,Doo Rag,Zebra Tee,Dark Green,Candy,30.81356723381021,983
984,Super Happy,Caveduck,Chonies,Itchy Ass Sweater,Light Green,Toxic,24.58528406514193,984
985,Standard,Whistle,Pyramid Head,Sweater Weather,White Pebble,Deep Purple,34.79301789957747,985
986,Anxious,Wavey,Headphones,Puffycoat,Dark Green,Sky,42.024818803809964,986
987,Dazy,Basic Smile,Pyramid Head,00_None,Red,Ash,38.564568639317145,987
988,Anxious,Eff,Biker Hat,Flame Shirt,Dark Green,Grey,45.5196373539448,988
989,Mad lips,Tongue Out,Tie Head,Hawaiian Shirt,White Pebble,Tie Dye Night,46.67878115757429,989
990,Tripped,Eff,Backward Cap,Gold Chain White Tee,Butter Milk,Bubble Gum,29.68910599843256,990
991,Cave Duck,Eff,Bored Cap,Skull Shirt,Yellow,Sky,33.30510333934714,991
992,Curious,Basic Smile,Hair,Flame Shirt,Red,Blue,34.94863185738341,992
993,Cyclops,Brace Face,Backward Cap,Bubble Logo Tee,Lava,Deep Purple,50.84835014954584,993
994,Tripped,Eff,Party Hat,Turtle Neck,Mega Black,Boardwalk,67.83791285117498,994
995,Standard,Wonky,Halo,White Tee Ripped,Yellow,Tie Dye,25.64064659394757,995
996,Cave Duck,Wonky,Chonies,Zebra Tee,Cheeze,Green,44.273917742405786,996
997,Curious,Basic Smile,TP Roll,Watermelon Shirt,Pizza,Yellow Orange,47.440074533268515,997
998,Goggles,Whistle,Backward Cap,Trench,White Pebble,Pink,48.27058772043335,998
999,Standard,Basic Smile,Pyramid Head,Itchy Ass Sweater,Grey,Paint Splatter,31.453757942769823,999
1000,Black Eye,Buck Teeth,Gold Fish,Sweater Weather,Mega Black,Yellow Orange,48.443495385605424,1000
1001,Cyclops,Wonky,Beanie,Itchy Ass Sweater,Light Green,Grey,22.803224227370837,1001
1002,Anxious,Thinkin,Bucket Hat,Bubble Logo Tee,Spectrum,Paint Splatter,38.391626372306376,1002
1003,Shadorz,Brace Face,Headphones,Hawaiian Shirt,Light Green,Boardwalk,51.211722160845994,1003
1004,Mad lips,Woo,Pot Head,Hawaiian Shirt,Light Green,Ash,32.716871605854564,1004
1005,Tired Cat,Woo,Comb Over,Zebra Tee,Yellow,Sunset,21.938166876235282,1005
1006,Tired Cat,Whistle,Hair,Nerd,Light Green,Bubble Gum,28.651038910158654,1006
1007,Standard,Wonky,Hair,Sweater Weather,Mega Black,Blue,26.176953950738135,1007
1008,Twack,Bubble Gum,Comb Over,White Tee,Butter Milk,Ash,30.138929246412438,1008
1009,Standard,Sad Face,Bucket Hat,Pink Tank,Butter Milk,Grey,20.91739003399101,1009
1010,Super Happy,Wavey,Taco Hat,Nerd,Pink Donut,Green,64.72381192400131,1010
1011,Curious,Basic Smile,Pyramid Head,White Tee,Spectrum,Yellow Orange,38.84139079831309,1011
1012,Hippy,Basic Smile,Beanie,Zebra Tee,2 Toned,Tie Dye Night,27.63026725780598,1012
1013,Focus,Thinkin,Pot Head,ETH Tee,Disco,Tie Dye Night,60.53693019442077,1013
1014,Super Happy,Woo,Beanie,Wet Suit,Butter Milk,Sunset,21.176909832471694,1014
1015,Dead,Brace Face,Chonies,Puffycoat,Red,Blue,55.38123059806299,1015
1016,Super Happy,Tongue Out,Bucket Hat,White Tee,Butter Milk,Paint Splatter,15.311713205323821,1016
1017,3 Eyes,Woo,Bucket Hat,Itchy Ass Sweater,White Pebble,Bubble Gum,36.10783275519938,1017
1018,Standard,Basic Smile,Beanie,White Tee Ripped,Yellow,Deep Purple,6.79944610789888,1018
1019,Tired Cat,Tongue Out,Shark Dome,Watermelon Shirt,Yellow,Toxic,26.730584429915595,1019
1020,Tired Cat,Juicy Lips,Tie Head,Gold Chain White Tee,Light Green,Candy,35.5887672030169,1020
1021,Tired Cat,Basic Smile,Backward Cap,Cowboy Jacket,Pink,Bubble Gum,27.232340699678236,1021
1022,Goggles,Eff,Backward Cap,White Tee Ripped,Spectrum,Yellow Orange,41.696165697686986,1022
1023,Tired Cat,Thinkin,Headphones,Skull Shirt,Yellow,Ash,21.52295007591999,1023
1024,Dead,Woo,Pants,Wet Suit,Light Green,Ash,31.55759631293278,1024
1025,Cave Duck,Thinkin,Sweat Band,Pimp Coat,Light Green,Pink,19.896632221605394,1025
1026,Anxious,Sad Face,Beanie,Sweater Weather,Light Green,Ash,10.501958693900052,1026
1027,Cave Duck,Caveduck,TP Roll,Puffycoat,Pink,Yellow Orange,40.20824421516787,1027
1028,Buggy,Basic Smile,Gold Fish,Gold Chain White Tee,Disco,Paint Splatter,54.014456765821414,1028
1029,Hippy,Buck Teeth,TP Roll,White Tee,Red,Paint Splatter,26.78255032421354,1029
1030,Tired Cat,Thinkin,Pot Head,Pink Tank,2 Toned,Bubble Gum,35.64068984655331,1030
1031,Curious,Thinkin,Umbrella,ETH Tee,Light Green,Grey,41.28096273618613,1031
1032,Mini Dots,Caveduck,Comb Over,Overalls,White Pebble,Candy,35.22549380503598,1032
1033,Curious,Buck Teeth,Shark Dome,Itchy Ass Sweater,Cheeze,Bubble Gum,39.983287607442904,1033
1034,Hippy,Woo,Beanie,Pimp Coat,Butter Milk,Sky,16.124872131520597,1034
1035,Focus,Tongue Out,Beanie,Pancho,Cheeze,Tie Dye,46.21166420069145,1035
1036,Standard,Eff,Sombrero,Itchy Ass Sweater,Red,Pink,32.28419673943934,1036
1037,Hippy,Bubble Gum,Doo Rag,Hawaiian Shirt,Light Green,Yellow Orange,18.89309890676118,1037
1038,Triangle,Basic Smile,Backward Cap,Wet Suit,Dark Green,Pink,36.972879722325445,1038
1039,Hippy,Wonky,Doo Rag,Skull Shirt,Grey,Deep Purple,32.71680759398981,1039
1040,Tired Cat,Caveduck,Beanie,80s Breaker,White Pebble,Blue,27.439960346586084,1040
1041,Tired Cat,Wonky,Chonies,420 Tee,Cheeze,Candy,41.10782150975549,1041
1042,Cyclops,Bubble Gum,Pyramid Head,Pink Tank,Light Green,Paint Splatter,32.00749914783111,1042
1043,Hippy,Wonky,Shark Dome,Itchy Ass Sweater,2 Toned,Paint Splatter,38.737602601968874,1043
1044,Dead,Wonky,Gold Fish,Overalls,Yellow,Blue,35.20821220792919,1044
1045,Hippy,Buck Teeth,Pyramid Head,White Tee Ripped,Dark Green,Paint Splatter,29.014293271365162,1045
1046,Anxious,Bubble Gum,Pot Head,Turtle Neck,Butter Milk,Sunset,25.74440191892923,1046
1047,Dazy,Caveduck,Pyramid Head,Itchy Ass Sweater,Mega Black,Pink,42.63033559267216,1047
1048,Tired Cat,Eff,Backward Cap,White Tee,Yellow,Grey,15.726966344485499,1048
1049,Tired Cat,Buck Teeth,Biker Hat,White Tee,Butter Milk,Candy,13.979564854447576,1049
1050,Curious,WhaWha,Dickhead,Watermelon Shirt,Spectrum,Green,58.78947161365424,1050
1051,Shadorz,Buck Teeth,Hipster Hat,Sweater Weather,Pink,Blue,52.71689582737218,1051
1052,Tired Cat,Caveduck,Pyramid Head,Itchy Ass Sweater,Blue,Ash,32.49186482815294,1052
1053,Super Happy,Woo,Sweat Band,420 Tee,Yellow,Tie Dye Night,26.644086478832595,1053
1054,Tired Cat,Whistle,Gold Fish,Itchy Ass Sweater,Light Green,Pink,27.90712574527468,1054
1055,Cave Duck,Wonky,Doo Rag,Hawaiian Shirt,Pink,Bubble Gum,30.121621697542412,1055
1056,Anxious,Wonky,Pot Head,Bone Tee,Mega Black,Sky,42.04212981209544,1056
1057,Curious,Whistle,Hipster Hat,Overalls,Butter Milk,Pink,40.3639567878299,1057
1058,Tired Cat,Woo,Bucket Hat,00_None,Grey,Sky,34.723734071247385,1058
1059,Doh,Caveduck,Sombrero,White Tee,2 Toned,Pink,48.633831705698746,1059
1060,Cave Duck,Caveduck,Headphones,Itchy Ass Sweater,Mega Black,Paint Splatter,37.0074602178426,1060
1061,Shaun Shadez,Thinkin,Pants,Turtle Neck,Dark Green,Boardwalk,57.59574558287884,1061
1062,Curious,Buck Teeth,Pants,Pink Tank,Pink,Ash,34.49872383028823,1062
1063,Tired Cat,Tongue Out,Sweat Band,Itchy Ass Sweater,Disco,Deep Purple,34.49885013007314,1063
1064,Standard,Woo,Headphones,Turtle Neck,Light Green,Boardwalk,31.28087796098975,1064
1065,Tired Cat,Mega Phone,Beanie,Pancho,Cheeze,Green,47.180589333937064,1065
1066,Super Happy,Caveduck,Backward Cap,Purple Cape,Yellow,Tie Dye Night,21.57486580216233,1066
1067,Tired Cat,Brace Face,Backward Cap,Overalls,Dark Green,Candy,25.91734418440317,1067
1068,Super Happy,Eff,Sweat Band,Watermelon Shirt,Mega Black,Candy,33.616511181446576,1068
1069,Standard,Basic Smile,Headphones,White Tee Ripped,Red,Sky,23.87585277899798,1069
1070,Focus,Whistle,Comb Over,White Tee Ripped,Pink,Candy,46.35015573176965,1070
1071,Hippy,Bubble Gum,Doo Rag,Skull Shirt,Light Green,Grey,20.81358280356184,1071
1072,Tired Cat,Tongue Out,Tin Foil Hat,Sweater Weather,Lava,Grey,43.097450819847275,1072
1073,Hippy,Bubble Gum,Hair,00_None,White Pebble,Ash,20.086916637019634,1073
1074,Hippy,Wonky,Sweat Band,Gold Chain White Tee,Cheeze,Candy,32.26699818674542,1074
1075,Hippy,Basic Smile,Hair,Nipple Piercing,Blue,Deep Purple,30.969458008246768,1075
1076,Mini Dots,Tongue Out,Hipster Hat,Skull Shirt,Blue,Pink,52.232467861051234,1076
1077,Super Happy,Tongue Out,Bucket Hat,White Tee,Blue,Candy,22.31880837130923,1077
1078,Cave Duck,Bubble Gum,Chonies,Nerd,Light Green,Tie Dye,35.67530840370881,1078
1079,Cave Duck,Buck Teeth,Tie Head,Gold Chain White Tee,Yellow,Boardwalk,36.90372911491643,1079
1080,Zapped,Wavey,Backward Cap,Biker Jacket,Spectrum,Bubble Gum,49.72383701141014,1080
1081,Hippy,Buck Teeth,Backward Cap,Sweater Weather,Light Green,Pink,4.584944964971135,1081
1082,Tired Cat,Eff,Bucket Hat,Gold Chain White Tee,Yellow,Sunset,25.450317191148315,1082
1083,Anxious,Sly Smile,Sombrero,Overalls,Spectrum,Paint Splatter,41.76529035525382,1083
1084,Anxious,Buck Teeth,TP Roll,Puffycoat,Disco,Ash,36.45381763455314,1084
1085,Shaun Shadez,Sly Smile,Paper Hat,Overalls,Yellow,Tie Dye,42.63037365584735,1085
1086,Cave Duck,Brace Face,Hair,Sweater Weather,Grey,Sky,34.49877227324661,1086
1087,Mad lips,Woo,Pot Head,White Tee,Dark Green,Paint Splatter,46.83448162151381,1087
1088,Anxious,Bubble Gum,Gold Fish,Sweater Weather,Lava,Candy,31.626842078087662,1088
1089,Anxious,Bubble Gum,Spinner,Pancho,Lava,Candy,39.25669756609845,1089
1090,Tired Cat,Bubble Gum,Doo Doo Brain,Pink Tank,Blue,Yellow Orange,42.88986404660723,1090
1091,Focus,Sad Face,Halo,White Tee Ripped,Blue,Sunset,54.20477751470312,1091
1092,Tired Cat,Woo,Doo Rag,80s Breaker,Dark Green,Toxic,38.045542881170206,1092
1093,Cave Duck,Lip Bite,Beanie,Sweater Weather,Blue,Toxic,41.54040121996167,1093
1094,Anxious,Whistle,Pants,Sweater Weather,White Pebble,Bubble Gum,30.311880162730255,1094
1095,Super Happy,Fangs,Bored Cap,Biker Jacket,Dark Green,Pink,52.9764415780003,1095
1096,Mini Dots,Wavey,Headphones,Itchy Ass Sweater,Grey,Blue,58.35699224570661,1096
1097,Cave Duck,Buck Teeth,Backward Cap,Gold Chain White Tee,Pink,Bubble Gum,23.547068183966914,1097
1098,Dazy,Basic Smile,Doo Rag,420 Tee,White Pebble,Tie Dye Night,38.3396552819695,1098
1099,Cave Duck,Basic Smile,Sweat Band,Banana Shirt,Red,Yellow Orange,35.01787070178635,1099
1100,Tired Cat,Tongue Out,Sushi Master,Pink Tank,Red,Candy,30.12160093643919,1100
1101,Doh,Tongue Out,Kitty Ears,Hawaiian Shirt,Mega Black,Ash,45.70994426362787,1101
1102,Anxious,Woo,Hair,White Tee,Mega Black,Toxic,28.08005243723174,1102
1103,Super Happy,Basic Smile,Bucket Hat,Pancho,Spectrum,Pink,27.90703751135442,1103
1104,Curious,Buck Teeth,Hair,Overalls,2 Toned,Bubble Gum,29.810097934288628,1104
1105,Curious,Whistle,Pyramid Head,Pimp Coat,Butter Milk,Bubble Gum,36.52309107848952,1105
1106,Hippy,Woo,Spinner,Zebra Tee,Dark Green,Boardwalk,45.675387986708344,1106
1107,Cave Duck,Eff,TP Roll,Sweater Weather,Butter Milk,Bubble Gum,22.059183034915268,1107
1108,Doh,Basic Smile,Backward Cap,Hawaiian Shirt,Yellow,Ash,18.945061353938346,1108
1109,Tired Cat,Buck Teeth,Shark Dome,Gold Chain White Tee,White Pebble,Sky,30.7271782827454,1109
1110,Cyclops,Caveduck,Beanie,Gold Chain White Tee,Red,Sky,33.183915898876144,1110
1111,Tired Cat,Sad Face,TP Roll,Hawaiian Shirt,Pink Donut,Green,44.93140562237327,1111
1112,Standard,Wavey,Doo Rag,Sweater Weather,Yellow,Bubble Gum,19.688976237387994,1112
1113,Super Happy,Cheeky,Backward Cap,White Tee Ripped,Butter Milk,Grey,23.478026574270842,1113
1114,Super Happy,Bubble Gum,Paper Hat,Pimp Coat,Butter Milk,Sunset,25.605970941837175,1114
1115,Twack,Sad Face,Doo Rag,Skull Shirt,Grey,Bubble Gum,47.73416617680667,1115
1116,Shadorz,Big Smile,Chonies,80s Breaker,Mega Black,Yellow Orange,71.747870345567,1116
1117,Anxious,Basic Smile,Gold Fish,Zebra Tee,Light Green,Bubble Gum,14.844601444864125,1117
1118,Standard,Tongue Out,Umbrella,Pink Tank,Yellow,Sunset,27.59565562063401,1118
1119,Hippy,Woo,Backward Cap,Watermelon Shirt,Light Green,Sunset,15.692346056469644,1119
1120,Standard,Wonky,TP Roll,420 Tee,Light Green,Ash,22.128487628574867,1120
1121,Alien Punk,Sad Face,Backward Cap,Purple Cape,Yellow,Grey,38.218623555535764,1121
1122,Standard,Hard L,Shroom Boom,Sweater Weather,Grey,Green,51.67888928924233,1122
1123,3 Eyes,Woo,Comb Over,Hawaiian Shirt,Butter Milk,Ash,31.177051701470344,1123
1124,Hippy,Buck Teeth,Pyramid Head,Gold Chain White Tee,Grey,Toxic,37.093992771916916,1124
1125,Dazy,Basic Smile,Biker Hat,White Tee,Yellow,Grey,29.100881184539308,1125
1126,Curious,Thinkin,Pyramid Head,Zebra Tee,White Pebble,Ash,32.57846312072608,1126
1127,Black Eye,Mega Phone,Backward Cap,Hawaiian Shirt,Butter Milk,Tie Dye Night,40.36392737626701,1127
1128,Super Happy,Bubble Gum,Doo Rag,Pink Tank,Red,Sunset,32.301483522211434,1128
1129,Hippy,Cheeky,Chonies,Pancho,Light Green,Deep Purple,36.02133134431672,1129
1130,Shaun Shadez,Bubble Gum,Backward Cap,Pancho,Dark Green,Candy,35.10437729910274,1130
1131,Anxious,Whistle,Shark Dome,Pancho,Spectrum,Bubble Gum,45.55423514884446,1131
1132,Focus,Lolly pop,Hair,White Tee Ripped,Yellow,Tie Dye,39.2220565177478,1132
1133,Twack,Basic Smile,Gold Fish,Pancho,Mega Black,Deep Purple,49.42969346472974,1133
1134,Tired Cat,Sad Face,Beanie,White Tee,Pink,Toxic,29.291184634806918,1134
1135,Triangle,WhaWha,Comb Over,Zebra Tee,Dark Green,Yellow Orange,55.485004954824355,1135
1136,Alien Punk,Cheeky,Hair,Hawaiian Shirt,White Pebble,Sunset,48.18401018550556,1136
1137,Cave Duck,Sly Smile,Backward Cap,Sweater Weather,Blue,Ash,25.50213084042966,1137
1138,Cyclops,Thinkin,Chonies,Pimp Coat,Dark Green,Candy,40.00060899896945,1138
1139,Tripped,Sly Smile,Pants,Pancho,Yellow,Deep Purple,39.11831849406969,1139
1140,Standard,Whistle,TP Roll,00_None,Butter Milk,Ash,30.260095928469678,1140
1141,Hippy,Wonky,Beanie,Itchy Ass Sweater,Yellow,Sky,13.771867348407948,1141
1142,Standard,Buck Teeth,Doo Rag,Turtle Neck,Disco,Yellow Orange,37.26701981189566,1142
1143,Super Happy,Eff,Sweat Band,Turtle Neck,Light Green,Deep Purple,24.18735578153276,1143
1144,Super Happy,Wavey,Mohawk,Gold Chain White Tee,Spectrum,Grey,48.495457824329996,1144
1145,Cyclops,Wavey,Doo Rag,80s Breaker,Grey,Bubble Gum,49.36048230026092,1145
1146,Super Happy,Thinkin,Biker Hat,Pink Tank,Mega Black,Paint Splatter,39.04901044522094,1146
1147,Dead,Sly Smile,Beanie,Pimp Coat,Yellow,Toxic,32.19780432204332,1147
1148,Tired Cat,Wonky,Pot Head,Pink Tank,Dark Green,Deep Purple,33.73750138951596,1148
1149,Anxious,Woo,Party Hat,Pancho,Light Green,Yellow Orange,27.11126744565914,1149
1150,Anxious,Wonky,Kitty Ears,White Tee Ripped,Butter Milk,Tie Dye Night,22.422572349440028,1150
1151,Cave Duck,Buck Teeth,Beanie,Turtle Neck,Spectrum,Tie Dye,32.24963873434893,1151
1152,Anxious,Eff,Gold Fish,Itchy Ass Sweater,Dark Green,Green,36.43651527134841,1152
1153,Curious,Sad Face,Gold Fish,White Tee,Yellow,Pink,24.44683059877576,1153
1154,Doh,Tongue Out,Backward Cap,Overalls With King Frog,Zebra,Ash,44.5507520131979,1154
1155,Mad lips,Basic Smile,Sweat Band,Bone Tee,White Pebble,Candy,40.55429483916778,1155
1156,Tired Cat,Caveduck,Hair,Overalls With King Frog,Pink,Candy,27.526425426690736,1156
1157,Tired Cat,Thinkin,Spinner,Sweater Weather,Mega Black,Paint Splatter,38.9797750625387,1157
1158,Super Happy,Caveduck,Gold Fish,Hawaiian Shirt,Dark Green,Sunset,34.15275625608011,1158
1159,Super Happy,Caveduck,Party Hat,Sweater Weather,Mega Black,Yellow Orange,38.16663170524829,1159
1160,Zapped,Sad Face,Backward Cap,Sweater Weather,Mega Black,Tie Dye Night,42.04213154449263,1160
1161,Hippy,Sad Face,Biker Hat,Itchy Ass Sweater,White Pebble,Sky,29.204641701717822,1161
1162,Cave Duck,Wonky,Mohawk,Pancho,Grey,Grey,43.14940633628307,1162
1163,Hippy,Woo,Beanie,Hawaiian Shirt,White Pebble,Ash,17.26686583348293,1163
1164,Standard,Bubble Gum,Sweat Band,Watermelon Shirt,Spectrum,Blue,34.49887089232898,1164
1165,Super Happy,Thinkin,Gold Fish,Zebra Tee,Mega Black,Candy,31.22884112792777,1165
1166,Super Happy,Bored,Backward Cap,Watermelon Shirt,Red,Sky,35.329337368548416,1166
1167,Hippy,Brace Face,Beanie,Punk Vest,Grey,Toxic,43.94523349424377,1167
1168,Cave Duck,Thinkin,Backward Cap,Turtle Neck,Light Green,Green,18.07995382360513,1168
1169,Standard,Eff,Pyramid Head,Hawaiian Shirt,Light Green,Yellow Orange,24.325696789617908,1169
1170,Hippy,Thinkin,Pants,Itchy Ass Sweater,Blue,Paint Splatter,31.97280100375715,1170
1171,Cave Duck,Sad Face,Bucket Hat,Hawaiian Shirt,White Pebble,Deep Purple,25.72708052893952,1171
1172,Triangle,Brace Face,Bucket Hat,White Tee,Blue,Candy,45.79654255543258,1172
1173,Super Happy,Tongue Out,Hair,80s Breaker,Mega Black,Bubble Gum,28.70295809658486,1173
1174,Dazy,WhaWha,Doo Rag,White Tee Ripped,2 Toned,Sunset,51.69610687256332,1174
1175,Doh,Caveduck,King Frogs Crown,Itchy Ass Sweater,Dark Green,Grey,52.440066747240074,1175
1176,Cyclops,Basic Smile,Hair,Zebra Tee,Dark Green,Pink,28.33956531918677,1176
1177,Curious,Sly Smile,Beanie,Overalls,Blue,Yellow Orange,37.87256255098425,1177
1178,Super Happy,Buck Teeth,Hair,Hawaiian Shirt,Zebra,Grey,31.315384060248448,1178
1179,Cave Duck,Tongue Out,TP Roll,Skull Shirt,Yellow,Bubble Gum,20.13868356843982,1179
1180,Standard,Sad Face,Paper Hat,White Tee,Butter Milk,Boardwalk,28.599156056431497,1180
1181,Anxious,Tongue Out,Shark Dome,Sweater Weather,2 Toned,Grey,37.111267442892846,1181
1182,Super Happy,Sly Smile,Hair,Pimp Coat,Blue,Toxic,33.33963712199784,1182
1183,Cave Duck,Tongue Out,Tin Foil Hat,Turtle Neck,Butter Milk,Bubble Gum,27.02467953017974,1183
1184,Hippy,Juicy Lips,Chonies,Watermelon Shirt,Light Green,Ash,35.017919145513154,1184
1185,Tired Cat,Wonky,Bucket Hat,Sweater Weather,Red,Ash,22.83776838711527,1185
1186,Focus,Sad Face,Hipster Hat,White Tee,Mega Black,Green,55.36391785968557,1186
1187,Cave Duck,Caveduck,Paper Hat,420 Tee,Light Green,Sky,27.69950783076402,1187
1188,Buggy,Sly Smile,Comb Over,Hawaiian Shirt,Pink,Bubble Gum,45.952170354358216,1188
1189,Cave Duck,Basic Smile,Beanie,Zebra Tee,Yellow,Ash,11.263139612465881,1189
1190,Focus,Caveduck,Hair,Banana Shirt,Yellow,Deep Purple,32.04209001890516,1190
1191,Doh,Sly Smile,Paper Hat,Sweater Weather,Blue,Paint Splatter,48.824147265073066,1191
1192,Anxious,Eff,Hair,Itchy Ass Sweater,Light Green,Sky,15.57128145521548,1192
1193,Anxious,Basic Smile,Doo Doo Brain,Overalls,Yellow,Bubble Gum,20.813565501874074,1193
1194,Anxious,Eff,Backward Cap,Sweater Weather,Butter Milk,Deep Purple,12.664601213224525,1194
1195,Anxious,Basic Smile,Beanie,Pimp Coat,White Pebble,Grey,20.55409241587563,1195
1196,Cave Duck,Woo,Beanie,White Tee Ripped,Butter Milk,Grey,15.796189613450522,1196
1197,Dazy,Buck Teeth,Beanie,Watermelon Shirt,Light Green,Ash,20.25989523365578,1197
1198,Super Happy,Tongue Out,Doo Rag,White Tee Ripped,Pink,Pink,25.588663394888194,1198
1199,Dazy,Basic Smile,Kitty Ears,Zebra Tee,White Pebble,Candy,32.09396941283265,1199
1200,Tired Cat,Sad Face,Backward Cap,Nipple Piercing,Blue,Deep Purple,34.04895940428151,1200
1201,Cave Duck,Caveduck,Sombrero,Pimp Coat,Dark Green,Yellow Orange,40.83111526730338,1201
1202,Curious,Caveduck,Flower,White Tee Ripped,Yellow,Paint Splatter,30.173575485807312,1202
1203,Doh,WhaWha,Party Hat,Overalls,Grey,Tie Dye,61.62691473941315,1203
1204,Tired Cat,Whistle,TP Roll,White Tee,Butter Milk,Blue,32.07672588159051,1204
1205,Hippy,Buck Teeth,Doo Rag,Zebra Tee,Butter Milk,Pink,14.498613105710707,1205
1206,Curious,Thinkin,Doo Rag,Turtle Neck,Lava,Sunset,47.44003647201436,1206
1207,Tired Cat,Tongue Out,Paper Hat,Pancho,Butter Milk,Ash,19.68893990929945,1207
1208,Cave Duck,WhaWha,Tin Foil Hat,Zebra Tee,Spectrum,Pink,48.32244116336603,1208
1209,Tired Cat,Fangs,Pot Head,Puffycoat,Grey,Grey,50.225513701938496,1209
1210,Super Happy,Dog Tongue,Bored Cap,Biker Jacket,Butter Milk,Grey,46.48857459706554,1210
1211,Hippy,Woo,Backward Cap,Biker Jacket,Dark Green,Deep Purple,28.010822247898975,1211
1212,Cave Duck,Wonky,Paper Hat,Sweater Weather,Light Green,Bubble Gum,17.94146575347922,1212
1213,Standard,Wonky,Spinner,Gold Chain White Tee,Yellow,Sunset,28.322370230134595,1213
1214,Tripped,Caveduck,Mohawk,Zebra Tee,Pink,Toxic,54.308565712199965,1214
1215,Curious,Wonky,Shark Dome,Hawaiian Shirt,Spectrum,Sunset,44.27389006055062,1215
1216,Goggles,Basic Smile,Pot Head,Puffycoat,Light Green,Sky,34.34318772854039,1216
1217,Hippy,Bubble Gum,Backward Cap,Zebra Tee,White Pebble,Bubble Gum,15.104124702376055,1217
1218,Super Happy,Woo,Party Hat,Skull Shirt,Red,Candy,30.000501732577916,1218
