,Back,Body,Arms,Chest,Face,Hat,Element,Water,Grass,Air,Fire,Stage,Rarity score,Token Id
285,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,302
286,cloud,blank,cloud,spikes,cheerful,ears,fire,22.0,26.0,25.0,26.0,final_form,91.91961393245451,303
287,puff,blobs,wingwing,toto,doubleface,tuft,air,0.0,0.0,100.0,0.0,final_form,93.16617966868422,304
288,horse,scales,sun,rainbow,grin,antlers,air,10.0,18.0,57.0,16.0,final_form,94.57875398108199,306
289,horse,scales,claw,bowtie,clyde,flower,grass,17.0,47.0,20.0,16.0,final_form,92.85887863936307,307
290,fox,blobs,claw,hairy,threeeyes,hornbull,fire,0.0,20.0,5.0,76.0,final_form,93.55512241948766,308
291,piggy,blobs,nub,flowerrainbow,derpy,antennadouble,grass,25.0,32.0,19.0,24.0,final_form,91.66367540174464,309
292,fin,zigzag,paw,ruffles,trunk,streak,water,42.0,26.0,17.0,15.0,final_form,92.56153453602487,310
293,cat,wave,handhand,porthole,OmO,clyde,water,51.0,13.0,23.0,13.0,final_form,93.92542093921008,311
294,dragonfly,zigzag,cloud,paperheart,hearts,farmer,air,17.0,17.0,36.0,30.0,final_form,94.1627260163561,312
295,rattle,splotch,penguin,toto,hmpf,watercrown,water,73.0,0.0,0.0,27.0,final_form,94.21560512312287,313
296,bug,zigzag,ducky,symbolwater,trunk,antennasingle,water,30.0,24.0,24.0,22.0,final_form,94.41004469345559,314
297,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,315
298,tailfin,blank,tentacle,rainbow fish,OmO,waterhorn,water,46.0,27.0,11.0,16.0,final_form,95.6195261522049,316
299,dragonfly,wave,handhand,round,trunk,clyde,air,12.0,11.0,69.0,8.0,final_form,92.01541669078247,317
300,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,318
301,dragonfly,blank,pinscer,spikes,tired,flower,grass,19.0,29.0,24.0,28.0,final_form,92.29558314295501,319
302,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,320
303,squirrel,zigzag,flower,vinebelt,facepaint,miner,grass,31.0,38.0,14.0,17.0,final_form,93.66234019918407,321
304,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,322
305,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,323
306,jolt,spots,paw,diamonds,derpy,spikes,fire,24.0,24.0,18.0,34.0,final_form,92.92607928028967,324
307,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,325
308,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,326
309,bug,blobs,ducky,tube,cuteangry,froggeh,water,31.0,30.0,24.0,15.0,final_form,94.99048478375565,327
310,fossil,stripes,handhand,symbolfire,stunned,burning head,fire,14.0,23.0,28.0,35.0,final_form,93.51510321571827,328
311,fossil,scales,spatula,firebelt,stunned,mohawk,fire,0.0,17.0,14.0,69.0,final_form,94.1269559381038,329
312,cloud,stripes,wingwing,joey,faceface,ears,air,11.0,31.0,38.0,20.0,final_form,93.55085145278959,330
313,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,331
314,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,332
315,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,333
316,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,335
317,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,336
318,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,337
319,jolt,blobs,spatula,hairy,angry,ears,fire,7.0,34.0,20.0,39.0,final_form,94.14414554235975,338
320,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,339
321,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,340
322,puff,spots,airhorn,hairy,hearts,puff,air,21.0,26.0,39.0,14.0,final_form,93.8353233301112,341
323,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,342
324,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,343
325,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,344
326,rattle,spots,tentaclesout,joey,tired,waterbump,water,60.0,5.0,19.0,17.0,final_form,95.38078357174832,346
327,fin,wave,handhand,symbolwater,cutelashes,tako,water,40.0,21.0,21.0,18.0,final_form,94.40148313308903,347
328,fox,spots,wingwing,toto,OmO,tuft,air,16.0,25.0,42.0,16.0,final_form,93.9325407914231,348
329,horse,spots,pickaxe,symbolgrass,cutelashes,miner,grass,24.0,28.0,26.0,22.0,final_form,92.78165635455477,349
330,fin,zigzag,penguin,tube,glossy,finbumps,water,32.0,21.0,28.0,19.0,final_form,94.83608345470766,350
331,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,351
332,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,352
333,piggy,wave,paw,spikes,toad,bumps,grass,12.0,39.0,25.0,24.0,final_form,91.16046563934688,353
334,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,354
335,batwing,zigzag,handhand,spikes,trunk,mage,fire,23.0,31.0,14.0,32.0,final_form,93.01186954511395,355
336,bug,blank,fishingpole,rainbow fish,happy,waterbump,water,35.0,25.0,21.0,19.0,final_form,94.74744725593412,356
337,bug,wave,nub,bowtie,froggeh,grasscrown,grass,11.0,66.0,12.0,11.0,final_form,92.46146597641759,357
338,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,358
339,cat,spots,paw,starfish,stunned,watercrown,water,36.0,23.0,22.0,18.0,final_form,94.00976182104728,359
340,fox,zigzag,spatula,face,ditto,minime,fire,0.0,0.0,0.0,100.0,final_form,93.09897430448977,360
341,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,361
342,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,362
343,monke,spots,flower,grasscollarpink,trunk,clyde,grass,16.0,38.0,22.0,24.0,final_form,92.63012316925497,363
344,dragonfly,blobs,cactus,bowtie,angry,flower,grass,23.0,32.0,23.0,22.0,final_form,92.77592670766407,364
345,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,365
346,monke,stripes,spatula,goldnecklace,ditto,mohawk,fire,2.0,24.0,8.0,66.0,final_form,94.68452466505808,366
347,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,367
348,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,368
349,puff,blank,paw,cloudbelt,hmpf,hive,air,24.0,17.0,47.0,13.0,final_form,93.30923261171954,369
350,rattle,wave,pickaxe,vinebelt,stunned,minime,grass,0.0,67.0,0.0,33.0,final_form,92.79309365806331,370
351,piggy,zigzag,paw,fireplace,piggy,fossil,fire,13.0,32.0,13.0,43.0,final_form,93.20058566724916,371
352,dragonfly,splotch,crab,grasscollarpink,grin,miner,grass,28.0,45.0,15.0,12.0,final_form,93.12337614820683,372
353,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,373
354,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,374
355,cat,blobs,penguin,symbolair,uwu,tuft,air,22.0,12.0,59.0,7.0,final_form,94.3743116573171,375
356,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,376
357,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,377
358,fire,blank,firehands,firespark,tired,hornbull,fire,23.0,23.0,22.0,31.0,final_form,94.39859868231575,378
359,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,379
360,squirrel,spots,wingwing,joey,hmpf,cat,air,17.0,4.0,62.0,17.0,final_form,94.24993880582537,381
361,fossil,scales,spatula,diamonds,cutehappy,chef,fire,0.0,6.0,17.0,78.0,final_form,93.89393606884715,382
362,fossil,spots,pickaxe,spikes,clyde,fin,grass,16.0,54.0,17.0,14.0,final_form,93.09477624501604,385
363,fossil,zigzag,paw,hairy,OwO,mage,fire,21.0,24.0,26.0,29.0,final_form,91.88958966081383,386
364,tail,wave,tentacle,tube,cutelashes,antennasingle,water,39.0,34.0,14.0,13.0,final_form,95.38078512130245,387
365,rattle,wave,ducky,waterbelt,cutelashes,swoop,water,57.0,15.0,27.0,1.0,final_form,96.04985735176464,388
366,jolt,stripes,club,face,threeeyes,bear,fire,6.0,34.0,11.0,49.0,final_form,95.44510256628233,389
367,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,390
368,tadpole,scales,tentaclesout,porthole,trunk,ducko,water,34.0,29.0,16.0,21.0,final_form,95.5752054334019,391
369,butterfly,scales,wingwing,round,facepaint,halo,air,14.0,27.0,35.0,23.0,final_form,93.36211931871435,392
370,monke,scales,spatula,fireplace,derpy,bear,fire,26.0,24.0,22.0,28.0,final_form,93.83532185444753,393
371,batwing,wave,paw,aircrystals,tired,aircrown,air,23.0,25.0,28.0,24.0,final_form,92.25558290221466,394
372,fin,zigzag,nub,round,ditto,swoop,water,61.0,6.0,12.0,21.0,final_form,92.77026723297868,397
373,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,398
374,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,399
375,cat,spots,nub,cloud,ditto,hive,air,21.0,18.0,45.0,16.0,final_form,93.40931164982601,400
376,butterfly,splotch,airhorn,cloudbelt,faceface,unicorn,air,24.0,25.0,35.0,17.0,final_form,94.52011770454511,401
377,bug,splotch,pinscer,flowerrainbow,OmO,antennasingle,grass,14.0,65.0,5.0,17.0,final_form,93.81389500423187,402
378,monke,zigzag,flower,bowtie,glossy,snake,grass,18.0,50.0,16.0,16.0,final_form,93.25488803673109,403
379,fossil,blobs,torch,diamonds,hmpf,burning head,fire,17.0,21.0,30.0,32.0,final_form,93.97544894756228,404
380,dragonfly,zigzag,claw,spikes,hearts,fin,grass,19.0,32.0,21.0,28.0,final_form,91.91386989730671,405
381,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,406
382,bug,scales,mushroom,round,cuteangry,ears,grass,6.0,49.0,24.0,21.0,final_form,92.01541381382228,407
383,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,408
384,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,409
385,squirrel,blobs,nub,round,hearts,puff,air,19.0,25.0,32.0,24.0,final_form,91.25482491734243,410
386,fox,blank,spatula,diamonds,OwO,chef,fire,1.0,10.0,9.0,80.0,final_form,95.08055760058456,411
387,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,412
388,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,413
389,horse,stripes,cloud,symbolair,uwu,flyinghat,air,12.0,16.0,61.0,11.0,final_form,94.12126333261185,414
390,horse,zigzag,paw,hairy,froggeh,aircrown,air,0.0,50.0,50.0,0.0,final_form,92.24842718882398,415
391,fox,wave,torch,spikes,glossy,fossil,fire,27.0,22.0,24.0,28.0,final_form,93.21201537184062,416
392,batwing,zigzag,wing,ruffles,hmpf,flyinghat,air,15.0,32.0,41.0,11.0,final_form,93.7781532598662,417
393,fin,blank,fishingpole,joey,grin,clyde,water,47.0,11.0,28.0,14.0,final_form,94.69027334874906,418
394,fin,splotch,sun,joey,hearts,smoke,air,14.0,22.0,33.0,31.0,final_form,94.32140997106079,419
395,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,420
396,cloud,spots,torch,firebelt,cheerful,minime,fire,15.0,26.0,24.0,35.0,final_form,93.87392045257828,421
397,squirrel,zigzag,paw,round,ditto,mushroom,grass,0.0,67.0,33.0,0.0,final_form,90.47993389164431,422
398,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,423
399,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,424
400,fossil,zigzag,firehands,goldnecklace,hmpf,firecrown,fire,16.0,31.0,15.0,38.0,final_form,94.32141461960396,425
401,rabbit,splotch,cactus,flowerrainbow,facepaint,antlers,grass,22.0,45.0,21.0,13.0,final_form,93.4278679212458,426
402,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,427
403,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,428
404,snail,splotch,fishingpole,diamonds,piggy,fountain,water,43.0,14.0,28.0,15.0,final_form,95.30215329916729,429
405,puff,wave,paw,waterbelt,smirk,watercrown,water,100.0,0.0,0.0,0.0,final_form,93.21335406801526,430
406,rattle,wave,ducky,starfish,ditto,ears,water,79.0,3.0,5.0,13.0,final_form,95.40080634478342,431
407,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,433
408,None,None,None,None,None,None,None,None,None,None,None,One,8.155832200676905,434
409,fossil,zigzag,firehands,goldnecklace,doubleface,bear,fire,3.0,26.0,7.0,64.0,final_form,94.64591868789391,435
410,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,436
411,bug,splotch,pickaxe,symbolgrass,tired,bumps,grass,13.0,37.0,20.0,30.0,final_form,93.39213303939553,437
412,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,438
413,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,439
414,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,440
415,fox,scales,airhorn,aircrystals,cheerful,ribbon,air,13.0,3.0,72.0,12.0,final_form,94.7774643708086,441
416,tail,wave,marshmallow,spikes,facepaint,firecrown,fire,19.0,21.0,26.0,34.0,final_form,93.81960657263366,442
417,snail,splotch,pickaxe,bulba,cutelashes,dog,grass,14.0,33.0,29.0,25.0,final_form,93.00898376657706,443
418,batwing,spots,wingwing,toto,hmpf,cloudo,air,15.0,15.0,50.0,21.0,final_form,94.36286763740554,445
419,fin,spots,crab,joey,clyde,ears,water,80.0,2.0,5.0,12.0,final_form,94.41292309427001,446
420,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,447
421,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,448
422,dragonfly,splotch,handhand,aircrystals,froggeh,farmer,air,17.0,33.0,40.0,10.0,final_form,93.74956641716892,449
423,cloud,blank,airhorn,cloud,cutelashes,tuft,air,21.0,15.0,54.0,10.0,final_form,94.72170332172993,450
424,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,451
425,charred,scales,handhand,scales,faceface,mage,fire,11.0,26.0,20.0,43.0,final_form,93.8910783286351,452
426,tail,stripes,cloud,diamonds,hearts,spikes,fire,0.0,3.0,3.0,94.0,final_form,94.11411271110701,453
427,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,454
428,rattle,blobs,paw,starfish,cheerful,fin,water,43.0,19.0,17.0,22.0,final_form,93.75671689113122,455
429,piggy,blank,torch,scales,trunk,bear,fire,6.0,23.0,11.0,59.0,final_form,94.7574467629539,456
430,cloud,scales,wing,cloudbelt,cutehappy,flyinghat,air,24.0,10.0,65.0,1.0,final_form,95.29071178878974,457
431,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,458
432,fossil,stripes,nub,spikes,toad,fossil,fire,27.0,21.0,25.0,27.0,final_form,91.9853896887707,459
433,snail,zigzag,flower,symbolgrass,stunned,fin,grass,17.0,33.0,26.0,24.0,final_form,92.66584639262334,460
434,fin,spots,tentaclesout,porthole,doubleface,waterhorn,water,65.0,4.0,22.0,9.0,final_form,96.03269881212395,461
435,monke,spots,club,scales,derpy,mage,fire,0.0,0.0,33.0,67.0,final_form,93.93823022355883,462
436,piggy,blobs,crab,vinebelt,OwO,flower,grass,29.0,44.0,14.0,12.0,final_form,93.20057614872984,463
437,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,464
438,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,465
439,monke,scales,handhand,scales,cutehappy,flamo,fire,22.0,26.0,25.0,27.0,final_form,92.69447226878188,466
440,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,467
441,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,468
442,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,469
443,cloud,zigzag,spatula,diamonds,cuteangry,horns,fire,17.0,33.0,17.0,34.0,final_form,94.00403689682855,472
444,butterfly,splotch,sun,cloudbelt,happy,feathersyellow,air,21.0,25.0,43.0,11.0,final_form,94.51295977825482,473
445,piggy,zigzag,nub,diamonds,threeeyes,hornbull,fire,20.0,24.0,20.0,36.0,final_form,92.22984678967148,474
446,fin,scales,wingwing,round,threeeyes,ribbon,air,23.0,21.0,43.0,13.0,final_form,93.2577569179536,476
447,snail,splotch,claw,round,smirk,antennadouble,grass,23.0,37.0,16.0,24.0,final_form,91.75518793514127,478
448,jolt,wave,handhand,goldnecklace,hmpf,hornbull,fire,20.0,22.0,28.0,29.0,final_form,93.60944744115778,480
449,puff,blank,tentaclesout,symbolwater,cheerful,antennatriple,water,36.0,26.0,13.0,25.0,final_form,95.10486233473907,481
450,dragonfly,zigzag,claw,bowtie,clyde,clyde,grass,25.0,30.0,22.0,24.0,final_form,91.67081967760964,483
451,charred,blobs,torch,goldnecklace,smirk,minime,fire,1.0,14.0,12.0,74.0,final_form,94.99477279602571,484
452,tail,zigzag,torch,hairy,facepaint,flamo,fire,0.0,20.0,9.0,71.0,final_form,93.92824355607631,486
453,horse,zigzag,crab,round,OwO,snake,grass,20.0,72.0,8.0,0.0,final_form,91.94964145181856,487
454,tailfin,splotch,soda,ruffles,OmO,finbumps,water,88.0,0.0,1.0,11.0,final_form,95.35504155583541,488
455,dragonfly,blobs,pickaxe,spikes,clyde,sprout,grass,18.0,32.0,26.0,24.0,final_form,92.40136710885757,491
456,rattle,wave,soda,symbolwater,trunk,ears,water,30.0,26.0,18.0,26.0,final_form,94.19561208658187,492
457,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,493
458,horse,zigzag,claw,vinebelt,piggy,grasscrown,grass,15.0,32.0,25.0,28.0,final_form,92.6244039266155,494
459,puff,blank,nub,toto,hmpf,finblades,water,28.0,26.0,21.0,25.0,final_form,92.6344477791044,495
460,cat,zigzag,paw,ruffles,uwu,cat,water,32.0,21.0,28.0,18.0,final_form,93.13053960829548,496
461,piggy,scales,paw,diamonds,cuteangry,firecrown,fire,12.0,12.0,12.0,64.0,final_form,92.18118027948906,497
462,cloud,zigzag,wing,joey,OwO,cloudo,air,21.0,22.0,32.0,25.0,final_form,93.60800093572675,498
463,fossil,stripes,marshmallow,scales,ditto,finblades,fire,20.0,29.0,18.0,33.0,final_form,93.61230894406192,499
464,dragonfly,scales,wingwing,ruffles,cutelashes,unicorn,air,0.0,0.0,97.0,3.0,final_form,93.39786180055432,500
465,monke,scales,club,firespark,piggy,flamo,fire,16.0,27.0,23.0,34.0,final_form,94.02831993770214,502
466,None,None,None,None,None,None,None,None,None,None,None,Two,8.376105465894994,503
467,butterfly,wave,paw,paperheart,stunned,antlers,air,8.0,17.0,73.0,2.0,final_form,94.24709656103532,504
468,rabbit,splotch,pinscer,ruffles,OmO,clyde,grass,20.0,27.0,27.0,26.0,final_form,91.93962526903655,505
469,bug,zigzag,cactus,leafnecklace,cutehappy,fossil,grass,27.0,29.0,23.0,22.0,final_form,92.6172529358968,506
470,snail,stripes,flower,round,derpy,flower,grass,20.0,39.0,22.0,19.0,final_form,91.99965057007877,507
471,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,509
472,horse,wave,cloud,round,ditto,feathersyellow,air,16.0,26.0,30.0,28.0,final_form,92.30704428101804,510
473,fox,splotch,torch,face,smirk,fossil,fire,6.0,26.0,8.0,60.0,final_form,94.66737999703729,511
474,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,512
475,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,513
476,snail,stripes,handhand,diamonds,ditto,froggeh,water,71.0,5.0,10.0,14.0,final_form,94.55446370895586,514
477,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,515
478,squirrel,blobs,cactus,flowerrainbow,smirk,fin,grass,13.0,55.0,15.0,17.0,final_form,93.51079867558603,516
479,puff,scales,sun,joey,froggeh,clyde,air,29.0,16.0,49.0,6.0,final_form,94.49441258236922,517
480,bug,scales,flower,round,cutehappy,bumps,grass,27.0,38.0,17.0,17.0,final_form,92.15836130935433,518
481,fossil,blobs,claw,symbolgrass,grin,minime,grass,17.0,37.0,19.0,27.0,final_form,92.63298179436468,519
482,rabbit,zigzag,vine,grasscollarpink,piggy,snake,grass,0.0,100.0,0.0,0.0,final_form,92.98317526261253,520
483,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,521
484,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,522
485,None,None,None,None,None,None,None,None,None,None,None,Egg,0.0,523
486,fox,blank,nub,face,angry,bomb,fire,17.0,27.0,26.0,30.0,final_form,92.5071882631055,524
487,fox,spots,penguin,round,cuteangry,air,air,22.0,23.0,39.0,16.0,final_form,92.70877653700933,525
488,rabbit,wave,crab,flowerrainbow,faceface,antennasingle,grass,23.0,27.0,23.0,27.0,final_form,92.37850799464053,526
