,Body,Outerwear,Eyes,Species,Shoes,Background,Head,Attitude,Headwear,Eyewear,Underfoot,Rarity score,Token Id
2216,Red,None,Orb,Cat,None,Green,Skull,Statant,None,None,None,5.0210409983102995,2216
2217,Blue,None,Angry,Rabbit,None,Blue,Creep,Sejant,Ranger,None,None,10.567846808394519,2217
2218,Green,None,Stirring,Rabbit,Hightops (Red),Blue,Flesh,Sejant,Tiara,None,None,27.951562295392023,2218
2219,Black,None,Heart,Mouse,None,Green,Skull,Sejant,Halo,None,None,13.617862001675551,2219
2220,Black,Jean Jacket,Relaxed,Bird,Work Boots,Grey,Creep,Sejant,None,None,None,43.22019549635575,2220
2221,Red,Gold Grill,None,Bird,None,Grey,Creep,Passant,None,Full Moon,None,47.64849445383165,2221
2222,White,None,Relaxed,Mouse,None,Blue,Skull,Passant,Dancing Flame,None,None,13.032226009032458,2222
2223,White,Gold Grill,Angry,Bird,Hightops (Blue),Green,Skull,Sejant,Bandana,None,None,50.561811240653185,2223
2224,Red,None,Sleepy,Rabbit,None,Pink-ish,Flesh,Sejant,Headband,None,None,13.656492048578123,2224
2225,Red,Hero's Tunic,Side-eye,Rabbit,Hero Boots,Purple,Creep,Sejant,Hero's Cap,None,None,47.52396240173811,2225
2226,White,None,Divit,Rabbit,Gym (Chromie),Green,Flesh,Crustant,Aviator's Cap,None,None,26.432473020145647,2226
2227,Brown,None,None,Rabbit,Socks (Floppy),Pink-ish,Skull,Crustant,None,Noggles,None,39.082789266455904,2227
2228,Black,Punk Jacket,Discerning,Rabbit,None,Purple,Skull,Sejant,Diamond,None,None,33.785943531755926,2228
2229,Blue,Punk Jacket,Relaxed,Cat,Hightops (Grey),Green,Creep,Statant,None,None,None,41.974785941462024,2229
2230,Black,None,None,Fish,Slipons (White),Blue,Skull,Passant,None,3D,None,40.155699217869866,2230
2231,Blue,None,Dead,Mouse,Work Boots,Pink,Creep,Rampant,Headband,None,None,30.400793818523642,2231
2232,Black,Gold Grill,Orb,Mouse,None,Grey,Flesh,Crustant,Ranger,None,None,37.899854577446284,2232
2233,Purple,None,Relaxed,Rat,Hightops (Green),Purple,Skull,Rampant,None,None,None,18.41267648705982,2233
2234,Pink,Gold Grill,Eclipse,Toad ,None,Grey,None,Passant,Skully,None,None,40.85387476945233,2234
2235,Purple,None,Suspicious,Toad ,Hightops (Grey),Grey,None,Passant,Tiny Crown,None,None,30.543048902472286,2235
2236,White,None,Relaxed,Cat,None,Green,Skull,Crustant,Mohawk (Pink),None,None,13.998348507751574,2236
2237,Red,None,Side-eye,Rat,Socks (Floppy),Purple,Skull,Passant,Skully,None,None,24.348732259808262,2237
2238,Pink,None,Void,Cat,None,Yellow,Flesh,Sejant,Raincloud,None,None,14.783151756609305,2238
2239,Black,None,Relaxed,Fish,Hightops (Red),Green,Skull,Crustant,Bow (Pellet),None,None,28.608392591326076,2239
2240,Brown,None,Angry,Lizard,Socks (Classic),Purple,Creep,Crustant,None,None,None,19.381737178120655,2240
2241,Grey,None,Eclipse,Toad ,Socks (Dirty),Grey,None,Sejant,Skully,None,None,29.975342089223933,2241
2242,Black,None,Diamond,Cat,None,Purple,Skull,Passant,None,None,None,6.697655848955152,2242
2243,Grey,None,Eclipse,Toad ,None,Grey,None,Statant,Aviator's Cap,None,None,16.194709342805165,2243
2244,Red,None,None,Mouse,None,Grey,Skull,Sejant,None,Full Moon,None,22.377580436257983,2244
2245,Green,None,Side-eye,Mutant Toad,Socks (Dirty),Yellow,Lizard,Statant,Skully,None,None,36.54777645776326,2245
2246,Purple,None,Divit,Rabbit,Hightops (Green),Grey,Skull,Rampant,None,None,Skull,44.88752425331947,2246
2247,Green,None,Divit,Rabbit,None,Yellow,Flesh,Passant,None,None,None,3.344473716023106,2247
2248,Purple,None,Twinkle,Bat,Socks (Pellet),Purple,Creep,Crustant,Captain's Cap,None,None,32.24684697956024,2248
2249,Blue,None,None,Rat,None,Grey,Creep,Passant,None,Visor (Heat),None,25.017196438919044,2249
2250,Red,Jean Jacket,Side-eye,Bug,None,Grey,Creep,Sejant,None,None,None,27.26726993558136,2250
2251,Green,None,Discerning,Fish,None,Blue,Creep,Passant,Bandana,None,None,14.271895043999852,2251
2252,Red,None,Side-eye,Rabbit,Roasted,Pink,Skull,Sejant,Lincoln,None,None,26.00439976210531,2252
2253,Red,None,Angry,Fish,None,Pink,Flesh,Rampant,Grail,None,None,14.393686847029239,2253
2254,Blue,None,Discerning,Rat,Hightops (Red),Blue,Skull,Rampant,None,None,None,17.66949976016784,2254
2255,White,None,Suspicious,Toad ,None,Green,None,Rampant,Headband,None,None,16.670293234016018,2255
2256,Blue,None,Relaxed,Bird,None,Blue,Creep,Sejant,None,None,None,5.799803426376584,2256
2257,Purple,None,Dead,Toad,Gym (Crusty),Green,Skull,Crustant,Captain's Cap,None,Eye,60.66120306039062,2257
2258,Black,None,Angry,Rabbit,None,Blue,Flesh,Sejant,Cowboy Hat,None,None,10.300303626411711,2258
2259,Brown,None,None,Rabbit,Socks (Pellet),Purple,Creep,Passant,Fire,Gazelles,None,44.57858077271014,2259
2260,Purple,Space Helmet,Discerning,Cat,Hightops (Red),Blue,Flesh,Statant,None,None,None,41.305876710196955,2260
2261,Red,None,Angry,Bird,Gym (Crusty),Green,Skull,Sejant,Grail,None,None,25.781509893730647,2261
2262,Red,Bomber Jacket,Side-eye,Bird,None,Purple,Flesh,Passant,Bow (Pellet),None,None,35.94993342150701,2262
2263,Grey,None,Divit,Rat,None,Grey,Creep,Passant,Fire,None,None,12.113629602794337,2263
2264,Red,None,None,Mouse,None,Green,Skull,Rampant,Mohawk (Pink),Gazelles,None,30.575619786136237,2264
2265,White,None,Suspicious,Toad ,None,Grey,None,Crustant,Beanie,None,None,17.342071991742973,2265
2266,Blue,None,Divit,Rat,None,Yellow,Creep,Passant,Pirate,None,None,12.966830791761272,2266
2267,Grey,None,Eclipse,Toad ,None,Blue,None,Sejant,Bucket Hat,None,None,16.500882871226935,2267
2268,Grey,None,Orb,Mouse,None,Purple,Flesh,Sejant,Cowboy Hat,None,Worm,42.40854595093172,2268
2269,Brown,None,Side-eye,Bug,Hightops (Blue),Grey,Creep,Rampant,Skully,None,None,26.845676900069293,2269
2270,Purple,None,Angry,Rabbit,Work Boots,Grey,Creep,Sejant,Bandana,None,None,24.512194877196247,2270
2271,Metal,Punk Jacket,None,Cat,None,Green,None,Rampant,Queen's Crown,None,None,38.84840521300163,2271
2272,Blue,Space Helmet,Void,Rat,None,Pink-ish,Creep,Sejant,None,None,None,30.263571337724375,2272
2273,Black,None,Suspicious,Toad ,None,Grey,None,Passant,Ranger,None,None,16.542492436266247,2273
2274,Grey,None,Dead,Rabbit,Socks (Dirty),Grey,Creep,Sejant,Aviator's Cap,None,None,26.480085934502146,2274
2275,Grey,Hoodie Down,Sleepy,Bird,None,Purple,Skull,Rampant,Croissant,None,None,38.52414052850837,2275
2276,Black,None,Void,Bird,Gym (Stormy),Green,Flesh,Rampant,None,None,None,20.053487699924684,2276
2277,Red,None,Sleepy,Rabbit,None,Purple,Flesh,Crustant,Aviator's Cap,None,None,11.33786394536899,2277
2278,Red,None,Stirring,Mouse,Work Boots,Purple,Skull,Passant,Pirate,None,None,26.607911115305587,2278
2279,Brown,Hoodie Down,Angry,Rabbit,Hightops (White),Yellow,Flesh,Sejant,Mohawk (Pink),None,None,46.53723566364059,2279
2280,Red,None,Angry,Fish,None,Purple,Skull,Passant,Stealth Headband,None,None,11.501322695636647,2280
2281,Red,None,Eclipse,Toad ,None,Mould,None,Passant,Wizard's Hat,None,Ruby,48.43014690450002,2281
2282,Ninja,None,Discerning,Mutant Toad,None,Green,Bird,Statant,Wizard's Hat,None,None,23.971425971936945,2282
2283,Blue,None,Relaxed,Rabbit,None,Purple,Skull,Rampant,Blood Moon Hat,None,None,11.73025248639153,2283
2284,Red,None,Dead,Rabbit,None,Green,Creep,Passant,Beanie,None,None,11.016850777713573,2284
2285,Red,None,None,Lil Elon,Hightops (White),Green,None,Passant,None,None,None,19.545786092001187,2285
2286,Blue,Gold Grill,Rainbow,Rat,None,Blue,Flesh,Sejant,Dancing Flame,None,None,38.53297623571441,2286
2287,Brown,Hoodie Down,Relaxed,Rabbit,Slipons (Pink),Blue,Skull,Rampant,Skully,None,None,47.446853639521954,2287
2288,Rusty,None,None,Bat,None,Yellow,None,Crustant,None,None,None,9.733136424798634,2288
2289,Red,None,Angry,Bat,None,Pink,Creep,Passant,Croissant,None,None,15.668999856853524,2289
2290,Nightbreed Lizard,None,None,Lizard,None,Night,None,Crustant,None,None,None,14.638085381482636,2290
2291,Black,None,None,Cat,Socks (Classic),Yellow,Flesh,Rampant,None,Aviators,None,39.48397366987916,2291
2292,White,None,None,Toad ,None,Yellow,None,Crustant,Bucket Hat,Big Tech,None,36.96909985622732,2292
2293,Black,None,Side-eye,Rabbit,Hightops (Green),Grey,Skull,Statant,Beanie (Green),None,None,24.648944953814546,2293
2294,Purple,None,Angry,Mouse,None,Grey,Creep,Passant,Cowboy Hat,None,None,11.093998173723941,2294
2295,Grey,None,Rainbow,Rabbit,None,Blue,Skull,Passant,Beanie (Green),None,None,13.059050646346899,2295
2296,Black,Diamond Grill,Void,Rat,None,Grey,Flesh,Crustant,None,None,None,27.94802414063893,2296
2297,Ruby Skeleton,None,None,Mouse,None,Purple,None,Sejant,Wormy Chrome,None,None,15.303810259489351,2297
2298,Pink,None,Void,Bird,None,Purple,Creep,Sejant,Queen's Crown,None,None,15.535295902135099,2298
2299,Rusty,None,None,Rabbit,None,Pink,None,Statant,Ranger,None,None,16.34129681721533,2299
2300,Brown,None,None,Toad,None,Yellow,Skull,Passant,Moon Hat,Gazelles,None,35.76862191175825,2300
2301,Pink,None,None,Bird,Socks (Classic),Blue,Flesh,Crustant,None,Jobs Glasses,None,41.72509908238769,2301
2302,Grey,None,Divit,Mouse,None,Green,Flesh,Statant,Ranger,None,None,11.718237162956564,2302
2303,Black,None,Stirring,Rabbit,Gym (Chromie),Yellow,Skull,Sejant,Backwards Hat,None,None,27.57399020269109,2303
2304,Green,None,Side-eye,Fish,Work Boots,Pink,Creep,Statant,Beanie (Pellet),None,None,31.482820426044782,2304
2305,Grey,None,Sleepy,Cat,None,Blue,Creep,Sejant,Raincloud,None,None,14.51860415325776,2305
2306,Brown,Jean Jacket,Angry,Rat,None,Green,Skull,Rampant,Pirate,None,None,34.38639954749607,2306
2307,Brown,Diamond Grill,Divit,Rat,None,Blue,Skull,Statant,None,None,None,26.79474732485689,2307
2308,Red,Diamond Grill,Side-eye,Bird,None,Yellow,Skull,Statant,Stealth Headband,None,None,35.02847107499651,2308
2309,Blue,None,Relaxed,Mouse,Hightops (Blue),Pink,Creep,Passant,None,None,None,20.2557099936672,2309
2310,Skeleton,None,Relaxed,Bird,None,Purple,Skull,Crustant,Flower,None,None,17.23859594706504,2310
2311,Blue,Hoodie Down,Relaxed,Mouse,None,Yellow,Skull,Rampant,Dancing Flame,None,None,35.68245505002764,2311
2312,White,None,Discerning,Mouse,None,Blue,Flesh,Rampant,Skully,None,None,11.614191684958957,2312
2313,Black,None,None,Rabbit,None,Green,Flesh,Crustant,Beanie,Visor (Heat),None,32.04117811781192,2313
2314,Brown,None,Stirring,Bug,None,Grey,Creep,Rampant,None,None,None,7.211905466338781,2314
2315,Grey,None,Sleepy,Lizard,None,Green,Skull,Rampant,None,None,None,7.854019518505534,2315
2316,Red,None,Divit,Rabbit,None,Grey,Creep,Statant,Tiara,None,None,9.494728147217216,2316
2317,Skeleton,None,None,Lil Elon,Gym (Chromie),Grey,None,Sejant,None,None,None,24.816144325178293,2317
2318,Pink,None,Divit,Rat,Socks (Floppy),Grey,Skull,Passant,None,None,None,19.83952539871483,2318
2319,Grey,None,Side-eye,Fish,Hightops (Grey),Yellow,Creep,Statant,None,None,None,18.775286141230534,2319
2320,Grey,None,Dead,Bird,None,Grey,Flesh,Passant,None,None,None,6.733301318129145,2320
2321,Green,None,Angry,Mutant Toad,Hightops (Green),Yellow,Mouse,Passant,Wizard's Hat,None,None,36.5388717779495,2321
2322,Black,Punk Jacket,Discerning,Rabbit,None,Purple,Flesh,Crustant,Bandana,None,None,33.77998746465338,2322
2323,Blue,None,Angry,Bird,Gym (Stormy),Pink-ish,Skull,Sejant,None,None,None,21.84298461874575,2323
2324,Purple,Hoodie,Void,Rabbit,Hightops (White),Yellow,Skull,Sejant,None,None,None,39.745459701125206,2324
2325,Black,None,Discerning,Mouse,None,Grey,Creep,Statant,Halo,None,None,11.13560447685158,2325
2326,Red,None,Rainbow,Fish,Socks (Classic),Green,Skull,Crustant,None,None,None,20.009006828095313,2326
2327,Metal,None,None,Lizard,None,Green,None,Passant,Cowboy Hat,None,None,17.625408662833816,2327
2328,Black,None,Divit,Rat,Roasted,Grey,Flesh,Statant,Queen's Crown,None,None,27.529295265664878,2328
2329,Purple,None,Eclipse,Toad ,Hightops (Grey),Purple,None,Statant,Wizard's Hat,None,None,30.65000819186921,2329
2330,Black,None,Eclipse,Toad ,None,Blue,None,Rampant,Beanie (Green),None,None,16.917000558393333,2330
2331,Pink,None,Eclipse,Toad ,None,Green,None,Statant,Wizard's Hat,None,None,17.853346250389087,2331
2332,Black,Hoodie Down,Suspicious,Toad ,Hightops (White),Lichen,None,Sejant,Bucket Hat,None,Slime,87.0041412475645,2332
2333,Purple,None,Angry,Rat,None,Grey,Flesh,Sejant,None,None,None,3.4244983479286013,2333
2334,Purple,None,Relaxed,Mouse,Hightops (Blue),Pink-ish,Creep,Passant,Cowboy Hat,None,None,28.771846293152038,2334
2335,White,None,Discerning,Fish,None,Purple,Flesh,Passant,Tiny Crown,None,None,14.155895191030634,2335
2336,Blue,None,None,Bird,None,Blue,Skull,Statant,Tiara,Patch,None,34.4576717559789,2336
2337,Grey,None,Void,Rabbit,None,Grey,Flesh,Sejant,Beanie,None,None,11.21294276199161,2337
2338,Blue,None,Discerning,Cat,Roasted,Purple,Skull,Sejant,Headband,None,None,27.26777237917141,2338
2339,Purple,None,Void,Toad,None,Grey,Skull,Passant,None,None,None,7.550794299959736,2339
2340,Black,None,None,Rat,None,Yellow,Skull,Crustant,None,Full Moon,None,24.936914607587237,2340
2341,Purple,None,Stirring,Rat,None,Yellow,Skull,Crustant,None,None,None,6.257668064443236,2341
2342,Purple,None,Diamond,Rabbit,Hightops (White),Green,Skull,Crustant,Cowboy Hat,None,None,26.970559420688485,2342
2343,Brown,Space Helmet,Fire,Cat,Gym (Crusty),Yellow,Skull,Passant,None,None,None,43.639345634752836,2343
2344,Green,None,Stirring,Mutant Toad,None,Yellow,Lizard,Rampant,Beanie,None,None,25.570665960618033,2344
2345,Grey,None,Suspicious,Toad ,Socks (Pellet),Yellow,None,Crustant,Mohawk (Pink),None,None,30.548946406186456,2345
2346,Grey,None,Side-eye,Mouse,Roasted,Pink,Creep,Passant,Lincoln,None,None,28.32295175127101,2346
2347,Brown,None,Eclipse,Toad ,None,Green,None,Crustant,None,None,None,7.158057234297137,2347
2348,Green,None,Angry,Mutant Toad,Hightops (Red),Purple,Bug,Rampant,Wizard's Hat,None,None,36.53885691342328,2348
2349,Brown,None,Angry,Rabbit,None,Grey,Creep,Statant,None,None,None,0.7966654487635622,2349
2350,Black,None,Eclipse,Toad ,None,Grey,None,Rampant,Grail,None,None,16.679241616848493,2350
2351,Black,None,Discerning,Bird,None,Blue,Skull,Rampant,Bow (Blue),None,None,13.77541790691465,2351
2352,Brown,None,Divit,Rabbit,None,Grey,Creep,Sejant,Blood Moon Hat,None,None,10.505432004900262,2352
2353,Red,None,None,Mouse,None,Green,Creep,Rampant,None,Big Tech,None,22.148672944337726,2353
2354,Purple,None,Angry,Rat,Hightops (Green),Green,Flesh,Passant,Diamond,None,None,26.093613331943022,2354
2355,Red,None,Stirring,Toad,Gym (Crusty),Yellow,Creep,Rampant,Blood Moon Hat,Monocle,None,54.92516594080663,2355
2356,White,None,Sleepy,Cat,Hightops (Green),Purple,Skull,Passant,Mohawk (Green),None,None,29.34265007262274,2356
2357,Red,None,Discerning,Bird,Socks (Dirty),Purple,Flesh,Crustant,Tiara,None,None,26.161955071636473,2357
2358,Blue,None,Side-eye,Mouse,None,Grey,Skull,Passant,Flower,None,None,11.896644683724341,2358
2359,Red,None,None,Mouse,None,Pink-ish,Creep,Statant,Ranger,Jobs Glasses,None,33.42920403718996,2359
2360,Purple,None,None,Cat,None,Purple,Creep,Sejant,None,Aviators,None,25.20737843759051,2360
2361,Black,Bomber Jacket,Sleepy,Cat,Slipons (Grey),Grey,Creep,Passant,None,None,None,43.9157866592025,2361
2362,Grey,None,Divit,Cat,Roasted,Green,Flesh,Statant,Headphones,None,None,27.654166789801852,2362
2363,White,None,Discerning,Mouse,None,Blue,Creep,Passant,None,None,None,3.3384040542980076,2363
2364,Blue,None,Sleepy,Rabbit,Slipons (Pink),Blue,Skull,Crustant,Aviator's Cap,None,None,27.226160430112756,2364
2365,Pink,None,Angry,Mouse,Socks (Floppy),Yellow,Flesh,Sejant,None,None,None,18.290766653498302,2365
2366,Grey,None,None,Rat,Hightops (Green),Blue,Creep,Sejant,None,Rose-Coloured Glasses,None,38.26528439936453,2366
2367,Green,None,Relaxed,Lizard,None,Yellow,Creep,Sejant,Stealth Headband,None,None,16.097094220465245,2367
2368,Grey,None,Side-eye,Mouse,Hightops (Blue),Pink,Skull,Passant,Captain's Cap,None,Slime,56.19084833178029,2368
2369,White,Hoodie,Suspicious,Toad ,None,Purple,None,Sejant,Raincloud,None,None,40.01851415424566,2369
2370,Blue,None,None,Toad ,None,Purple,None,Sejant,Tiny Crown,Sunglasses,None,36.17248793085551,2370
2371,White,None,Angry,Bird,Socks (Classic),Purple,Flesh,Sejant,None,None,None,19.3222076505664,2371
2372,Blue,None,Eclipse,Toad ,Work Boots,Yellow,None,Passant,Cowboy Hat,None,None,30.899716158296307,2372
2373,Brown,Gold Grill,Twinkle,Mouse,None,Grey,Skull,Sejant,None,None,None,28.04625387212579,2373
2374,Pink,None,Angry,Rabbit,Gym (Stormy),Grey,Flesh,Passant,Ranger,None,None,26.601932448710418,2374
2375,Purple,None,Dead,Mouse,Gym (Stormy),Purple,Creep,Crustant,None,None,None,19.812846454381823,2375
2376,Brown,Punk Jacket,Divit,Bug,None,Pink-ish,Creep,Crustant,Skully,None,None,39.243377310523755,2376
2377,Purple,None,Eclipse,Toad ,None,Yellow,None,Passant,Bow (Blue),None,None,17.027055041865605,2377
2378,Purple,None,None,Rat,None,Grey,Skull,Rampant,Backwards Hat,Rose-Coloured Glasses,None,33.09630100968655,2378
2379,Purple,Space Helmet,Side-eye,Bird,None,Yellow,Flesh,Sejant,None,None,None,28.191654120274645,2379
2380,Green,None,Void,Fish,Slipons (White),Grey,Flesh,Statant,Halo,None,None,29.01863657518752,2380
2381,Black,None,Angry,Rat,None,Pink,Creep,Crustant,Wormy Chrome,None,None,15.09226259235493,2381
2382,Grey,None,Eclipse,Toad ,Slipons (Grey),Purple,None,Crustant,Witch's Hat,None,None,30.52219312675266,2382
2383,Red,None,Divit,Fish,Gym (Crusty),Grey,Creep,Rampant,Dancing Flame,None,None,27.330202337887332,2383
2384,Pink,None,Discerning,Rabbit,Socks (Floppy),Pink-ish,Flesh,Rampant,Bucket Hat,None,None,29.039337449952846,2384
2385,Brown,None,Suspicious,Toad ,Socks (Pellet),Green,None,Sejant,Wizard's Hat,None,None,29.68694817369536,2385
2386,Black,None,Discerning,Lizard,Hightops (Blue),Blue,Creep,Rampant,None,None,None,20.035662880458865,2386
2387,White,None,Side-eye,Rat,None,Grey,Creep,Passant,Fire,None,None,12.464423147989937,2387
2388,Black,None,Diamond,Rat,None,Blue,Skull,Passant,Halo,None,None,14.738598939768387,2388
2389,White,None,Suspicious,Toad ,None,Pink,None,Sejant,Beanie (Green),None,None,19.699335799199748,2389
2390,Skeleton,None,None,Lizard,Socks (Classic),Blue,Flesh,Crustant,Skully,Visor (Heat),None,52.63943508759827,2390
2391,Blue,Gold Grill,Discerning,Fish,Hightops (White),Yellow,Creep,Statant,Skully,None,None,50.234836646767,2391
2392,Red,None,Angry,Bat,Work Boots,Grey,Skull,Crustant,None,None,None,18.85556083851607,2392
2393,Purple,None,Divit,Bug,Slipons (Pink),Blue,Creep,Sejant,None,None,None,20.297275860108265,2393
2394,Blue,None,Void,Rat,Hightops (Red),Pink-ish,Creep,Rampant,Headband,None,None,29.51201228803845,2394
2395,Green,Hero's Tunic,Void,Mutant Toad,Hero Boots,Yellow,Bug,Passant,Hero's Cap,None,None,61.98685752928421,2395
2396,Purple,None,Angry,Mouse,Slipons (White),Green,Skull,Rampant,Flower,None,None,25.31479796985911,2396
2397,White,None,Discerning,Bird,Hightops (Red),Pink,Flesh,Rampant,None,None,None,21.854836115042055,2397
2398,Green,None,Relaxed,Fish,None,Blue,Creep,Statant,None,None,None,6.563824643130077,2398
2399,Blue,None,Eclipse,Toad ,None,Pink-ish,None,Passant,Wizard's Hat,None,None,19.38128668924898,2399
2400,Ninja,Hoodie,Suspicious,Toad ,Slipons (Grey),Blue,None,Sejant,None,None,None,47.342298552482895,2400
2401,Red,None,None,Fish,Hightops (White),Pink,Creep,Passant,Raincloud,Full Moon,None,49.46802380973314,2401
2402,White,None,None,Cat,None,Yellow,Skull,Crustant,Tiara,Gazelles,None,34.395281335010495,2402
2403,Red,Punk Jacket,Side-eye,Rabbit,None,Pink,Flesh,Statant,Moon Hat,None,None,34.88571141560324,2403
2404,Golden,None,None,Cat,Work Boots,Blue,None,Crustant,None,None,None,22.0069987350091,2404
2405,Ninja,Hoodie Down,Void,Mutant Toad,Slipons (Grey),Purple,Lizard,Crustant,Cowboy Hat,None,None,62.18023846052091,2405
2406,Pink,None,Relaxed,Cat,Socks (Dirty),Blue,Creep,Statant,None,None,None,20.65101503089835,2406
2407,Black,Space Helmet,None,Cat,None,Blue,Creep,Rampant,None,Noggles,None,48.44496695774865,2407
2408,Brown,None,Side-eye,Mouse,Slipons (White),Yellow,Flesh,Passant,Pirate,None,None,24.94320603701481,2408
2409,Brown,None,Heart,Bird,None,Green,Skull,Statant,Headphones,None,None,14.914001655260483,2409
2410,Pink,None,Relaxed,Lizard,None,Grey,Skull,Crustant,None,None,None,8.540692331595091,2410
2411,Grey,None,Divit,Mouse,Hightops (Green),Grey,Creep,Passant,Queen's Crown,None,None,25.609046856914137,2411
2412,Purple,Gold Grill,Angry,Rabbit,None,Purple,Skull,Crustant,Beanie,None,None,33.866185825406184,2412
2413,White,Hoodie,Eclipse,Toad ,Work Boots,Green,None,Statant,None,None,None,45.781888106029065,2413
