,Baby,Hat,Accessories,Clothes,Eyes,Mouth,Body,Background,World,Line,Rarity score,Token Id
2937,Kitty,None,None,Yellow Tank,Neutral,Chubby Cheeks,White,Beach,Donut World,None,18.938255395932188,2937
2938,Devil Baby,None,None,Biker Jacket,Neutral,Oo,Lime Green,Night,Wall Street Wasteland,None,40.707795090307684,2938
2939,None,None,None,Urspecial Tealorange,Smize,Smiling,Gradient 3,Plaid Pink,Donut World,None,5.11665888375168,2939
2940,None,None,None,Orange Gameshow,Happy,Oo,Light Green,Flowy Pink,Donut World,None,3.5012159788190993,2940
2941,None,Bone Stud,None,Adventurer,Neutral,Kissy,Mint Green,Tan,Dino World,None,33.9326521556044,2941
2942,None,None,None,Nude,Gold Tinted Glasses,Smirk,Pink,Flowy Blue,Donut World,None,4.68495868422411,2942
2943,None,None,Og Fanny Pack,Yellow Party Shirt,Brown Tinted Glasses,Sad,Light Blue,Pink,Donut World,None,20.00998797321139,2943
2944,None,None,Headphones,Urspecial Green,Happy,Smirk,Purple,Ur Special Dark,Donut World,None,17.692458000193852,2944
2945,Monkey,None,None,Urspecial Pinkpurple,Happy,Neutral,Gradient 1,Pink,Donut World,None,20.449234090523724,2945
2946,None,None,None,Orange Wizard,Ghoul,Confused,Gradient 2,Trippy Dark,Wall Street Wasteland,Orange,51.50284303689928,2946
2947,Kitty,None,None,Urspecial Green,Gold Tinted Glasses,Smirk,Yellow,Pink,Donut World,None,21.877245974983648,2947
2948,Squid,None,Scarf,Johnalin Tank,Smize,Smirk,Purple,Beach,Donut World,None,35.14156255819677,2948
2949,Huckboy,Blue Coolman,None,Urspecial Tealorange,Happy,Pacifier,Orange,Plaid Orange,Donut World,None,35.62012969938419,2949
2950,None,None,None,Blue Party Shirt,Sus,Robo,Pink,Flowy Green,Donut World,None,6.648694826289477,2950
2951,None,None,Cancer Horoscope,Orange Wizard,Heart Eyes,Sad,Red,Mint,Wall Street Wasteland,Green,64.87484265869865,2951
2952,None,None,None,Orange Ski Jacket,Smize,Joy,Light Green,Light Blue,Donut World,None,3.8419058394906376,2952
2953,Monkey,Green Space Sailor,None,Yellow Tank,Goggles,Neutral,Orange,Pink,Donut World,None,36.50190105382944,2953
2954,Monkey,None,Headphones,Urspecial Pinkpurple,Cute,Kissy,Light Blue,Pink,Donut World,None,35.92181771328622,2954
2955,None,Cookie Chef Hat,None,Og Ski Jacket,Blue Tinted Glasses,Smirk,Light Green,Turquoise,Donut World,None,19.130966131113688,2955
2956,None,None,Rubix,Urspecial Orange,Brown Tinted Glasses,Whiskers,Purple,Beach,Donut World,None,21.063363649498204,2956
2957,None,Green Coolman,Yellow Fanny Pack,Pink Party Shirt,Gold Tinted Glasses,Whiskers,Purple,Beach,Donut World,None,34.356364796670434,2957
2958,None,None,None,Cozy Sweater 3,Perplexed,Omg,Purple,Stay Special Pink,Donut World,None,7.077944424572078,2958
2959,None,None,Headphones,Cozy Sweater 1,Neutral,Neutral,Light Green,Light Blue,Donut World,None,16.415429689474053,2959
2960,None,None,Scorpio Horoscope,Red Wizard,Relieved, X ,Lime Green,Flowy Pink,Wall Street Wasteland,Yellow Glow,65.57439251234949,2960
2961,None,Orange Coolman,None,Yellow Gameshow,Green Party Glasses,Whiskers,Purple,Light Blue,Donut World,None,19.559979517276027,2961
2962,None,Blue Coolman,Katana,Urspecial Pinkpurple,Smize,Smirk,Gradient 1,Beach,Donut World,None,32.041680324099524,2962
2963,None,None,None,Blue Gameshow,Smize,Robo,Orange,Light Blue,Donut World,None,3.602525107057798,2963
2964,None,Pink Space Sailor,Headphones,Red Ski Jacket,Smize,Smiling,Light Green,Light Blue,Donut World,None,31.22494393307785,2964
2965,Potted Plant,None,None,White Tux,Pink Party Glasses,Smiling,Pink,Flowy Blue,Donut World,None,23.44835137363522,2965
2966,None,None,None,Fur,Heart Eyes,Smirk,Pistachio,Leaf,Dino World,None,22.327696891403885,2966
2967,None,Purple Coolman,None,Nude,Happy,Joy,Sterling Silver,Orange,Donut World,None,16.82905577822032,2967
2968,Puppy,Antenna,None,Urspecial Tealorange,Neutral,Oo,Gradient 4,Pink,Donut World,None,33.91417330803953,2968
2969,None,None,None,Pink Party Shirt,Purple Party Glasses,Smirk,White,Beach,Donut World,None,3.0981082525886245,2969
2970,Mummy,None,None,Adventurer,Neutral,Sabertooth,Stone,Ur Special Blue,Dino World,None,39.643890940673046,2970
2971,Pterodactyl,Bear,Spear,Nude,Relieved,Grr,Pistachio,Cave,Dino World,None,69.28788691655308,2971
2972,None,None,Pink Fanny Pack,White Tux,Heart Eyes,Tongue,Light Blue,Light Blue,Donut World,None,20.051529381721945,2972
2973,None,None,None,Nude,Perplexed,Sad,White,Beach,Donut World,None,3.301120909685784,2973
2974,None,None,Headphones,Purple Party Shirt,Happy,Sad,White,Turquoise,Donut World,None,15.759827639735486,2974
2975,None,None,Yellow Fanny Pack,Purple Party Shirt,Happy,Neutral,Purple,Light Blue,Donut World,None,16.20971904063936,2975
2976,Potted Plant,Blue Mohawk,None,Black Tie,Blue Bans,Oo,Gradient 3,Night,Wall Street Wasteland,Red Glow,82.02198190547603,2976
2977,Huckboy,None,None,Pink Party Shirt,Gold Tinted Glasses,Omg,Light Blue,Blue,Donut World,None,22.189348557574487,2977
2978,None,Antlers,Cancer Horoscope,Black Tie,Relieved,Ghoul,Lime Green,Canvas Purple,Wall Street Wasteland,Orange Glow,80.11080021479358,2978
2979,Mummy,None,None,Leaf,Cyclopse Lizard,Sabertooth,Snow Leopard,Ur Special Dark,Dino World,None,43.019625496707306,2979
2980,None,Maurice,Face Tats,Purple Party Shirt,Neutral,Kissy,White,Pink,Donut World,None,29.537131136217226,2980
2981,Kitty,None,None,Urspecial Tealorange,Happy,Omg,Orange,Blue,Donut World,None,19.138246953379532,2981
2982,Potted Plant,Wizard Hat,None,Red Wizard,Relieved,Ghoul,Gradient 4,Flowy Blue,Wall Street Wasteland,Orange Glow,81.87638183657681,2982
2983,None,Green Coolman,Frustration,Owls Tee,Cute,Omg,Purple,Wavy Pink,Donut World,None,35.07699399053743,2983
2984,None,Dad,None,Urspecial Tealorange,Cute,Omg,Yellow,Light Blue,Donut World,None,17.82256227573088,2984
2985,Monkey,None,Electric Guitar,Red Ski Jacket,Brown Bans,Robo,Light Blue,Pink,Donut World,None,38.92585807258053,2985
2986,None,None,Pink Fanny Pack,White Tux,Purple Party Glasses,Kissy,Pink,Plaid Pink,Donut World,None,21.014027907199647,2986
2987,None,None,None,None,None,None,Cowboy,Flowy Pink,None,None,28.478356440278663,2987
2988,Monkey,Green Space Sailor,None,Urspecial Pinkpurple,Happy,Smirk,Pink,Pink,Donut World,None,32.340366290576846,2988
2989,Potted Plant,None,None,Orange Wizard,X X,Omg,Sea Foam,Goo,Wall Street Wasteland,Blue,68.0005133001918,2989
2990,Banana,Blue Space Sailor,None,Yellow Party Shirt,Happy,Joy,Orange,Ur Special Green,Donut World,None,35.77365597617376,2990
2991,None,None,Alien Bling,Urspecial Tealorange,Happy,Robo,Purple,Blue,Donut World,None,17.56489539850069,2991
2992,None,None,Shark Tooth Necklace,Leaf,Monacle,Reptilian,Blue Sand,Cave,Dino World,None,40.42932643327397,2992
2993,Monkey,None,None,Urspecial Green,Green Bans,Omg,Light Green,Blue,Donut World,None,22.524858586359855,2993
2994,None,None,None,Blue Hoodie,Happy,Neutral,Purple,Light Blue,Donut World,None,1.9273753459906795,2994
2995,None,None,None,Red Ski Jacket,Brown Tinted Glasses,Omg,Pink,Flowy Pink,Donut World,None,6.84123568724187,2995
2996,None,None,Scarf,Blue Tank,Happy,Whiskers,Sterling Silver,Orange,Donut World,None,19.755037317018147,2996
2997,None,Green Space Sailor,Pink Fanny Pack,Pink Party Shirt,Brown Tinted Glasses,Tongue,Light Blue,Wavy Pink,Donut World,None,35.747874099011355,2997
2998,None,Caveboy,Spear,Green Cavedweller,Cyclopse Lizard,Sabertooth,Yellow Cheetah,Tan,Dino World,None,52.95121133451581,2998
2999,Monkey,None,Headphones,Pink Skate Hoodie,Smize,Smirk,Purple,Orange,Donut World,None,34.618758359276356,2999
3000,None,None,None,Green Cavedweller,Cyclopse Lizard,Scream,Blue Sand,Skin,Dino World,None,24.31210318095608,3000
3001,Wolf,Beanie,Devil Tail,Black Tie,Relieved,Oo,Lime Green,Flowy Blue,Wall Street Wasteland,Green,96.15690140961753,3001
3002,Dog,None,None,Donut,Happy,Meow,Pink,Blue,Donut World,None,21.617061386496644,3002
3003,Huckboy,None,None,Og Ski Jacket,Neutral,Smirk,White,Ur Special Yellow,Donut World,None,19.442928230981913,3003
3004,None,None,Face Tats,Urspecial Orange,Relieved,Neutral,Light Green,Purple,Donut World,None,18.491056272934227,3004
3005,None,None,None,Nude,Neutral,Whiskers,Pink,Pink,Donut World,None,1.0926184144334696,3005
3006,None,None,Scarf,Cozy Sweater 1,Neutral,Robo,Purple,Pink,Donut World,None,17.073457636348323,3006
3007,None,None,Og Fanny Pack,Blue Party Shirt,Neutral,Oo,Orange,Canvas Blue,Donut World,None,17.755055877775224,3007
3008,None,None,Cyborg Glove,Yellow Tank,Purple Party Glasses,Sad,Yellow,Turquoise,Donut World,None,20.353355289311732,3008
3009,None,Beanie,Cancer Horoscope,Lederhosen,Monacle,Scream,White,Goo,Wall Street Wasteland,Red Glow,78.74556151406568,3009
3010,None,Ear Loops,Katana,Green Tank,Smize,Robo,Light Blue,Canvas Blue,Donut World,None,34.45526390283797,3010
3011,None,None,None,Red Wizard,Ghoul,Neutral,Lime Green,Mint,Wall Street Wasteland,Red Glow,50.192065305016,3011
3012,None,Ooo Hat,None,Cozy Sweater 2,Pixel Glasses,Neutral,Gradient 1,Purple,Donut World,None,21.167622087887068,3012
3013,None,None,Bushy Brows,Orange Wizard,Mascara,Vampire Mouth,Lime Green,Goo,Wall Street Wasteland,Orange Glow,67.44410765200857,3013
3014,Puppy,None,None,Yellow Ski Jacket,Pixel Glasses,Neutral,White,Plaid Orange,Donut World,None,23.437976616849095,3014
3015,None,None,None,Green Tank,Eye Patch,Smirk,Pink,Light Blue,Donut World,None,5.093213458676123,3015
3016,None,None,Headphones,Johnalin Tank,Furrowed,Chubby Cheeks,Light Blue,Beach,Donut World,None,20.811141433581863,3016
3017,Huckboy,Sombrero,Katana,Urspecial Pinkblue,Neutral,Joy,Pink,Flowy Green,Donut World,None,49.78648095752381,3017
3018,None,None,None,Cozy Sweater 3,Pixel Glasses,Scream,Light Blue,Light Blue,Donut World,None,6.8489150301828445,3018
3019,None,None,None,Yellow Tank,Happy,Chubby Cheeks,Light Green,Canvas Purple,Donut World,None,4.203542398023403,3019
3020,None,None,None,Biker Jacket,Neutral,Smirk,Red,Ur Special Yellow,Wall Street Wasteland,Orange Glow,45.62530436445281,3020
3021,None,Blue Coolman,None,Yellow Party Shirt,Furrowed,Omg,Orange,Purple,Donut World,None,18.70697337350795,3021
3022,None,None,None,Urspecial Orange,Goggles,Smiling,Purple,Orange,Donut World,None,4.208762029341941,3022
3023,None,None,Og Fanny Pack,Yellow Party Shirt,Goggles,Chubby Cheeks,Purple,Pink,Donut World,None,19.82010141417053,3023
3024,None,None,Katana,Yellow Party Shirt,Eye Patch,Meow,Pink,Pink,Donut World,None,20.75907075327657,3024
3025,Huckboy,None,Electric Guitar,Purple Hoodie,Happy,Smiling,Orange,Light Blue,Donut World,None,34.059574635014336,3025
3026,None,None,None,Blue Hoodie,Happy,Whiskers,Light Blue,Blue,Donut World,None,3.2383364804380066,3026
3027,None,Og Spacecrown,Watch,Red Tank,Cute,Sad,Light Blue,Beach,Donut World,None,33.43055120357702,3027
3028,Puppy,None,Electric Guitar,Yellow Party Shirt,Cute,Smiling,Light Blue,Purple,Donut World,None,35.6825800642729,3028
3029,Snail,Green Space Sailor,None,Nude,Neutral,Kissy,Pink,Pink,Donut World,None,31.601989661738113,3029
3030,None,None,Watch,Urspecial Pinkpurple,Green Party Glasses,Meow,Pink,Purple,Donut World,None,20.374106618008422,3030
3031,Potted Plant,None,Hieroglyphics,Leaf,Cyclopse Lizard,Neutral,Light Grey,Plaid Orange,Dino World,None,56.39731705178732,3031
3032,None,Blue Coolman,None,Urspecial Pinkpurple,Blue Tinted Glasses,Tongue,White,Orange,Donut World,None,18.634115717690364,3032
3033,None,None,None,Urspecial Orange,Sus,Tongue,Orange,Pink,Donut World,None,5.191918747887639,3033
3034,Christmas,None,None,Yellow Party Shirt,Brown Tinted Glasses,Robo,Light Green,Stay Special Green,Donut World,None,25.149350854392456,3034
3035,None,None,None,Yellow Party Shirt,Happy,Oo,Light Blue,Light Blue,Donut World,None,1.5528242078622787,3035
3036,Monkey,Pink Space Sailor,None,Pink Party Shirt,Furrowed,Omg,Yellow,Trippy Dark,Donut World,None,37.8674261289464,3036
3037,None,None,Bushy Brows,Biker Jacket,Ghoul,Kissy,Sea Foam,Goo,Wall Street Wasteland,Purple,65.2804345647062,3037
3038,None,None,None,Red Ski Jacket,Happy,Joy,Orange,Turquoise,Donut World,None,2.978288201734849,3038
3039,None,None,Backpack,Green Cavedweller,Neutral,Joy,Gradient 3,Skin,Dino World,None,35.0482875381058,3039
3040,None,Orange Bucket,Pink Fanny Pack,Purple Party Shirt,Relieved,Smiling,Light Green,Purple,Donut World,None,31.51110649890661,3040
3041,None,None,None,Red Gameshow,Monacle,Kissy,Pink,Light Blue,Donut World,None,5.288229893267844,3041
3042,Huckboy,Orange Bucket,None,Urspecial Tealorange,Pink Party Glasses,Kissy,White,Stay Special Yellow,Donut World,None,36.78028671389379,3042
3043,None,Yellow Coolman,None,Melon Skate Hoodie,Smize,Whiskers,Yellow,Purple,Donut World,None,17.98372237965718,3043
3044,Kitty,None,None,Blue Hoodie,Smize,Joy,Purple,Canvas Purple,Donut World,None,23.04247307147328,3044
3045,None,None,None,Orange Ski Jacket,Cute,Neutral,Pink,Turquoise,Donut World,None,4.310141657441301,3045
3046,None,Witch Doctor,None,Green Cavedweller,Green Bans,Oo,Gradient 3,Leaf,Dino World,None,37.12388106748013,3046
3047,Squid,None,None,Pink Party Shirt,Green Party Glasses,Smirk,White,Turquoise,Donut World,None,20.99037151541738,3047
3048,None,Og Spacecrown,Katana,Cozy Sweater 1,Happy,Kissy,Light Blue,Light Blue,Donut World,None,30.982989292407954,3048
3049,None,None,None,Urspecial Pinkpurple,Smize,Robo,Yellow,Blue,Donut World,None,3.0900943542119768,3049
3050,None,Yellow Bucket,None,Red Gameshow,Green Party Glasses,Chubby Cheeks,Gradient 2,Orange,Donut World,None,20.545938812385604,3050
3051,None,Blue Bucket,Yellow Fanny Pack,Owls Tee,Neutral,Whiskers,Sterling Silver,Orange,Donut World,None,33.409836802501786,3051
3052,None,Witch Doctor,None,Rough Sweater,Relieved,Neutral,Pistachio,Flowy Pink,Dino World,None,36.20062786889526,3052
3053,None,Blue Space Sailor,Katana,Yellow Gameshow,Happy,Oo,Pink,Turquoise,Donut World,None,30.754123275903584,3053
3054,None,None,Pink Fanny Pack,Nude,Cute,Joy,Pink,Ur Special Green,Donut World,None,19.976236730284175,3054
3055,None,Safari,Spear,Orange Cavedweller,Neutral,Joy,Sun Burn,Rock,Dino World,None,49.78125503475532,3055
3056,None,None,None,Nude,Brown Tinted Glasses,Scream,Purple,Pink,Donut World,None,5.048997976387504,3056
3057,None,None,None,Orange Cavedweller,Neutral,Joy,Stripes,Plaid Orange,Dino World,None,21.159905770099076,3057
3058,None,None,Pink Fanny Pack,Yellow Party Shirt,Happy,Sad,Light Blue,Turquoise,Donut World,None,16.612904812371394,3058
3059,None,None,Headphones,Orange Gameshow,Smize,Robo,Sterling Silver,Light Blue,Donut World,None,20.02554724039003,3059
3060,None,Antenna,None,Pink Party Shirt,Pink Party Glasses,Omg,Light Green,Light Blue,Donut World,None,18.17890609424719,3060
3061,None,Green Coolman,None,Urspecial Pinkpurple,3d Glasses,Oo,Purple,Blue,Donut World,None,18.345423187186935,3061
3062,None,None,Headphones,Yellow Gameshow,Smize,Kissy,Purple,Purple,Donut World,None,17.67417211236593,3062
3063,None,Blue Space Sailor,None,Orange Gameshow,Heart Eyes,Joy,Light Blue,Light Blue,Donut World,None,19.596527094967524,3063
3064,None,None,Headphones,Red Hoodie,Relieved,Smirk,Purple,Light Blue,Donut World,None,17.960437446222326,3064
3065,Huckboy,Orange Bucket,None,Urspecial Tealorange,Cute,Sad,Pink,Pink,Donut World,None,35.2742176014435,3065
3066,None,None,None,Purple Hoodie,Monacle,Neutral,Light Green,Pink,Donut World,None,5.4755422806938565,3066
3067,None,None,None,None,None,None,Brown Dog,Turquoise,None,None,27.07643622588179,3067
3068,None,None,Headphones,Purple Hoodie,Neutral,Kissy,Orange,Beach,Donut World,None,16.287978163409107,3068
3069,None,Blue Bucket,None,Yellow Party Shirt,Relieved,Tongue,Sterling Silver,Orange,Donut World,None,19.20898930167699,3069
3070,Best Friend,Caveboy,Backpack,Leaf,Cyclopse Lizard,Pacifier,Stone,Plaid Pink,Dino World,None,71.6075444449085,3070
3071,None,Maurice,Watch,Urspecial Orange,Relieved,Smirk,White,Pink,Donut World,None,31.06648363208769,3071
3072,None,None,None,Red Gameshow,Smize,Whiskers,Pink,Purple,Donut World,None,4.133148346184809,3072
3073,None,Blue Coolman,None,Purple Tank,Smize,Sad,Gradient 2,Blue,Donut World,None,18.340245696257064,3073
3074,Banana,Birthday,Electric Guitar,Nude,Happy,Smiling,Pink,Pink,Donut World,None,47.39365965746274,3074
3075,None,Horns,Shark Tooth Necklace,Green Cavedweller,Neanderthal Eyes,Grr,Pistachio,Canvas Orange,Dino World,None,53.739363831705504,3075
3076,None,Horns,Spear,Orange Cavedweller,Neanderthal Eyes,Neanderthal,White,Wavy Blue Green,Dino World,None,51.28441910190177,3076
3077,None,Orange Bucket,None,Yellow Ski Jacket,Neutral,Omg,Gradient 2,Canvas Orange,Donut World,None,18.793053872129153,3077
3078,None,None,None,Urspecial Orange,Gold Tinted Glasses,Joy,Sterling Silver,Purple,Donut World,None,7.421267771418864,3078
3079,None,None,None,Nude,Neanderthal Eyes,Neanderthal,Snow Leopard,Ur Special Green,Dino World,None,23.550138863488115,3079
3080,Kitty,Orange Coolman,None,Yellow Ski Jacket,Happy,Omg,Orange,Plaid Blue,Donut World,None,34.951766280813175,3080
3081,None,Adventure Hat,Shark Tooth Necklace,Leaf,Neutral,Smirk,Orange Sand,Tan,Dino World,None,48.6109979399374,3081
3082,Trex,None,None,Adventurer,Relieved,Grr,Blue Sand,Rock,Dino World,None,42.08864975879912,3082
3083,None,None,None,Red Wizard,Sus,Vampire Mouth,Lime Green,Ur Special Green,Wall Street Wasteland,Blue Glow,51.64071952075796,3083
3084,Monkey,Purple Coolman,None,Yellow Party Shirt,Neutral,Omg,Purple,Blue,Donut World,None,31.932203582365798,3084
3085,None,Pink Coolman,Katana,White Tux,Relieved,Kissy,Light Green,Flowy Orange,Donut World,None,33.46187185129071,3085
3086,None,None,None,Blue Party Shirt,Relieved,Robo,Light Green,Stay Special Pink,Donut World,None,5.4261633567925935,3086
3087,Mummy,Safari,Backpack,Nude,Neutral,Grr,Stone,Cave,Dino World,None,67.43633722076532,3087
3088,None,None,None,Nude,Cute,Tongue,Pink,Light Blue,Donut World,None,3.129173184600608,3088
3089,None,Orange Coolman,Katana,Yellow Party Shirt,Purple Tinted Glasses,Scream,Purple,Flowy Blue,Donut World,None,35.95863268380681,3089
3090,None,Flame,None,Orange Wizard,Ghoul,Sad,Gradient 4,Diamond,Wall Street Wasteland,Blue Glow,64.01421251411782,3090
3091,None,Og Spacecrown,None,Cozy Sweater 2,Neutral,Chubby Cheeks,Gradient 4,Beach,Donut World,None,17.68752322523377,3091
3092,Squid,Blue Space Sailor,None,Urspecial Orange,Heart Eyes,Kissy,Light Green,Orange,Donut World,None,35.916735956372634,3092
3093,Puppy,None,None,Purple Party Shirt,Relieved,Chubby Cheeks,Purple,Purple,Donut World,None,20.4518743379798,3093
3094,None,Safari,None,Stained Sweat Shirt,Neutral,Chubby Cheeks,Orange Sand,Cave,Dino World,None,34.559463234274176,3094
3095,Kitty,None,None,Blue Party Shirt,Neutral,Sad,Pink,Trippy Dark,Donut World,None,20.264761745469748,3095
3096,Huckboy,Og Spacecrown,Scarf,White Tux,Neutral,Chubby Cheeks,Yellow,Turquoise,Donut World,None,48.16357750252234,3096
3097,None,None,Pink Fanny Pack,Purple Party Shirt,3d Glasses,Oo,Yellow,Purple,Donut World,None,19.497621997792393,3097
3098,Potted Plant,Pink Coolman,None,Blue Tank,Happy,Smiling,Pink,Turquoise,Donut World,None,33.357398852953075,3098
3099,None,None,None,Green Hoodie,Heart Eyes,Whiskers,Purple,Beach,Donut World,None,5.680983675735033,3099
3100,Puppy,Orange Coolman,None,Yellow Tank,Pixel Glasses,Kissy,Light Blue,Blue,Donut World,None,36.31201917618158,3100
3101,Monkey,None,None,Urspecial Pinkpurple,Neutral,Kissy,Purple,Orange,Donut World,None,18.251466400061584,3101
3102,None,Dad,Og Fanny Pack,Yellow Party Shirt,Neutral,Whiskers,Purple,Pink,Donut World,None,31.071522478858977,3102
3103,None,None,None,Cozy Sweater 1,Gold Tinted Glasses,Meow,White,Stay Special Green,Donut World,None,7.712661700366674,3103
3104,None,None,Watch,Urspecial Orange,Happy,Tongue,Sterling Silver,Flowy Green,Donut World,None,19.812283671512347,3104
3105,None,None,None,Urspecial Tealorange,Green Party Glasses,Smirk,Orange,Pink,Donut World,None,3.896622249054839,3105
3106,None,Comb Over,Backpack,Green Cavedweller,Cyclopse Lizard,Joy,Yellow Cheetah,Skin,Dino World,None,52.89156898965912,3106
