,Misc,Hands,Hair Color,Hair,Eyebrows,Mouth,Lashes,Eye Color,Eyes,Top,Body,Background,Hat,Pet,Hair Clip,Sunglasses,Eyewear,Costume,Piercing,Whole Head Hat,Unique,Artist,Rarity score,Token Id
15089,Blush,None,Black,Short Spiky,Angry Thin,Pien,False,Black,Looking Right,Tee Stripes Grey,Mochi,Dotted Paper Grey,None,None,None,Round Black Tinted Black,None,None,None,None,None,None,44.371000553232975,15089
15090,Cheek Freckles,None,Reddish Brown,Short Spiky,Pien,Nervous,False,Black,Looking Left,Hoodie Cheese,Pudding,Dots Yellow,Japanese Literary Hat,None,None,None,None,None,None,None,None,None,47.68678759047513,15090
15091,Cheek Freckles,Balloon Blue,None,Bald Udi,Concerned,Confused,False,Black,Embarrassed,Headphones Blue Black,Blue Raspberry,Solid,None,None,Decora Iridescent,None,None,None,None,None,None,None,43.00528881778935,15091
15092,None,None,Pink,Side Ponytail,Big Round,Full,True,Black,Knowing Left,Open Shirt Red,Tiramisu,Tiny Heart Red,Bisket Hat Pink,None,None,None,None,None,None,None,None,None,43.67124151562651,15092
15093,None,None,None,Bald Udi,Pien,Rose Pink,False,Black,Droopy,Sweater Vest Yellow Sunflower,Mochi,Clouds Peach,Tubby Overalls Hood Pudding,None,None,None,None,None,None,None,None,None,22.75427583298533,15093
15094,Whiskers,None,None,Bald Udi,Concerned,Piercings,False,Purple,Half Lid,Dad Shirt Tubby Teal Purple,Mint,Solid,None,None,None,None,None,None,None,None,None,None,24.045782377472065,15094
15095,None,Wizard Orb,None,Bald Udi,Angry Thin,Happy Small,False,Black,Relaxed,Comfy Blanket Blue Black,Mochi,Clouds Sunrise,None,None,Decora Iridescent,None,None,None,None,None,None,None,36.98355773049564,15095
15096,None,None,White,Dad,Angry Furrowed,Mustache,True,Black,Cat Half Lidded,Business Casual White Paws,Tiramisu,Dotted Paper Brown,None,None,None,None,None,None,None,None,None,None,27.383096510624753,15096
15097,Whiskers,Milk and Cookie,None,Bald Udi,Pien,Unimpressed,True,Black,Relaxed,Tee Striped Sleeve Teal,Tiramisu,Solid,None,None,None,None,None,None,None,None,None,None,28.704185887066224,15097
15098,Beauty Mark,None,Light Pink,Mohawk,Ayo Thick,Shocked,False,Black,Pie,Sailor Pink Bloody,Bubblegum,Checker Heart Pink,None,None,None,None,None,None,None,None,None,None,32.514446056938326,15098
15099,None,None,None,Bald Udi,Pien,Pien,False,Black,Looking Right,Pimp Coat Tiger,Cotton Candy,Pawprint Pink,None,None,None,None,None,None,None,None,None,None,9.43254269370371,15099
15100,Beauty Mark,None,None,Bald Udi,Chill,Pout,False,Black,Knowing Left,Dad Shirt Tubby Teal,Mochi,Water Teal,Golf Visor Black,None,None,None,None,None,None,None,None,None,31.204467545634508,15100
15101,None,Onigiri,None,Bald Udi,None,Special,None,Black,Special,Sweater Vest Blue Gold Heart Clip,Mochi,Checker Heart Blue,None,None,None,None,None,None,None,None,None,None,30.00379464798465,15101
15102,None,None,None,Bald Udi,Ayo Thick,W,True,Brown,Detailed,Chunky Turtleneck Brown,Tiramisu,Pawprint White Brown,Detective Hat,None,None,None,None,None,None,None,None,None,41.39278617438234,15102
15103,None,None,Brown,Side Bun,Relaxed,Tongue Down,False,Black,Tubby,None,Tiramisu,Magic Moon Blue,None,None,None,None,None,Movie,None,None,None,None,41.12215377904403,15103
15104,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,Fireball,Hoppy,82.20860201489536,15104
15105,None,None,None,Bald Udi,Sad,Bubblegum Purple,True,Black,Cat Half Lidded,Ribbon Tie Seifuku Green,Matcha,Hearts Pattern Purple,None,None,None,None,None,None,None,None,None,None,14.24107737183633,15105
15106,Decora Pink Teal Yellow,None,Pink,Short Blunt,None,Special,None,Black,Special,None,Mint,Solid,None,None,None,None,None,Angel,None,None,None,None,55.87220596138359,15106
15107,Blush,None,Blonde,Mohawk,Pien,Frightened,False,Black,Relaxed,Sailor Pink Bloody,Matcha,Galaxy Grid Pink,None,None,None,None,None,None,None,None,None,None,27.28316586020925,15107
15108,Whiskers,None,None,Bald Udi,Relaxed,Vampire,False,Black,Knowing Left,Sweater Vest Yellow Sunflower,Pudding,Solid,None,None,None,None,None,None,None,None,None,None,12.174517275909182,15108
15109,Whiskers,Grilled Squid,None,Bald Udi,Determined,Nervous,True,Brown,Detailed,Chunky Turtleneck Brown,Tiramisu,Pawprint Brown,None,None,None,None,None,None,None,None,None,None,46.568834001426666,15109
15110,None,None,None,Bald Udi,Neutral,Default,False,Grey,Plush,Comfy Sweater Beige,Pudding,Solid,Heart Arrows Gold,None,None,None,Round Glasses Yellow,None,None,None,None,None,49.86934128149405,15110
15111,None,Shrug,None,Bald Udi,Pien Short,Confused,False,Black,Pie,Tubby Overalls Cotton Candy,Cotton Candy,Pawprint Stripes Pink,None,None,None,None,None,None,None,None,None,None,21.65680887651706,15111
15112,None,None,Purple,Aristocrat,Concerned,Surprised,False,Purple,Half Lid,Tubby Overalls Matcha,Matcha,Tubby Crowd Ube,None,None,None,None,None,None,None,None,None,None,35.457358342700466,15112
15113,Whiskers,None,None,Bald Udi,Big Round,Pout,False,Purple,Detailed,Overalls Black Purple,Ube,Pawprint Stripes Light Purple,None,None,None,None,None,None,None,None,None,None,29.688970560506412,15113
15114,None,None,None,Bald Udi,Angry Furrowed,Bubblegum Purple,False,Black,Knowing Right,Frilly Dress Pink,Ube,Starry Purple Teal White,None,None,None,None,None,None,Ear Piercings Silver,None,None,None,29.11521788259939,15114
15115,None,Pillow,White,Fluffy Short,Pien Short,Pien,False,Black,Sleepy,Pajamas Purple,Mochi,Magic Moon Purple,None,None,Bear Pastel,None,None,None,None,None,None,None,50.13773902411556,15115
15116,None,None,Brown,Short Messy Flared,Pien Short,Nervous,True,Black,Detailed,Tubby Maid Dress Teal Brown,Tiramisu,Solid,None,None,Tubby Bow Teal Brown,None,None,None,None,None,None,None,37.843315493561775,15116
15117,Cheek Freckles,None,Black,Face Hugging Short,Concerned,Nervous,False,Black,Cat Looking Up,Pinafore Black,Raspberry,Solid,None,None,Bandage White,None,Eyepatch Skull,None,None,None,None,None,62.97643778117211,15117
15118,Whiskers,Lollipop Teal,None,Bald Udi,Neutral,W,False,Teal,Detailed,Chunky Turtleneck Brown,Tiramisu,Water Teal,None,None,None,None,None,None,None,None,None,None,42.15354656955987,15118
15119,None,None,Light Pink,Mohawk,Angry Furrowed,Default,False,Black,Delighted,Tubby Maid Dress Pink Brown,Tiramisu,Checker Heart Pink,None,None,None,None,None,None,None,None,None,None,23.3695039714691,15119
15120,Blush,Wizard Orb,Light Blue,Mohawk,Big Round,Toothy,True,Black,Half Lidded,Tee Blueberry,Blue Raspberry,Galaxy Grid Dark Blue,None,None,None,None,None,None,None,None,None,None,45.87446303945961,15120
15121,None,Egg,Platinum Blonde,Long Side Part,Big Round,Unimpressed,True,Black,Looking Right,Biker Jacket,Black Sesame,Tiny Heart Grey,Winter Hat Black,None,None,None,None,None,None,None,None,None,57.792738975341095,15121
15122,Beauty Mark,None,None,Bald Udi,Worried,Nervous,False,Brown,Chill,Detective Shirt,Mochi,Solid,Cowboy Hat Brown,None,None,None,Hipster Glasses Brown,None,None,None,None,None,57.06050146323257,15122
15123,Beauty Mark,None,None,Bald Udi,Ayo Thin,Surprised,True,Black,Looking Right,Cardigan Seifuku Navy Red,Cotton Candy,Cherry Blossoms,None,None,None,None,None,None,None,None,None,None,22.388498161465208,15123
15124,Decora Pink,None,None,Bald Udi,Relaxed,Raspberry,False,Pink,Chill,Bandana Pink,Cotton Candy,Solid,None,None,None,Hearts Solid Pink,None,None,None,None,None,None,45.15334133812648,15124
15125,Cheek Freckles,None,None,Bald Udi,Ayo Thick,Happy Small,None,None,None,Tee Cheese,Latte,Pawprint Stripes Orange,None,None,None,Cool Shades,None,None,None,None,None,None,60.84206890014456,15125
15126,Beauty Mark,Bubbles,Ice Blue,Short Blunt,Angry Furrowed,W,False,Black,Cat Half Lidded,Jacket White Tubby Studs Blue,Tiramisu,Star Pattern Blue,Cat Beret Pink,None,None,None,None,None,None,None,None,None,60.46470469314018,15126
15127,Cheek Freckles,Banana,Teal,Blunt Bangs,Angry Cute,Wide,False,Black,Half Lidded,Hoodie White Onibi Flames,Pudding,Solid,None,None,Tubby Omanjuu Mint,None,None,None,None,None,None,None,56.84409230581989,15127
15128,Whiskers,None,None,Bald Udi,Concerned,Happy,True,Black,Knowing Right,Jacket Pink Heart Studs Pink,Vanilla,Star Pattern Pink,None,Tubby Baby Cotton Candy,None,None,None,None,None,None,None,None,41.52960807352522,15128
15129,None,None,Black,Emo,Determined,Happy Nervous,False,Black,Half Lid,Open Shirt White,Black Sesame,Solid,None,None,None,None,None,None,None,None,None,None,16.710590066721647,15129
15130,Blush,Thinking,Teal,Glam Rock,Neutral,Happy Nervous,False,Yellow,Detailed,Hoodie White Onibi Flames,Vanilla,Star Clouds Light Blue,None,None,None,None,None,None,None,None,None,None,53.10669890280955,15130
15131,Whiskers,None,None,Bald Udi,Pien Short,Happy Nervous,True,Black,Half Lidded,Sweater Vest Yellow Pink Heart Clip,Latte,Pawprint Yellow,None,None,None,None,None,None,None,None,None,None,21.659569440640315,15131
15132,None,None,None,Bald Udi,Determined,Eh,False,Black,Sweetheart,None,Raspberry,Hearts Pattern Pink Red,None,None,None,Hearts Transparent Pink,None,Bunny Black,None,None,None,None,47.45247181151489,15132
15133,None,None,Black,Flared Sides Short,Ayo Thin,Pien,True,Black,Tired,Pet Collar Red,Mochi,Solid,None,None,None,None,None,None,None,None,None,None,19.627521645054223,15133
15134,None,None,None,Bald Udi,Pien Cute,Letter Pink,True,Black,Cat Looking Up,None,Polished Pastel,Menhera,None,None,Tubby Bow Blue,None,None,None,None,None,None,None,32.288221774705576,15134
15135,None,None,None,Bald Udi,Determined,Smirk,False,Black,Looking Away,Heart Choker Pink,Mochi,Grid Green,Beret Hat Pink,None,None,None,None,None,None,None,None,None,22.75829324502325,15135
15136,None,None,Blonde,Twintails,Big Round,Vampire,False,Black,Looking Away,Tubby Overalls Pudding,Pudding,Solid,None,Hedgehog Albino,None,None,None,None,None,None,None,None,36.62374890164919,15136
15137,None,Knife Blood,Black,Hipster,Pien,Full Catmouth,False,Black Leak,Cat,Spiked Collar Black,Raspberry,Solid,None,None,None,None,None,None,None,None,None,None,45.60362401158745,15137
15138,None,None,None,Bald Udi,Angry Cute,Bubblegum Blue,False,Black,Relaxed,Ribboned Shirt White Pink,Blue Raspberry,Checker Heart Pink,None,None,None,None,None,None,None,None,None,None,10.337286581248403,15138
15139,None,None,None,Bald Udi,Worried,W,False,Black,Cute,Layered Jacket Yellow Grey,Vanilla,Tiny Heart Blue,None,None,None,None,None,None,None,None,None,None,10.445282555244136,15139
