,Hats,Mouth,Eyes,Clothes,Body,Background,1 of 1,Rarity score,Token Id
281,Come In Peace,Baby Tooth,Fren,Fuzzy Rainbow Tee,Lochias,Orange,None,23.609760889725802,281
282,Mustard Beanie,Wow,xxx Future,Cowboy,Xenos,Pink,None,3.7096007554705066,282
283,Blue Beanie,Aw man,Evil fren,Waldo,Femi,Blue,None,19.8422699104057,283
284,BioHazard,Goo,Adorable,Overalls Blue Yellow,Femi,Pink,None,10.267319940191259,284
285,Ninja Blue,Friendly,Gummy Worms,Polka Dot,Lochias,Pink,None,19.863364431481166,285
286,Cyclone Ears,Gangzter,Happy,Yellow Running Jacket,Femi,Pink,None,12.655772437899063,286
287,Electric Ears,Gangzter,Glasses,Ninja Knight,Xenos,Pink,None,10.378411010601845,287
288,Sailor,Aw man,xxx Flat,Red Tank,Femi,Mint,None,11.4509738268308,288
289,Park Hat,Sad,xxx Future,Cowboy,Lochias,Tan,None,18.758905099984936,289
290,Red Beanie,Cig,Patches,Dark Jacket,Lochias,Blue,None,25.54907886705723,290
291,Sunflower,Sad,xxx Flat,Old School,Lochias,Mint,None,14.890927917713661,291
292,Cyclone Ears,Goo,Peek a Boo,Green Jacket,Xenos,Tan,None,9.6914068975908,292
293,Dark Ninja Master,Baby Tooth,Fren,White GM Sweater,Lochias,Baby Blue,None,23.710165707445338,293
294,Pilot,Cowboy,Night Owl,Ninja Knight,Femi,Orange,None,17.559499819377965,294
295,Ninja Blue,Sad,Oldies,Pilot,Femi,Pink,None,12.174906821680901,295
296,Red Beanie,Black Beard,Peek a Boo,Dark Fren Tee,Xenos,Yellow,None,11.96368310647001,296
297,Mustard Beanie,Baby Tooth,Gummy Worms,Yellow Running Jacket,Xenos,Red Camo,None,14.864692151631283,297
298,Bamboo Cap,Cig,Peaceful,White Tank,OLU,Tan,None,29.52262747902666,298
299,Black Cowboy Hat,Aw man,Luv,Dark Green Hoodie,Femi,Mint,None,14.204056988577232,299
300,Ice Cream,Aw man,Fren,Office,Lochias,Baby Blue,None,23.636182681440417,300
301,Bonzai,Goo,Adorable,Dark Dice Hoodie,Lochias,Mint,None,14.108865816843124,301
302,Biker Helmet,Gangzter,xxx Flat,Red Tank,Xenos,Dark Mint,None,10.240993804858741,302
303,Ski Mask,Brown Beard,Adorable,Red GM Tee,Lochias,Tree Green,None,27.134319256087718,303
304,Bonzai,Sad,Fren,Blue Running Jacket,Xenos,Mint,None,6.441631679237328,304
305,Ice Cube,Meh,Adorable,Tan Dice Hoodie,Lochias,Mint,None,16.666392628900407,305
306,Ninja Master,Sad,Luv,Fuzzy Sweater,Femi,Yellow,None,17.786721205086767,306
307,Mustard Beanie,Baby Tooth,Gummy Worms,Office Hipster,Femi,Red,None,17.031074026999747,307
308,Bandage,Sucker,Happy,Art School,Xenos,Dark Mint,None,15.662631426834103,308
309,Red Yellow Blue Cap,Black Beard,Luv,Pilot,Lochias,Pink,None,21.216116939200074,309
310,Red Beanie,Goo,Dazed,White GM Sweater,Zombie Femi,Baby Blue,None,29.30600620294505,310
311,Ninja Master,Oh No,Dazed,Cowboy,Femi,Pink,None,7.1495220778661634,311
312,Claw Machine,Cowboy,Hive,Dark Fren Tee,Femi,Baby Blue,None,19.366729450208528,312
313,Black Beanie,Gangzter,Adorable,Rainbow,OLU,Mint,None,19.921392592814453,313
314,Come In Peace,Brown Beard,Dazed,Dotted Tee,Lochias,Pink,None,18.71143265572644,314
315,Blue Beanie,Meh,Adorable,Hi Tee,Xenos,Dark Mint,None,10.367820939369503,315
316,Snake Fren,Gangzter,xxx Flat,Fuzzy Rainbow Tee,OLU,Mint,None,21.258328176747384,316
317,Nacho Cheese,Drugz,xxx Future,Blue Striped Hoodie,Femi,Red,None,20.98896320086071,317
318,Ninja Master,Oh No,Luv,White Fren Tee,OLU,Baby Blue,None,29.46451528654957,318
319,Beanie Spinner,Goo,Pacman,Ninja Blue,Lochias,Baby Blue,None,22.19363392023062,319
320,Sailor,Gangzter,xxx Flat,Blue Tank,Xenos,Orange,None,10.373100646819406,320
321,Crown,Cig,xxx Flat,Dark Green Hoodie,Femi,Mint,None,11.8525888669476,321
322,Space Police,Gangzter,Luv,Ninja Blue,Lochias,Pink,None,18.087871708818266,322
323,Bandage,Cig,Fren,Rainbow,Femi,Green Camo,None,21.210875811390153,323
324,Claw Machine,Sad,Luv,Long Sleeve Chain,Xenos,Blue,None,12.212022263378934,324
325,Ice Cream,Aw man,Dazed,Waldo,Femi,Mint,None,10.066465382078869,325
326,Clown Nose Ears,Cowboy,Night Owl,Tattoos,OLU,Mint,None,24.20687943226059,326
327,Party Ears,Friendly,Glasses,Dark Chain Sweater,Lochias,Orange,None,27.35622393838272,327
328,Undies,Friendly,Dazed,Black GM Hoodie,Xenos,Dark Mint,None,11.18157026966181,328
329,Sailor,Baby Tooth,xxx Flat,Yellow Jacket,Xenos,Yellow,None,10.283267402291607,329
330,Blue Beanie,Sewn Shut,xxx Future,Ninja Knight,Lochias,Orange,None,25.85024311228752,330
331,Come In Peace,Oh No,xxx Flat,Cowboy,Femi,Pink,None,7.778376473488407,331
332,Bandage,Cowboy,Fren,Red Fren,Xenos,Blue,None,12.138047694790888,332
333,Bandage,Monster,Glasses,Yellow GM Tee,Femi,Red,None,23.752565612665848,333
334,Sweatband,Goo,xxx Flat,Red GM Tee,Xenos,Yellow,None,9.057316133515878,334
335,Fire,Meh,Pacman,Bones Tee,Xenos,Yellow,None,14.700912877297082,335
336,Electric Ears,Wow,Luv,White Fren Tee,Femi,Red,None,20.550362725597015,336
337,Yellow Cap,Cowboy,Peek a Boo,Dotted Tee,Lochias,Mint,None,15.593673376795229,337
338,Nacho Cheese,Cowboy,Adorable,Hi Tee,Femi,Green Camo,None,18.024533714409998,338
339,Mustard Beanie,Cowboy,Gummy Worms,White Sweater,Lochias,Pink,None,17.464302836256458,339
340,Army Helmet,Cowboy,Peaceful,Armor,Xenos,Red Camo,None,16.513395789185193,340
341,Sweatband,Wow,Peek a Boo,Cowboy,Xenos,Orange,None,7.662283682515356,341
342,Bamboo Cap,Sad,Luv,Dark Jacket,OLU,Green Camo,None,31.652138598512913,342
343,Pilot,Sad,Dazed,Chain Brown Tee,Lochias,Baby Blue,None,20.62952187549108,343
344,Red Beanie,Sucker,xxx Future,Ninja Knight,Femi,Blue,None,19.963820510801522,344
345,Baseball Helmet,Cowboy,Peek a Boo,Hi Tee,Lochias,Yellow,None,19.868544251553004,345
346,Ninja Blue,Cig,Angry,White GM Sweater,Femi,Yellow,None,19.900404828634702,346
347,Blue Beanie,Cowboy,xxx Future,Pilot,Femi,Pink,None,11.118089585333863,347
348,Sweatband,Meh,Night Owl,Blue Tank,Femi,Baby Blue,None,18.838278288277802,348
349,Pilot,Sucker,Peek a Boo,Yellow Hi,Lochias,Baby Blue,None,24.677178236403886,349
350,Party Ears,Meh,Peek a Boo,Hi Tee,Lochias,Orange,None,21.189616931717563,350
351,Sunflower,Friendly,xxx Future,White GM Tee,Lochias,Tan,None,24.254418996700352,351
352,Fire,Gangzter,Night Owl,Red Sweater,Femi,Mint,None,13.601657681752698,352
353,Red Beanie,Gangzter,Fren,Fuzzy Coat,Lochias,Tan,None,21.733898229985236,353
354,Claw Machine,Black Beard,Fren,Dark Fren Tee,OLU,Red,None,30.75912706347898,354
355,Red Beanie,Sad,Happy,Waldo,Xenos,Orange,None,10.647912860914971,355
356,Bamboo Cap,Friendly,Adorable,Scarf Red White,Femi,Mint,None,11.487928606583631,356
357,Pilot,Goo,Adorable,Hi Tee,Xenos,Baby Blue,None,9.041489695355876,357
358,Pilot,Goo,Fren,Floaties,Xenos,Dark Mint,None,11.879133267217131,358
359,Blue Beanie,Aw man,Evil fren,Tan Dice Hoodie,Xenos,Green Camo,None,18.399847456279694,359
360,Baseball Helmet,Gangzter,Pacman,Green Jacket,Xenos,Orange,None,12.227877769737624,360
361,Baseball Helmet,Cowboy,xxx Future,Yellow Running Jacket,Femi,Orange,None,16.714055861081114,361
362,Claw Machine,Baby Tooth,Adorable,Mint Sweater,OLU,Orange,None,25.221402987463808,362
363,Ice Cube,Cowboy,xxx Flat,Tattoos,Xenos,Baby Blue,None,10.706018184812889,363
364,Space Police,Gangzter,Adorable,Waldo,Femi,Pink,None,9.65959811621934,364
365,Bonzai,Meh,Oldies,Mint Sweater,Femi,Green Camo,None,21.755125929891015,365
366,Cowboy Hat,Gangzter,xxx Flat,Yellow Jacket,Lochias,Baby Blue,None,19.794614076925075,366
367,Red Yellow Blue Cap,Goo,Dazed,Fuzzy Coat,Femi,Mint,None,9.633171568197529,367
368,Army Helmet,Sewn Shut,Happy,Waldo,Xenos,Dark Mint,None,15.620341974340066,368
369,Cowboy Hat,Friendly,xxx Flat,Black GM Hoodie,Xenos,Red,None,10.917379835043977,369
370,Snake Fren,Cig,xxx Future,Scarf Orange Blue,Xenos,Tan,None,13.612300598027327,370
371,Knife,Gangzter,xxx Flat,Yellow GM Tee,Xenos,Mint,None,4.9620012967295555,371
372,Bandage,Goo,Peaceful,Armband,Femi,Red,None,16.988813110941166,372
373,Party Ears,Cig,Night Owl,White Tank,Femi,Mint,None,13.532952249400681,373
374,Beanie Spinner,Cowboy,Adorable,Yellow Running Jacket,Lochias,Pink,None,14.880315650850317,374
375,Black Cap,Abduction,Adorable,Black GM Hoodie,Xenos,Red,None,14.167202089515838,375
376,Blob Red,Goo,Happy,Green Jacket,Xenos,Yellow,None,12.761583800273199,376
377,Halo,Aw man,Dazed,Dotted Tee,Femi,Pink,None,11.736322729487714,377
378,Cowboy Hat,Goo,Happy,Scarf Blue Yellow,Femi,Tan,None,16.72458938041333,378
379,Paper Bag,Cowboy,xxx Flat,Cowboy,OLU,Red,None,21.971677973988616,379
380,Lil Fren,Aw man,Luv,Blue GM Hoodie,Femi,Pink,None,14.674369004450341,380
381,Tee Pee,Baby Tooth,Gummy Worms,Old School,Xenos,Yellow,None,13.157882138618534,381
382,Halo,Baby Tooth,Luv,Cowboy,Femi,Blue Camo,None,18.505373436820214,382
383,Black Beanie,Baby Tooth,Peaceful,Red Tank,Xenos,Red,None,12.254293748422512,383
384,Ninja Master,Cowboy,Happy,Yellow Running Jacket,OLU,Mint,None,22.621646970760686,384
385,Ski Mask,Meh,Gummy Worms,Black GM Hoodie,Lochias,Tan,None,24.756456294564355,385
386,Blue Beanie,Goo,xxx Flat,Chain White Tee,Femi,Blue,None,14.093037791135826,386
387,Black Beanie,Aw man,Peek a Boo,Office,Femi,Orange,None,15.699441404981826,387
388,Sunflower,Friendly,Fren,Prison,Femi,Pink,None,13.321592714022376,388
389,Park Hat,Meh,Dazed,Red Tank,Xenos,Baby Blue,None,10.669010023914085,389
390,Ninja Dark,Cig,xxx Flat,Scarf Red White,Xenos,Pink,None,6.209076152667873,390
391,Blue Beanie,Friendly,xxx Future,Fuzzy Rainbow Tee,OLU,Green Camo,None,32.51872252774672,391
392,Ninja Dark,Baby Tooth,Night Owl,Waldo,Xenos,Baby Blue,None,12.555472789176015,392
393,Beanie Spinner,Goo,Peek a Boo,White Yellow Overalls,Lochias,Mint,None,14.74825478711241,393
394,Blue Beanie,Aw man,Peek a Boo,Floaties,Xenos,Yellow,None,10.816998799329646,394
395,Horns,Meh,Peek a Boo,White Fren Tee,Xenos,Pink,None,5.390056627774669,395
396,Fire,Monster,Dazed,Waldo,OLU,Red,None,29.51738635027827,396
397,Sunflower,Sad,Oldies,Dark Green Hoodie,Xenos,Orange,None,12.513245170435141,397
398,Blue Beanie,Sucker,xxx Flat,Blue GM Hoodie,Lochias,Mint,None,19.070733931809634,398
399,Pilot,Sad,Dazed,Dark Dice Hoodie,Lochias,Blue,None,20.185656489943025,399
400,Blue Beanie,Gangzter,Happy,Overalls Blue Yellow,Xenos,Mint,None,6.505017766486517,400
401,Black Beanie,Drugz,xxx Future,Office Hipster,Femi,Baby Blue,None,20.75116760390773,401
402,Bandage,Cig,Pacman,Long Sleeve Chain,Lochias,Pink,None,18.558167870099446,402
403,Baseball Helmet,Friendly,Adorable,Dotted Tee,Lochias,Green Camo,None,24.68246058554282,403
404,Mustard Beanie,Wow,Night Owl,Mint Sweater,Femi,Orange,None,18.574067769831707,404
405,Sweatband,Gangzter,Luv,White Purple Jacket,Femi,Green Camo,None,21.438097723700583,405
406,Ice Cube,Oh No,xxx Future,Floaties,OLU,Pink,None,24.439383165700608,406
407,Ninja Blue,Gangzter,xxx Future,Chain White Tee,Xenos,Mint,None,6.425764019279074,407
408,Red Beanie,Cowboy,Adorable,Green Jacket,Xenos,Pink,None,3.5299384908415576,408
409,Pilot,Sad,Luv,Blue Running Jacket,Xenos,Pink,None,7.250113458025482,409
410,Mustard Beanie,Sucker,xxx Future,Yellow GM Tee,Lochias,Orange,None,25.490922810271694,410
411,Bandage,Friendly,Peek a Boo,Fuzzy Sweater,Xenos,Mint,None,5.627835841070593,411
412,Beanie Spinner,Brown Beard,Peaceful,Armband,Xenos,Orange,None,15.662630370111566,412
413,Ski Mask,Sad,Night Owl,Dark Jacket,OLU,Pink,None,23.731328402022633,413
414,Clown Nose Ears,Goo,Peek a Boo,Cowboy,OLU,Tan,None,22.066738607408347,414
415,Bandage,Meh,Luv,Art School,OLU,Red Camo,None,32.2598044005883,415
416,Ninja Yellow,Wow,Peek a Boo,Red Tank,Xenos,Red,None,11.19746699852261,416
417,Clown Nose Ears,Goo,Happy,Fuzzy Sweater,Xenos,Yellow,None,12.127473481200521,417
418,Yellow Cap,Sad,xxx Flat,Cowboy,Femi,Blue Camo,None,15.223893546553807,418
419,Ninja Master,Gangzter,Dazed,Prison,Lochias,Orange,None,19.91617102035422,419
420,Ice Cream,Gangzter,Peek a Boo,White Yellow Overalls,Femi,Pink,None,10.008365342966723,420
421,Snake Fren,Cowboy,Oldies,Cowboy,Lochias,Orange,None,20.196175211640462,421
422,Ninja Blue,Friendly,xxx Flat,White Fren Tee,OLU,Tan,None,27.076142058986,422
423,Black Cap,Goo,Pacman,Yellow Running Jacket,Lochias,Yellow,None,23.10249937653944,423
424,Red Beanie,Goo,Gummy Worms,Cowboy,Lochias,Baby Blue,None,18.23576165533794,424
425,Snake Fren,Baby Tooth,xxx Future,Scarf Blue Yellow,Xenos,Baby Blue,None,12.555482831207454,425
426,Ninja Blue,Braces,Oldies,Office Hipster,Xenos,Blue Camo,None,19.985097886285836,426
427,Bandage,Goo,Adorable,Cowboy,Lochias,Blue,None,15.863184744532424,427
428,Multi Beanie,Goo,Oldies,Armband,Lochias,Dark Mint,None,23.387868361616906,428
429,Ski Mask,Cowboy,Fren,Cowboy,Lochias,Dark Mint,None,19.667758929178518,429
430,Party Ears,Oh No,Fren,Rainbow,Xenos,Pink,None,7.741536905584669,430
431,Electric Ears,Baby Tooth,Gummy Worms,White Tank,OLU,Blue Camo,None,32.693107199661235,431
432,Ice Cube,Cig,Fren,Yellow GM Tee,Femi,Tan,None,18.970400458932627,432
433,Snake Fren,Aw man,Dazed,Red Tank,Xenos,Mint,None,6.0082945269453125,433
434,Sweatband,Gangzter,xxx Future,Red Fren,Femi,Tree Green,None,20.58207215264405,434
435,Clown Nose Ears,Gangzter,xxx Flat,Black GM Hoodie,Femi,Blue,None,15.509219724631906,435
436,Clown Nose Ears,Meh,Pacman,Dark Jacket,Xenos,Tan,None,14.183033284921507,436
437,BioHazard,Gangzter,xxx Future,Yellow Jacket,Lochias,Pink,None,18.056170738366944,437
438,Ice Cream,Sucker,xxx Future,Dark Fren Tee,OLU,Red,None,31.57816297214655,438
439,Ice Cream,Cig,Peaceful,Black Tux,Femi,Tan,None,19.34557098134828,439
440,Blue Beanie,Gangzter,xxx Flat,Floaties,Femi,Pink,None,9.770566576432682,440
441,Sweatband,Oh No,xxx Flat,Ninja Blue,Xenos,Dark Mint,None,10.304398916280924,441
442,Bandage,Oh No,Peek a Boo,Ninja Blue,Lochias,Baby Blue,None,20.608393004363887,442
443,Paper Bag,Sad,xxx Flat,Polka Dot,Femi,Blue,None,15.361272171483831,443
444,Blue Beanie,Baby Tooth,Happy,Rainbow,Femi,Mint,None,11.757449485996743,444
445,Claw Machine,Cig,Night Owl,White GM Tee,Xenos,Baby Blue,None,13.69160032498255,445
446,Space Helmet,Sewn Shut,Happy,Space Suit,Femi,Mint,None,17.91887191604825,446
447,Party Ears,Monster,Fren,Old School,Femi,Mint,None,15.97427793049965,447
448,Blue Beanie,Baby Tooth,Adorable,Tattoos,Xenos,Mint,None,4.523387080318997,448
449,Ninja Blue,Meh,Ghostie,Yellow GM Tee,Femi,Blue Camo,None,23.631030339204553,449
450,Mustard Beanie,Cig,Peek a Boo,Polka Dot,Xenos,Blue,None,10.34667938452184,450
451,Yellow Cap,Goo,Happy,Blue Tank,Xenos,Dark Mint,None,12.185609457442457,451
452,Ninja Master,Gangzter,Fren,Office Hipster,Femi,Pink,None,12.016373954780772,452
453,Beanie Spinner,Cig,Oldies,Poop,Xenos,Mint,None,8.766690694397832,453
454,Bandage,Brown Beard,Dazed,White Purple Jacket,Femi,Baby Blue,None,18.267585237863457,454
455,Knife,Friendly,Ghostie,Fuzzy Sweater,Lochias,Pink,None,21.60713715623509,455
456,Bandage,Goo,Peek a Boo,Cowboy,Femi,Yellow,None,10.568427631761784,456
457,Ninja Dark,Gangzter,Adorable,Leather Jacket,Femi,Mint,None,10.6530292654345,457
458,Party Ears,Sad,Gummy Worms,Rainbow,Femi,Mint,None,12.486669589108395,458
459,Space Helmet,Cig,xxx Flat,Ninja Knight,Lochias,Yellow,None,22.156639502003696,459
460,Black Cap,Sad,Gummy Worms,Yellow Running Jacket,Xenos,Pink,None,7.789098138584569,460
461,Nacho Cheese,Sad,Patches,Polka Dot,Xenos,Mint,None,9.913407769438855,461
462,Come In Peace,Baby Tooth,xxx Flat,Polka Dot,Xenos,Baby Blue,None,10.716558573428133,462
463,Yellow Cap,Friendly,Gummy Worms,Mint Sweater,OLU,Tan,None,30.66401833710102,463
464,Black Beanie,Goo,Pacman,White Fren Tee,OLU,Pink,None,22.325733366775864,464
465,Ice Cream,Abduction,Oldies,Scarf Red White,Xenos,Tan,None,16.69303162941605,465
466,Army Helmet,Black Beard,Peaceful,Dark Ninja,Xenos,Blue,None,16.47112113315284,466
467,Bamboo Cap,Cowboy,Oldies,Alien Coat,Xenos,Yellow,None,12.624192489863068,467
468,Army Helmet,Friendly,Happy,Office Hipster,Femi,Pink,None,13.765462326343266,468
469,Park Hat,Oh No,Happy,Dark Jacket,Xenos,Blue,None,13.078634202329253,469
470,Red Beanie,Cig,Angry,Alien Coat,Xenos,Yellow,None,13.834253371872848,470
471,Mustard Beanie,Baby Tooth,xxx Flat,White Tank,Femi,Dark Mint,None,14.066639781895654,471
472,Red Beanie,Sad,Dazed,Dark Dice Hoodie,Femi,Yellow,None,14.103613590396543,472
473,Bonzai,Drugz,Peaceful,White Fren Tee,OLU,Baby Blue,None,32.12243158903994,473
474,Ninja Blue,Friendly,Dazed,Ninja Blue,Xenos,Red,None,10.838102832198334,474
475,Bandage,Sad,xxx Future,Fuzzy Coat,Xenos,Tan,None,11.429931096773203,475
476,Nacho Cheese,Baby Tooth,Fren,Armband,Femi,Orange,None,17.25300671865934,476
477,Space Police,Oh No,Dazed,Cowboy,Femi,Tan,None,13.05733092799269,477
478,Dark Ninja Master,Wow,xxx Flat,Office,Lochias,Tan,None,22.938722741430773,478
479,Ninja Yellow,Aw man,Adorable,Robe,Femi,Yellow,None,15.92670612558202,479
480,Ninja Yellow,Monster,Gummy Worms,Red Tank,Lochias,Yellow,None,27.070868165152373,480
481,Army Helmet,Meh,Dazed,Dark Chain Sweater,Femi,Mint,None,11.23956725158021,481
482,Biker Helmet,Goo,Dazed,Fuzzy Coat,Xenos,Pink,None,4.41243394668825,482
483,Ninja Blue,Sucker,Peek a Boo,Blue Striped Hoodie,OLU,Tan,None,29.469809262686436,483
484,Undies,Brown Beard,Adorable,Blue GM Hoodie,Xenos,Mint,None,7.95293132289525,484
485,Toad,Wow,Oldies,Ninja Knight,Lochias,Red,None,25.490942891871075,485
486,Baseball Helmet,Sad,Dazed,White Tank,Femi,Tree Green,None,17.754998566427233,486
487,Blue Beanie,Sad,Hive,Scarf Orange Blue,Lochias,Orange,None,24.86213289220321,487
488,Crown,Meh,Peek a Boo,Hi Tee,Lochias,Blue,None,22.38385295900882,488
489,Mustard Beanie,Goo,Gummy Worms,Overalls Blue Yellow,Lochias,Yellow,None,21.77089423669793,489
490,Party Ears,Abduction,Night Owl,Art School,OLU,Blue Camo,None,35.44609100626208,490
491,Tee Pee,Sucker,Evil fren,Black GM Hoodie,Lochias,Orange,None,29.538545875039883,491
492,Pilot,Brown Beard,Peaceful,Pilot,Xenos,Orange,None,15.329726575259203,492
493,Claw Machine,Wow,Fren,Mint Sweater,Lochias,Blue Camo,None,27.028614648732347,493
494,Black Beanie,Cowboy,Peek a Boo,Cowboy,Femi,Mint,None,5.817904785011637,494
495,Mustard Beanie,Gangzter,xxx Flat,Tattoos,Xenos,Tan,None,9.268656115421447,495
496,Blue Beanie,Cowboy,Night Owl,Blue Tank,Xenos,Dark Mint,None,12.233146379254716,496
497,Armor,Baby Tooth,Dazed,White Fren Tee,Xenos,Dark Mint,None,10.774685565886188,497
498,Beanie Spinner,Sad,Peek a Boo,Red GM Tee,Femi,Mint,None,9.58561826014741,498
499,Clown Nose Ears,Sad,xxx Flat,Rainbow,Femi,Tan,None,15.49867880636499,499
500,Black Beanie,Cig,Peaceful,White Tank,Femi,Tan,None,18.552928854561507,500
501,Ninja Yellow,Sad,Adorable,Blue GM Hoodie,Femi,Tree Green,None,18.526518163243193,501
502,Ninja Blue,Sad,Happy,Goth Tee,Xenos,Tan,None,11.99008428705088,502
503,Gumball,Goo,Dazed,Cowboy,Xenos,Baby Blue,None,6.1879044685585365,503
504,Bandage,Baby Tooth,xxx Flat,Scarf Red White,Femi,Blue,None,14.81699826992198,504
505,Red Yellow Blue Cap,Goo,Night Owl,Fuzzy Coat,OLU,Blue Camo,None,31.594007379985882,505
506,Gumball,Sad,Dazed,Cowboy,OLU,Pink,None,17.32163181910028,506
507,Mustard Beanie,Cig,Oldies,Cowboy,Femi,Baby Blue,None,14.547457836449587,507
508,Paper Bag,Cowboy,Pacman,Chain White Tee,Xenos,Mint,None,7.223669996343015,508
509,Mustard Beanie,Black Beard,Patches,Armband,Xenos,Tan,None,17.094643498661384,509
510,Blue Beanie,Baby Tooth,Night Owl,White Fren Tee,Xenos,Baby Blue,None,12.254269436648325,510
511,Mustard Beanie,Baby Tooth,Peaceful,Blue Running Jacket,Lochias,Blue Camo,None,25.469792352418363,511
512,Mustard Beanie,Gangzter,xxx Flat,Tattoos,Lochias,Pink,None,14.563294315585242,512
513,Fire,Sad,Fren,Rainbow,Lochias,Mint,None,17.87650265965248,513
514,Claw Machine,Baby Tooth,Peek a Boo,Long Sleeve Chain,Lochias,Tan,None,19.86859974379786,514
515,Beanie Spinner,Cig,Luv,Overalls Blue Yellow,Xenos,Dark Mint,None,13.596465700338886,515
516,Pilot,Cowboy,Peek a Boo,Chain Brown Tee,Xenos,Blue,None,10.066616001992628,516
517,Black Beanie,Cowboy,Pacman,Scarf Red White,Lochias,Pink,None,17.728520225158675,517
518,Ninja Yellow,Sad,Peek a Boo,Cowboy,Lochias,Mint,None,11.366320399559411,518
519,Mustard Beanie,Sad,xxx Flat,Yellow GM Tee,Xenos,Pink,None,3.545784483882005,519
520,Rainy Day,Meh,Dazed,Cowboy,Xenos,Mint,None,2.4889112230576336,520
521,Ninja Blue,Friendly,Fren,Ninja Knight,Xenos,Mint,None,8.048055903865144,521
522,Ninja Yellow,Goo,Happy,Bones Tee,Lochias,Orange,None,22.57937125812311,522
523,Space Police,Sad,Peek a Boo,White Tank,Lochias,Yellow,None,20.772196591879993,523
524,Knife,Oh No,Angry,Yellow Running Jacket,Lochias,Baby Blue,None,25.802689805645112,524
525,Crown,Gangzter,Fren,White GM Tee,Femi,Mint,None,13.54882043994908,525
526,Ice Cream,Gangzter,Happy,White Tank,Xenos,Pink,None,6.732242851662668,526
527,Ninja Blue,Baby Tooth,Gummy Worms,Red GM Tee,Xenos,Mint,None,7.213111638634984,527
528,Gumball,Goo,Peaceful,Dark Green Hoodie,Xenos,Tan,None,12.61359291035678,528
529,Mustard Beanie,Sewn Shut,Peek a Boo,Blue Tank,Xenos,Mint,None,7.572483206240145,529
530,Bonzai,Braces,Gummy Worms,Yellow Running Jacket,Xenos,Pink,None,11.22386131064162,530
531,Yellow Cap,Baby Tooth,xxx Flat,Old School,Femi,Blue,None,15.593777491298058,531
532,Sunflower,Aw man,Dazed,White Tux,OLU,Pink,None,21.929441370290768,532
533,Cyclone Ears,Sad,Peaceful,Old School,Xenos,Red,None,13.152623571367503,533
534,Ninja Blue,Wow,Happy,Dark Green Hoodie,Lochias,Pink,None,18.917473903780238,534
535,Ninja Blue,Cowboy,Dazed,Prison,Xenos,Pink,None,4.0742071077349475,535
536,Space Police,Friendly,Luv,Rainbow,Femi,Pink,None,14.73248172552332,536
537,Ninja Master,Sad,Peek a Boo,Scarf Red White,Femi,Pink,None,9.80227705855992,537
538,Ice Cream,Cig,Adorable,Hi Tee,Xenos,Mint,None,5.347747090396587,538
539,Park Hat,Oh No,Fren,White GM Sweater,Xenos,Dark Mint,None,13.031102036472259,539
540,Toad,Sad,Happy,Art School,Femi,Blue,None,18.27814729644655,540
541,Pilot,Goo,Oldies,Yellow Hi,Lochias,Mint,None,17.781394990583603,541
542,Red Beanie,Braces,Adorable,Hi Tee,Lochias,Mint,None,18.336211924209366,542
543,Mustard Beanie,Baby Tooth,Night Owl,Office,Femi,Tan,None,17.025801188480948,543
544,Bamboo Cap,Sad,Happy,Dark Chain Sweater,Femi,Red,None,17.90296567339997,544
545,Paper Bag,Oh No,Oldies,Ninja Knight,Xenos,Baby Blue,None,13.337562901053468,545
546,Armor,Meh,xxx Flat,Art School,Femi,Yellow,None,17.004682358329408,546
547,Nacho Cheese,Aw man,xxx Flat,Armband,Femi,Mint,None,10.642464037622274,547
548,Blue Beanie,Cowboy,Fren,Office Hipster,Lochias,Red Camo,None,25.480332214197364,548
549,Dark Crown,Sucker,Happy,Fuzzy Coat,Xenos,Mint,None,11.910875989822236,549
